Event,Date,Result,WhiteElo,BlackElo,ECO,TimeControl
Match/City Moscow-Budapest 87-41 ,1949.04.03,1/2-1/2,,,C66,
Match/City Moscow-Budapest 87-41 ,1949.04.06,0-1,,,E01,
Match/City Moscow-Budapest 87-41 ,1949.04.06,1-0,,,E61,
Match/City Moscow-Budapest 87-41 ,1949.04.06,1/2-1/2,,,D31,
Match/City Moscow-Budapest 87-41 ,1949.04.06,1/2-1/2,,,B73,
Match/City Moscow-Budapest 87-41 ,1949.04.06,1/2-1/2,,,E68,
Match/City Moscow-Budapest 87-41 ,1949.04.06,1-0,,,D43,
Match/City Moscow-Budapest 87-41 ,1949.04.06,0-1,,,B25,
Match/City Moscow-Budapest 87-41 ,1949.04.07,1/2-1/2,,,B85,
Match/City Moscow-Budapest 87-41 ,1949.04.07,1-0,,,C04,
Match/City Moscow-Budapest 87-41 ,1949.04.07,1-0,,,D94,
Match/City Moscow-Budapest 87-41 ,1949.04.07,1/2-1/2,,,D97,
Match/City Moscow-Budapest 87-41 ,1949.04.07,1-0,,,C49,
Match/City Moscow-Budapest 87-41 ,1949.04.07,1/2-1/2,,,D88,
Match/City Moscow-Budapest 87-41 ,1949.04.07,1/2-1/2,,,D97,
Match/City Moscow-Budapest 87-41 ,1949.04.07,1/2-1/2,,,D96,
Match/City Moscow-Budapest 87-41 ,1949.04.07,0-1,,,E49,
Match/City Moscow-Budapest 87-41 ,1949.04.10,1-0,,,C97,
Match/City Moscow-Budapest 87-41 ,1949.04.10,1-0,,,D02,
Match/City Moscow-Budapest 87-41 ,1949.04.10,1/2-1/2,,,D73,
Match/City Moscow-Budapest 87-41 ,1949.04.10,1-0,,,D31,
Match/City Moscow-Budapest 87-41 ,1949.04.10,1/2-1/2,,,D22,
Match/City Moscow-Budapest 87-41 ,1949.04.10,1/2-1/2,,,D94,
Match/City Moscow-Budapest 87-41 ,1949.04.10,1/2-1/2,,,E41,
Match/City Moscow-Budapest 87-41 ,1949.04.10,1/2-1/2,,,E16,
Match/City Moscow-Budapest 87-41 ,1949.04.11,1-0,,,E94,
Match/City Moscow-Budapest 87-41 ,1949.04.11,1/2-1/2,,,D68,
Match/City Moscow-Budapest 87-41 ,1949.04.11,1/2-1/2,,,B28,
Match/City Moscow-Budapest 87-41 ,1949.04.11,1/2-1/2,,,E21,
Match/City Moscow-Budapest 87-41 ,1949.04.11,1/2-1/2,,,D47,
Match/City Moscow-Budapest 87-41 ,1949.04.11,1/2-1/2,,,E90,
Match/City Moscow-Budapest 87-41 ,1949.04.11,0-1,,,E21,
Match/City Moscow-Budapest 87-41 ,1949.04.11,0-1,,,A06,
Match/City Moscow-Budapest 87-41 ,1949.04.14,0-1,,,B11,
Match/City Moscow-Budapest 87-41 ,1949.04.14,0-1,,,A12,
Match/City Moscow-Budapest 87-41 ,1949.04.14,1/2-1/2,,,A29,
Match/City Moscow-Budapest 87-41 ,1949.04.14,1-0,,,E69,
Match/City Moscow-Budapest 87-41 ,1949.04.14,1/2-1/2,,,A27,
Match/City Moscow-Budapest 87-41 ,1949.04.14,0-1,,,E18,
Match/City Moscow-Budapest 87-41 ,1949.04.14,1-0,,,E39,
Match/City Moscow-Budapest 87-41 ,1949.04.15,1/2-1/2,,,E38,
Match/City Moscow-Budapest 87-41 ,1949.04.15,1/2-1/2,,,D45,
Match/City Moscow-Budapest 87-41 ,1949.04.15,1/2-1/2,,,B83,
Match/City Moscow-Budapest 87-41 ,1949.04.15,1/2-1/2,,,B30,
Match/City Moscow-Budapest 87-41 ,1949.04.15,1-0,,,B12,
Match/City Moscow-Budapest 87-41 ,1949.04.15,1/2-1/2,,,C98,
Match/City Moscow-Budapest 87-41 ,1949.04.15,1/2-1/2,,,C84,
Match/City Moscow-Budapest 87-41 ,1949.04.15,1/2-1/2,,,A81,
Match/City Moscow-Budapest 87-41 ,1949.04.15,0-1,,,B85,
Match/City Moscow-Budapest 87-41 ,1949.04.18,1-0,,,B85,
Match/City Moscow-Budapest 87-41 ,1949.04.18,0-1,,,A20,
Match/City Moscow-Budapest 87-41 ,1949.04.18,1/2-1/2,,,E18,
Match/City Moscow-Budapest 87-41 ,1949.04.18,1-0,,,E53,
Match/City Moscow-Budapest 87-41 ,1949.04.18,1-0,,,D90,
Match/City Moscow-Budapest 87-41 ,1949.04.18,1/2-1/2,,,D46,
Match/City Moscow-Budapest 87-41 ,1949.04.18,0-1,,,D88,
Match/City Moscow-Budapest 87-41 ,1949.04.19,0-1,,,D26,
Match/City Moscow-Budapest 87-41 ,1949.04.19,1/2-1/2,,,B20,
Match/City Moscow-Budapest 87-41 ,1949.04.19,1-0,,,A90,
Match/City Moscow-Budapest 87-41 ,1949.04.19,0-1,,,C29,
Match/City Moscow-Budapest 87-41 ,1949.04.19,0-1,,,D41,
Match/City Moscow-Budapest 87-41 ,1949.04.19,1-0,,,E51,
Match/City Moscow-Budapest 87-41 ,1949.04.19,1-0,,,D44,
Match/City Moscow-Budapest 87-41 ,1949.04.19,1-0,,,D46,
Match/City Moscow-Budapest 87-41 ,1949.04.19,1-0,,,B17,
Match/City Moscow-Budapest 87-41 ,1949.04.19,0-1,,,E02,
Match/City Moscow-Budapest 87-41 ,1949.04.22,1-0,,,C07,
Match/City Moscow-Budapest 87-41 ,1949.04.22,1/2-1/2,,,D69,
Match/City Moscow-Budapest 87-41 ,1949.04.22,0-1,,,D36,
Match/City Moscow-Budapest 87-41 ,1949.04.22,1/2-1/2,,,D99,
Match/City Moscow-Budapest 87-41 ,1949.04.22,1/2-1/2,,,E49,
Match/City Moscow-Budapest 87-41 ,1949.04.22,0-1,,,E49,
Match/City Moscow-Budapest 87-41 ,1949.04.22,1/2-1/2,,,B17,
Match/City Moscow-Budapest 87-41 ,1949.04.22,0-1,,,E51,
Match/City Moscow-Budapest 87-41 ,1949.04.23,1-0,,,E61,
Match/City Moscow-Budapest 87-41 ,1949.04.23,1/2-1/2,,,E28,
Match/City Moscow-Budapest 87-41 ,1949.04.23,0-1,,,D15,
Match/City Moscow-Budapest 87-41 ,1949.04.23,1-0,,,D97,
Match/City Moscow-Budapest 87-41 ,1949.04.23,1/2-1/2,,,D22,
Match/City Moscow-Budapest 87-41 ,1949.04.23,1-0,,,D40,
Match/City Moscow-Budapest 87-41 ,1949.04.23,1-0,,,D46,
Match/City Moscow-Budapest 87-41 ,1949.04.23,0-1,,,A48,
Match/City Moscow-Budapest 87-41 ,1949.04.26,1-0,,,D90,
Match/City Moscow-Budapest 87-41 ,1949.04.26,1/2-1/2,,,E18,
Match/City Moscow-Budapest 87-41 ,1949.04.26,1-0,,,D15,
Match/City Moscow-Budapest 87-41 ,1949.04.26,1/2-1/2,,,D83,
Match/City Moscow-Budapest 87-41 ,1949.04.26,1-0,,,B30,
Match/City Moscow-Budapest 87-41 ,1949.04.26,1-0,,,D97,
Match/City Moscow-Budapest 87-41 ,1949.04.26,1/2-1/2,,,E19,
Match/City Moscow-Budapest 87-41 ,1949.04.26,0-1,,,C63,
Match/City Moscow-Budapest 87-41 ,1949.04.27,1/2-1/2,,,B14,
Match/City Moscow-Budapest 87-41 ,1949.04.27,0-1,,,A80,
Match/City Moscow-Budapest 87-41 ,1949.04.27,0-1,,,D76,
Match/City Moscow-Budapest 87-41 ,1949.04.27,1-0,,,C32,
Match/City Moscow-Budapest 87-41 ,1949.04.27,0-1,,,D94,
Match/City Moscow-Budapest 87-41 ,1949.04.27,0-1,,,A07,
Match/City Moscow-Budapest 87-41 ,1949.04.27,1-0,,,D26,
Match/City Moscow-Budapest 87-41 ,1949.04.27,1-0,,,D46,
Match/City Moscow-Budapest 87-41 ,1949.04.30,1-0,,,C79,
Match/City Moscow-Budapest 87-41 ,1949.04.30,1-0,,,A52,
Match/City Moscow-Budapest 87-41 ,1949.04.30,1-0,,,D08,
Match/City Moscow-Budapest 87-41 ,1949.04.30,0-1,,,E19,
Match/City Moscow-Budapest 87-41 ,1949.04.30,0-1,,,D07,
Match/City Moscow-Budapest 87-41 ,1949.04.30,0-1,,,D95,
Match/City Moscow-Budapest 87-41 ,1949.04.30,1/2-1/2,,,E29,
Match/City Moscow-Budapest 87-41 ,1949.04.30,1/2-1/2,,,D09,
Match/City Moscow-Budapest 87-41 ,1949.04.30,1-0,,,D99,
Match/City Moscow-Budapest 87-41 ,1949.05.01,1/2-1/2,,,D02,
Match/City Moscow-Budapest 87-41 ,1949.05.01,1-0,,,B11,
Match/City Moscow-Budapest 87-41 ,1949.05.01,0-1,,,C91,
Match/City Moscow-Budapest 87-41 ,1949.05.01,1-0,,,B85,
Match/City Moscow-Budapest 87-41 ,1949.05.01,1/2-1/2,,,C91,
Match/City Moscow-Budapest 87-41 ,1949.05.01,1/2-1/2,,,D32,
Wuerttemberg-ch,1949.04.12,1-0,,,,
Wuerttemberg-ch,1949.04.12,0-1,,,B17,
Wuerttemberg-ch,1949.04.12,1-0,,,,
Wuerttemberg-ch,1949.04.12,1-0,,,,
Wuerttemberg-ch,1949.04.13,0-1,,,C00,
Wuerttemberg-ch,1949.04.13,1/2-1/2,,,,
Wuerttemberg-ch,1949.04.13,1-0,,,A36,
Wuerttemberg-ch,1949.04.13,1-0,,,E60,
Wuerttemberg-ch,1949.04.14,1-0,,,,
Wuerttemberg-ch,1949.04.14,1/2-1/2,,,D59,
Wuerttemberg-ch,1949.04.14,1/2-1/2,,,,
Wuerttemberg-ch,1949.04.14,1-0,,,,
Wuerttemberg-ch,1949.04.15,0-1,,,,
Wuerttemberg-ch,1949.04.15,0-1,,,,
Wuerttemberg-ch,1949.04.15,0-1,,,,
Wuerttemberg-ch,1949.04.15,1-0,,,D06,
Wuerttemberg-ch,1949.04.16,1/2-1/2,,,,
Wuerttemberg-ch,1949.04.16,1/2-1/2,,,,
Wuerttemberg-ch,1949.04.16,1/2-1/2,,,D76,
Wuerttemberg-ch,1949.04.16,1/2-1/2,,,A00,
Wuerttemberg-ch,1949.04.17,1-0,,,,
Wuerttemberg-ch,1949.04.17,0-1,,,A12,
Wuerttemberg-ch,1949.04.17,1/2-1/2,,,,
Wuerttemberg-ch,1949.04.17,1-0,,,,
Wuerttemberg-ch,1949.04.18,1/2-1/2,,,,
Wuerttemberg-ch,1949.04.18,1/2-1/2,,,,
Wuerttemberg-ch,1949.04.18,0-1,,,,
Wuerttemberg-ch,1949.04.18,1-0,,,C86,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,D96,
URS-ch17 Semifinal,1949.??.??,0-1,,,C77,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,D94,
URS-ch17 Semifinal,1949.??.??,1-0,,,D40,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,B26,
URS-ch17 Semifinal,1949.??.??,1-0,,,C84,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,C84,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,B13,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,B17,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,E35,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,D95,
URS-ch17 Semifinal,1949.??.??,1-0,,,C02,
URS-ch17 Semifinal,1949.??.??,0-1,,,E72,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,E02,
URS-ch17 Semifinal,1949.??.??,0-1,,,D77,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,E67,
URS-ch17 Semifinal,1949.??.??,0-1,,,B62,
URS-ch17 Semifinal,1949.??.??,1-0,,,B85,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,B18,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,C49,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,C73,
URS-ch17 Semifinal,1949.??.??,1-0,,,C75,
URS-ch17 Semifinal,1949.??.??,1-0,,,C49,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,B92,
URS-ch17 Semifinal,1949.??.??,1-0,,,A16,
URS-ch17 Semifinal,1949.??.??,0-1,,,E68,
URS-ch17 Semifinal,1949.??.??,1-0,,,E08,
URS-ch17 Semifinal,1949.??.??,1-0,,,D02,
URS-ch17 Semifinal,1949.??.??,0-1,,,E44,
URS-ch17 Semifinal,1949.??.??,0-1,,,C13,
URS-ch17 Semifinal,1949.??.??,0-1,,,B11,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,D75,
URS-ch17 Semifinal,1949.??.??,0-1,,,C73,
URS-ch17 Semifinal,1949.??.??,1-0,,,C78,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,B58,
URS-ch17 Semifinal,1949.??.??,0-1,,,A34,
URS-ch17 Semifinal,1949.??.??,1-0,,,B18,
URS-ch17 Semifinal,1949.??.??,1-0,,,D81,
URS-ch17 Semifinal,1949.??.??,1-0,,,E19,
URS-ch17 Semifinal,1949.??.??,1-0,,,A34,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,C62,
URS-ch17 Semifinal,1949.??.??,1-0,,,D53,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,D76,
URS-ch17 Semifinal,1949.??.??,1-0,,,E69,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,B12,
URS-ch17 Semifinal,1949.??.??,0-1,,,B11,
URS-ch17 Semifinal,1949.??.??,0-1,,,A09,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,B91,
URS-ch17 Semifinal,1949.??.??,1-0,,,C61,
URS-ch17 Semifinal,1949.??.??,0-1,,,C12,
URS-ch17 Semifinal,1949.??.??,1-0,,,C68,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,B62,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,C67,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,D58,
URS-ch17 Semifinal,1949.??.??,1-0,,,D75,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,B13,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,A84,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,D45,
URS-ch17 Semifinal,1949.??.??,0-1,,,D47,
URS-ch17 Semifinal,1949.??.??,1-0,,,D03,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,D97,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,B13,
URS-ch17 Semifinal,1949.??.??,0-1,,,B23,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,E17,
URS-ch17 Semifinal,1949.??.??,1-0,,,C84,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,D29,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,A14,
URS-ch17 Semifinal,1949.??.??,1-0,,,A99,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,D36,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,D70,
URS-ch17 Semifinal,1949.??.??,1-0,,,A54,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,B13,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,C86,
URS-ch17 Semifinal,1949.??.??,1-0,,,A84,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,C75,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,D59,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,D56,
URS-ch17 Semifinal,1949.??.??,1-0,,,C79,
URS-ch17 Semifinal,1949.??.??,1-0,,,C77,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,B26,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,D96,
URS-ch17 Semifinal,1949.??.??,1-0,,,C61,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,B24,
URS-ch17 Semifinal,1949.??.??,1-0,,,C81,
URS-ch17 Semifinal,1949.??.??,1-0,,,D21,
URS-ch17 Semifinal,1949.??.??,1-0,,,D76,
URS-ch17 Semifinal,1949.??.??,1-0,,,C46,
URS-ch17 Semifinal,1949.??.??,0-1,,,C00,
URS-ch17 Semifinal,1949.??.??,1-0,,,C86,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,C85,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,D99,
URS-ch17 Semifinal,1949.??.??,0-1,,,B12,
URS-ch17 Semifinal,1949.??.??,1-0,,,A47,
URS-ch17 Semifinal,1949.??.??,1-0,,,D02,
URS-ch17 Semifinal,1949.??.??,1-0,,,B85,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,D89,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,B70,
URS-ch17 Semifinal,1949.??.??,1-0,,,B11,
URS-ch17 Semifinal,1949.??.??,1-0,,,D22,
URS-ch17 Semifinal,1949.??.??,0-1,,,E68,
URS-ch17 Semifinal,1949.??.??,0-1,,,A85,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,B25,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,A03,
URS-ch17 Semifinal,1949.??.??,0-1,,,B32,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,D90,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,B18,
URS-ch17 Semifinal,1949.??.??,0-1,,,C48,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,C48,
URS-ch17 Semifinal,1949.??.??,0-1,,,C85,
URS-ch17 Semifinal,1949.??.??,0-1,,,D98,
URS-ch17 Semifinal,1949.??.??,1-0,,,C18,
URS-ch17 Semifinal,1949.??.??,0-1,,,D78,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,A14,
URS-ch17 Semifinal,1949.??.??,1-0,,,D22,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,C78,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,C73,
URS-ch17 Semifinal,1949.??.??,1-0,,,C09,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,D97,
URS-ch17 Semifinal,1949.??.??,1-0,,,D04,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,C42,
URS-ch17 Semifinal,1949.??.??,0-1,,,B92,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,D94,
URS-ch17 Semifinal,1949.??.??,0-1,,,B23,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,B18,
URS-ch17 Semifinal,1949.??.??,1-0,,,C18,
URS-ch17 Semifinal,1949.??.??,0-1,,,B73,
URS-ch17 Semifinal,1949.??.??,1-0,,,C61,
URS-ch17 Semifinal,1949.??.??,0-1,,,D64,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,C01,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,D01,
URS-ch17 Semifinal,1949.??.??,0-1,,,D85,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,D27,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,C01,
URS-ch17 Semifinal,1949.??.??,1/2-1/2,,,C12,
URS-ch17 Semifinal,1949.??.??,0-1,,,C66,
URS-ch17 Semifinal+,1949.??.??,1-0,,,B85,
URS-ch17 Semifinal+,1949.??.??,0-1,,,D77,
URS-ch17 Semifinal+,1949.??.??,1/2-1/2,,,A94,
URS-ch17 Semifinal+,1949.??.??,1-0,,,A30,
URS-ch17 Semifinal+,1949.??.??,1-0,,,B01,
Baltic Pioneer Palaces Team-ch,1949.05.??,1-0,,,B40,
DSB Team-ch 1949,1949.03.06,1-0,,,A16,
DSB Team-ch 1949,1949.03.27,1-0,,,D94,
DSB Team-ch 1949,1949.05.??,1-0,,,E16,
DSB Team-ch 1949,1949.05.08,0-1,,,C09,
DSB Team-ch 1949,1949.06.30,0-1,,,B03,
Kholmov sim,1949.05.??,0-1,,,D44,
GER-ch38 (DSB),1949.05.02,1/2-1/2,,,A00,
GER-ch38 (DSB),1949.05.02,1-0,,,B70,
GER-ch38 (DSB),1949.05.02,0-1,,,A00,
GER-ch38 (DSB),1949.05.02,1-0,,,C92,
GER-ch38 (DSB),1949.05.02,1-0,,,A27,
GER-ch38 (DSB),1949.05.02,0-1,,,E16,
GER-ch38 (DSB),1949.05.02,1-0,,,D48,
GER-ch38 (DSB),1949.05.02,1-0,,,,
GER-ch38 (DSB),1949.05.02,1/2-1/2,,,,
GER-ch38 (DSB),1949.05.02,1/2-1/2,,,D97,
GER-ch38 (DSB),1949.05.02,0-1,,,B76,
GER-ch38 (DSB),1949.05.02,0-1,,,,
GER-ch38 (DSB),1949.05.02,1-0,,,A28,
GER-ch38 (DSB),1949.05.02,1-0,,,B74,
GER-ch38 (DSB),1949.05.02,0-1,,,,
GER-ch38 (DSB),1949.05.02,1/2-1/2,,,C58,
GER-ch38 (DSB),1949.05.02,1-0,,,B11,
GER-ch38 (DSB),1949.05.02,1/2-1/2,,,B85,
GER-ch38 (DSB),1949.05.03,1-0,,,D74,
GER-ch38 (DSB),1949.05.03,1-0,,,C12,
GER-ch38 (DSB),1949.05.03,1-0,,,D19,
GER-ch38 (DSB),1949.05.03,0-1,,,B11,
GER-ch38 (DSB),1949.05.03,1-0,,,,
GER-ch38 (DSB),1949.05.03,1/2-1/2,,,,
GER-ch38 (DSB),1949.05.03,1-0,,,A80,
GER-ch38 (DSB),1949.05.03,1/2-1/2,,,,
GER-ch38 (DSB),1949.05.03,1-0,,,,
GER-ch38 (DSB),1949.05.03,1/2-1/2,,,,
GER-ch38 (DSB),1949.05.03,1/2-1/2,,,C17,
GER-ch38 (DSB),1949.05.03,1-0,,,D97,
GER-ch38 (DSB),1949.05.03,1-0,,,C41,
GER-ch38 (DSB),1949.05.03,1/2-1/2,,,,
GER-ch38 (DSB),1949.05.03,1-0,,,,
GER-ch38 (DSB),1949.05.03,0-1,,,E38,
GER-ch38 (DSB),1949.05.03,1-0,,,,
GER-ch38 (DSB),1949.05.03,1/2-1/2,,,A00,
GER-ch38 (DSB),1949.05.04,1-0,,,C14,
GER-ch38 (DSB),1949.05.04,1/2-1/2,,,E14,
GER-ch38 (DSB),1949.05.04,1-0,,,B25,
GER-ch38 (DSB),1949.05.04,1/2-1/2,,,B85,
GER-ch38 (DSB),1949.05.04,1-0,,,C15,
GER-ch38 (DSB),1949.05.04,1/2-1/2,,,,
GER-ch38 (DSB),1949.05.04,0-1,,,C12,
GER-ch38 (DSB),1949.05.04,1-0,,,,
GER-ch38 (DSB),1949.05.04,0-1,,,A00,
GER-ch38 (DSB),1949.05.04,1-0,,,,
GER-ch38 (DSB),1949.05.04,1-0,,,C61,
GER-ch38 (DSB),1949.05.04,1-0,,,B73,
GER-ch38 (DSB),1949.05.04,0-1,,,B76,
GER-ch38 (DSB),1949.05.04,0-1,,,,
GER-ch38 (DSB),1949.05.04,1/2-1/2,,,D76,
GER-ch38 (DSB),1949.05.04,1-0,,,,
GER-ch38 (DSB),1949.05.04,1/2-1/2,,,E69,
GER-ch38 (DSB),1949.05.04,1-0,,,A00,
GER-ch38 (DSB),1949.05.05,1/2-1/2,,,D77,
GER-ch38 (DSB),1949.05.05,1-0,,,B56,
GER-ch38 (DSB),1949.05.05,1/2-1/2,,,,
GER-ch38 (DSB),1949.05.05,1-0,,,D14,
GER-ch38 (DSB),1949.05.05,1/2-1/2,,,,
GER-ch38 (DSB),1949.05.05,1-0,,,A03,
GER-ch38 (DSB),1949.05.05,0-1,,,A10,
GER-ch38 (DSB),1949.05.05,0-1,,,E34,
GER-ch38 (DSB),1949.05.05,1/2-1/2,,,D89,
GER-ch38 (DSB),1949.05.05,1/2-1/2,,,,
GER-ch38 (DSB),1949.05.05,0-1,,,,
GER-ch38 (DSB),1949.05.05,1-0,,,C84,
GER-ch38 (DSB),1949.05.05,1/2-1/2,,,D55,
GER-ch38 (DSB),1949.05.05,1/2-1/2,,,,
GER-ch38 (DSB),1949.05.05,1/2-1/2,,,D69,
GER-ch38 (DSB),1949.05.05,0-1,,,,
GER-ch38 (DSB),1949.05.05,1/2-1/2,,,,
GER-ch38 (DSB),1949.05.05,0-1,,,D85,
GER-ch38 (DSB),1949.05.06,1/2-1/2,,,,
GER-ch38 (DSB),1949.05.06,0-1,,,,
GER-ch38 (DSB),1949.05.06,0-1,,,A03,
GER-ch38 (DSB),1949.05.06,1-0,,,C15,
GER-ch38 (DSB),1949.05.06,1-0,,,A29,
GER-ch38 (DSB),1949.05.06,0-1,,,D45,
GER-ch38 (DSB),1949.05.06,0-1,,,,
GER-ch38 (DSB),1949.05.06,1-0,,,D52,
GER-ch38 (DSB),1949.05.06,1-0,,,,
GER-ch38 (DSB),1949.05.06,0-1,,,B14,
GER-ch38 (DSB),1949.05.06,1/2-1/2,,,B73,
GER-ch38 (DSB),1949.05.06,1/2-1/2,,,,
GER-ch38 (DSB),1949.05.06,0-1,,,A00,
GER-ch38 (DSB),1949.05.06,1-0,,,D95,
GER-ch38 (DSB),1949.05.06,0-1,,,D44,
GER-ch38 (DSB),1949.05.06,1/2-1/2,,,,
GER-ch38 (DSB),1949.05.06,0-1,,,C10,
GER-ch38 (DSB),1949.05.06,1-0,,,B84,
GER-ch38 (DSB),1949.05.07,1-0,,,,
GER-ch38 (DSB),1949.05.07,1-0,,,A03,
GER-ch38 (DSB),1949.05.07,1-0,,,D44,
GER-ch38 (DSB),1949.05.07,0-1,,,,
GER-ch38 (DSB),1949.05.07,1-0,,,B84,
GER-ch38 (DSB),1949.05.07,0-1,,,A00,
GER-ch38 (DSB),1949.05.07,1-0,,,C18,
GER-ch38 (DSB),1949.05.07,1/2-1/2,,,D36,
GER-ch38 (DSB),1949.05.07,1/2-1/2,,,,
GER-ch38 (DSB),1949.05.07,0-1,,,,
GER-ch38 (DSB),1949.05.07,0-1,,,E33,
GER-ch38 (DSB),1949.05.07,1/2-1/2,,,B74,
GER-ch38 (DSB),1949.05.07,1-0,,,B73,
GER-ch38 (DSB),1949.05.07,1-0,,,C10,
GER-ch38 (DSB),1949.05.07,1-0,,,A00,
GER-ch38 (DSB),1949.05.07,0-1,,,A00,
GER-ch38 (DSB),1949.05.07,1-0,,,E21,
GER-ch38 (DSB),1949.05.07,0-1,,,,
GER-ch38 (DSB),1949.05.08,1/2-1/2,,,,
GER-ch38 (DSB),1949.05.08,0-1,,,,
GER-ch38 (DSB),1949.05.08,0-1,,,,
GER-ch38 (DSB),1949.05.08,1-0,,,,
GER-ch38 (DSB),1949.05.08,0-1,,,,
GER-ch38 (DSB),1949.05.08,0-1,,,E67,
GER-ch38 (DSB),1949.05.08,0-1,,,D46,
GER-ch38 (DSB),1949.05.08,0-1,,,,
GER-ch38 (DSB),1949.05.08,0-1,,,,
GER-ch38 (DSB),1949.05.08,1-0,,,D02,
GER-ch38 (DSB),1949.05.08,0-1,,,A16,
GER-ch38 (DSB),1949.05.08,1-0,,,,
GER-ch38 (DSB),1949.05.08,1/2-1/2,,,,
GER-ch38 (DSB),1949.05.08,1/2-1/2,,,,
GER-ch38 (DSB),1949.05.08,1-0,,,D01,
GER-ch38 (DSB),1949.05.08,1-0,,,,
GER-ch38 (DSB),1949.05.08,1/2-1/2,,,C15,
GER-ch38 (DSB),1949.05.08,1-0,,,A00,
GER-ch38 (DSB),1949.05.09,0-1,,,C47,
GER-ch38 (DSB),1949.05.09,1-0,,,,
GER-ch38 (DSB),1949.05.09,1-0,,,A18,
GER-ch38 (DSB),1949.05.09,1/2-1/2,,,,
GER-ch38 (DSB),1949.05.09,1-0,,,,
GER-ch38 (DSB),1949.05.09,1-0,,,,
GER-ch38 (DSB),1949.05.09,0-1,,,,
GER-ch38 (DSB),1949.05.09,1/2-1/2,,,,
GER-ch38 (DSB),1949.05.09,1-0,,,A07,
GER-ch38 (DSB),1949.05.09,0-1,,,D61,
GER-ch38 (DSB),1949.05.09,1/2-1/2,,,,
GER-ch38 (DSB),1949.05.09,1-0,,,B23,
GER-ch38 (DSB),1949.05.09,1-0,,,C18,
GER-ch38 (DSB),1949.05.09,1/2-1/2,,,,
