Event,Date,Result,WhiteElo,BlackElo,TimeControl
IBCA-ol blind 11th,2000.08.30,0-1,,,
IBCA-ol blind 11th,2000.08.30,1/2-1/2,,,
IBCA-ol blind 11th,2000.08.30,1-0,,,
IBCA-ol blind 11th,2000.08.30,0-1,2240,2210,
IBCA-ol blind 11th,2000.08.30,0-1,2155,2285,
IBCA-ol blind 11th,2000.08.30,0-1,,2110,
IBCA-ol blind 11th,2000.08.30,1-0,,,
IBCA-ol blind 11th,2000.08.30,1-0,2250,2350,
IBCA-ol blind 11th,2000.08.30,0-1,,2350,
IBCA-ol blind 11th,2000.08.30,1-0,2340,,
IBCA-ol blind 11th,2000.08.30,1/2-1/2,,2258,
IBCA-ol blind 11th,2000.08.30,0-1,2145,2275,
IBCA-ol blind 11th,2000.08.30,0-1,,2170,
IBCA-ol blind 11th,2000.08.30,1-0,2150,,
IBCA-ol blind 11th,2000.08.30,0-1,,2185,
IBCA-ol blind 11th,2000.08.30,0-1,2220,2305,
IBCA-ol blind 11th,2000.08.30,1-0,2271,,
IBCA-ol blind 11th,2000.08.30,0-1,,2250,
IBCA-ol blind 11th,2000.08.30,1-0,,,
IBCA-ol blind 11th,2000.08.30,1-0,,,
IBCA-ol blind 11th,2000.08.30,0-1,,,
IBCA-ol blind 11th,2000.08.30,1-0,,,
IBCA-ol blind 11th,2000.08.30,1/2-1/2,,,
IBCA-ol blind 11th,2000.08.30,1-0,,2300,
IBCA-ol blind 11th,2000.08.30,1/2-1/2,,,
IBCA-ol blind 11th,2000.08.30,1-0,,,
IBCA-ol blind 11th,2000.08.30,1-0,,,
IBCA-ol blind 11th,2000.08.30,0-1,2160,2190,
IBCA-ol blind 11th,2000.08.30,1/2-1/2,2155,2055,
IBCA-ol blind 11th,2000.08.30,0-1,2185,2150,
IBCA-ol blind 11th,2000.08.30,1-0,2115,,
IBCA-ol blind 11th,2000.08.30,1-0,2165,,
IBCA-ol blind 11th,2000.08.30,0-1,,,
IBCA-ol blind 11th,2000.08.30,1-0,2165,,
IBCA-ol blind 11th,2000.08.30,0-1,,,
IBCA-ol blind 11th,2000.08.30,1-0,,,
IBCA-ol blind 11th,2000.08.30,1-0,,2145,
IBCA-ol blind 11th,2000.08.30,1-0,,,
IBCA-ol blind 11th,2000.08.30,0-1,,,
IBCA-ol blind 11th,2000.08.30,0-1,,2100,
IBCA-ol blind 11th,2000.08.30,1-0,,,
IBCA-ol blind 11th,2000.08.30,0-1,,,
IBCA-ol blind 11th,2000.08.30,1-0,,,
IBCA-ol blind 11th,2000.08.30,1-0,,,
IBCA-ol blind 11th,2000.08.30,1/2-1/2,,,
IBCA-ol blind 11th,2000.08.30,0-1,,,
IBCA-ol blind 11th,2000.08.30,0-1,,,
IBCA-ol blind 11th,2000.08.30,1/2-1/2,2080,2290,
IBCA-ol blind 11th,2000.08.30,1/2-1/2,2300,2150,
IBCA-ol blind 11th,2000.08.30,0-1,2030,2220,
IBCA-ol blind 11th,2000.08.30,1-0,2160,2080,
IBCA-ol blind 11th,2000.08.31,1/2-1/2,,2080,
IBCA-ol blind 11th,2000.08.31,1-0,2150,,
IBCA-ol blind 11th,2000.08.31,0-1,,2025,
IBCA-ol blind 11th,2000.08.31,1-0,2080,,
IBCA-ol blind 11th,2000.08.31,1-0,2175,2145,
IBCA-ol blind 11th,2000.08.31,1-0,2170,,
IBCA-ol blind 11th,2000.08.31,0-1,,2185,
IBCA-ol blind 11th,2000.08.31,1/2-1/2,2070,,
IBCA-ol blind 11th,2000.08.30,1-0,,,
IBCA-ol blind 11th,2000.08.30,0-1,,,
IBCA-ol blind 11th,2000.08.30,0-1,,,
IBCA-ol blind 11th,2000.08.30,1-0,,,
IBCA-ol blind 11th,2000.08.31,1-0,2290,2210,
IBCA-ol blind 11th,2000.08.31,1/2-1/2,2155,2300,
IBCA-ol blind 11th,2000.08.31,1-0,2220,2110,
IBCA-ol blind 11th,2000.08.31,1/2-1/2,,2160,
IBCA-ol blind 11th,2000.08.31,1-0,2350,2220,
IBCA-ol blind 11th,2000.08.31,1-0,,,
IBCA-ol blind 11th,2000.08.31,0-1,,,
IBCA-ol blind 11th,2000.08.31,1/2-1/2,,,
IBCA-ol blind 11th,2000.08.31,1-0,2275,2165,
IBCA-ol blind 11th,2000.08.31,0-1,,,
IBCA-ol blind 11th,2000.08.31,1-0,,2165,
IBCA-ol blind 11th,2000.08.31,1-0,,,
IBCA-ol blind 11th,2000.08.31,1-0,2300,,
IBCA-ol blind 11th,2000.08.31,1-0,,,
IBCA-ol blind 11th,2000.08.31,0-1,,,
IBCA-ol blind 11th,2000.08.31,1-0,,,
IBCA-ol blind 11th,2000.08.31,1-0,2240,,
IBCA-ol blind 11th,2000.08.31,1/2-1/2,,2285,
IBCA-ol blind 11th,2000.08.31,1-0,,,
IBCA-ol blind 11th,2000.08.31,0-1,,,
IBCA-ol blind 11th,2000.08.31,1/2-1/2,2190,2210,
IBCA-ol blind 11th,2000.08.31,1/2-1/2,2110,2155,
IBCA-ol blind 11th,2000.08.31,1-0,2150,,
IBCA-ol blind 11th,2000.08.31,0-1,2090,2145,
IBCA-ol blind 11th,2000.08.31,1/2-1/2,,,
IBCA-ol blind 11th,2000.08.31,1-0,,,
IBCA-ol blind 11th,2000.08.31,0-1,,,
IBCA-ol blind 11th,2000.08.31,0-1,,,
IBCA-ol blind 11th,2000.08.31,0-1,2100,,
IBCA-ol blind 11th,2000.08.31,0-1,2145,,
IBCA-ol blind 11th,2000.08.31,1-0,,,
IBCA-ol blind 11th,2000.08.31,0-1,,,
IBCA-ol blind 11th,2000.08.30,0-1,,,
IBCA-ol blind 11th,2000.08.30,1-0,,,
IBCA-ol blind 11th,2000.08.30,1-0,,,
IBCA-ol blind 11th,2000.08.30,1/2-1/2,,,
IBCA-ol blind 11th,2000.08.31,1/2-1/2,,2160,
IBCA-ol blind 11th,2000.08.31,0-1,2055,2014,
IBCA-ol blind 11th,2000.08.31,1-0,2064,2185,
IBCA-ol blind 11th,2000.08.31,1-0,,,
IBCA-ol blind 11th,2000.08.31,0-1,,,
IBCA-ol blind 11th,2000.08.31,1-0,,,
IBCA-ol blind 11th,2000.08.31,1-0,,,
IBCA-ol blind 11th,2000.08.31,1/2-1/2,,,
IBCA-ol blind 11th,2000.08.31,0-1,2305,2350,
IBCA-ol blind 11th,2000.08.31,1-0,2340,2271,
IBCA-ol blind 11th,2000.08.31,0-1,2250,,
IBCA-ol blind 11th,2000.08.31,1-0,2258,2138,
IBCA-ol blind 11th,2000.09.01,0-1,,,
IBCA-ol blind 11th,2000.09.01,1/2-1/2,,,
IBCA-ol blind 11th,2000.09.01,0-1,,,
IBCA-ol blind 11th,2000.09.01,1-0,,,
IBCA-ol blind 11th,2000.09.01,1-0,2175,2240,
IBCA-ol blind 11th,2000.09.01,1-0,2285,,
IBCA-ol blind 11th,2000.09.01,0-1,,,
IBCA-ol blind 11th,2000.09.01,0-1,,,
IBCA-ol blind 11th,2000.09.01,0-1,,,
IBCA-ol blind 11th,2000.09.01,0-1,,,
IBCA-ol blind 11th,2000.09.01,1-0,,,
IBCA-ol blind 11th,2000.09.01,0-1,,,
IBCA-ol blind 11th,2000.09.01,1/2-1/2,2210,,
IBCA-ol blind 11th,2000.09.01,1-0,,2155,
IBCA-ol blind 11th,2000.09.01,1-0,2110,,
IBCA-ol blind 11th,2000.09.01,1/2-1/2,,,
IBCA-ol blind 11th,2000.09.01,0-1,,2350,
IBCA-ol blind 11th,2000.09.01,1/2-1/2,,,
IBCA-ol blind 11th,2000.09.01,0-1,,,
IBCA-ol blind 11th,2000.09.01,1-0,,,
IBCA-ol blind 11th,2000.09.01,1-0,2275,2305,
IBCA-ol blind 11th,2000.09.01,1-0,2271,,
IBCA-ol blind 11th,2000.09.01,0-1,,2250,
IBCA-ol blind 11th,2000.09.01,1-0,2138,,
IBCA-ol blind 11th,2000.09.01,1-0,2220,,
IBCA-ol blind 11th,2000.09.01,0-1,2145,,
IBCA-ol blind 11th,2000.09.01,1-0,,,
IBCA-ol blind 11th,2000.09.01,0-1,,,
IBCA-ol blind 11th,2000.09.01,1-0,,,
IBCA-ol blind 11th,2000.09.01,1/2-1/2,,,
IBCA-ol blind 11th,2000.09.01,1/2-1/2,,,
IBCA-ol blind 11th,2000.09.01,0-1,,,
IBCA-ol blind 11th,2000.09.01,1/2-1/2,2250,2190,
IBCA-ol blind 11th,2000.09.01,0-1,2155,2350,
IBCA-ol blind 11th,2000.09.01,1-0,2340,2150,
IBCA-ol blind 11th,2000.09.01,1/2-1/2,2145,,
IBCA-ol blind 11th,2000.09.01,1-0,2160,2165,
IBCA-ol blind 11th,2000.09.01,1/2-1/2,,2055,
IBCA-ol blind 11th,2000.09.01,1-0,2185,2165,
IBCA-ol blind 11th,2000.09.01,1-0,,,
IBCA-ol blind 11th,2000.09.01,1-0,,,
IBCA-ol blind 11th,2000.09.01,1-0,,,
IBCA-ol blind 11th,2000.09.01,0-1,,,
IBCA-ol blind 11th,2000.09.01,0-1,,,
IBCA-ol blind 11th,2000.09.01,1-0,2080,2140,
IBCA-ol blind 11th,2000.09.01,0-1,,2150,
IBCA-ol blind 11th,2000.09.01,1-0,2025,2014,
IBCA-ol blind 11th,2000.09.01,0-1,2064,2080,
IBCA-ol blind 11th,2000.09.01,1-0,2145,2290,
IBCA-ol blind 11th,2000.09.01,1-0,2300,2170,
IBCA-ol blind 11th,2000.09.01,1/2-1/2,2150,2220,
IBCA-ol blind 11th,2000.09.01,1/2-1/2,2160,2185,
IBCA-ol blind 11th,2000.09.01,0-1,2210,2100,
IBCA-ol blind 11th,2000.09.01,1/2-1/2,,2110,
IBCA-ol blind 11th,2000.09.01,1/2-1/2,,,
IBCA-ol blind 11th,2000.09.01,1/2-1/2,,,
IBCA-ol blind 11th,2000.09.01,0-1,,2300,
IBCA-ol blind 11th,2000.09.01,1/2-1/2,,,
IBCA-ol blind 11th,2000.09.01,1-0,,,
IBCA-ol blind 11th,2000.09.01,1/2-1/2,,,
IBCA-ol blind 11th,2000.09.02,1-0,,,
IBCA-ol blind 11th,2000.09.02,1-0,,,
IBCA-ol blind 11th,2000.09.02,1-0,,,
IBCA-ol blind 11th,2000.09.02,0-1,,,
IBCA-ol blind 11th,2000.09.02,1-0,2350,2175,
IBCA-ol blind 11th,2000.09.02,0-1,,,
IBCA-ol blind 11th,2000.09.02,1/2-1/2,,,
IBCA-ol blind 11th,2000.09.02,1/2-1/2,,,
IBCA-ol blind 11th,2000.09.02,0-1,,,
IBCA-ol blind 11th,2000.09.02,1-0,,,
IBCA-ol blind 11th,2000.09.02,1-0,,,
IBCA-ol blind 11th,2000.09.02,1-0,,,
IBCA-ol blind 11th,2000.09.02,1-0,2210,2160,
IBCA-ol blind 11th,2000.09.02,1/2-1/2,2055,2155,
IBCA-ol blind 11th,2000.09.02,1/2-1/2,2110,2185,
IBCA-ol blind 11th,2000.09.02,1/2-1/2,,,
IBCA-ol blind 11th,2000.09.02,0-1,,2275,
IBCA-ol blind 11th,2000.09.02,1-0,,,
IBCA-ol blind 11th,2000.09.02,1/2-1/2,,,
IBCA-ol blind 11th,2000.09.02,1/2-1/2,,,
IBCA-ol blind 11th,2000.09.02,0-1,2290,2220,
IBCA-ol blind 11th,2000.09.02,0-1,,2300,
IBCA-ol blind 11th,2000.09.02,1-0,2220,,
IBCA-ol blind 11th,2000.09.02,0-1,,2160,
IBCA-ol blind 11th,2000.09.02,1-0,2271,2190,
IBCA-ol blind 11th,2000.09.02,1/2-1/2,2155,2250,
IBCA-ol blind 11th,2000.09.02,0-1,2138,2150,
IBCA-ol blind 11th,2000.09.02,1-0,2115,,
IBCA-ol blind 11th,2000.09.02,0-1,,,
IBCA-ol blind 11th,2000.09.02,0-1,,,
IBCA-ol blind 11th,2000.09.02,1-0,,,
IBCA-ol blind 11th,2000.09.02,1-0,,,
IBCA-ol blind 11th,2000.09.02,1/2-1/2,2165,2140,
IBCA-ol blind 11th,2000.09.02,1-0,,,
IBCA-ol blind 11th,2000.09.02,1/2-1/2,2165,2014,
IBCA-ol blind 11th,2000.09.02,1/2-1/2,2064,,
IBCA-ol blind 11th,2000.09.02,0-1,,,
IBCA-ol blind 11th,2000.09.02,1-0,,,
IBCA-ol blind 11th,2000.09.02,0-1,,,
IBCA-ol blind 11th,2000.09.02,1-0,,,
IBCA-ol blind 11th,2000.09.02,1-0,,,
IBCA-ol blind 11th,2000.09.02,1-0,,2145,
IBCA-ol blind 11th,2000.09.02,1-0,,,
IBCA-ol blind 11th,2000.09.02,1/2-1/2,,,
IBCA-ol blind 11th,2000.09.02,1-0,2240,2210,
IBCA-ol blind 11th,2000.09.02,1/2-1/2,2110,2285,
IBCA-ol blind 11th,2000.09.02,1-0,,,
IBCA-ol blind 11th,2000.09.02,1-0,2090,,
IBCA-ol blind 11th,2000.09.02,1-0,2300,,
IBCA-ol blind 11th,2000.09.02,1/2-1/2,,,
IBCA-ol blind 11th,2000.09.02,1-0,,,
IBCA-ol blind 11th,2000.09.02,0-1,,,
IBCA-ol blind 11th,2000.09.02,0-1,2080,2250,
IBCA-ol blind 11th,2000.09.02,1-0,2340,2150,
IBCA-ol blind 11th,2000.09.02,1/2-1/2,2025,,
IBCA-ol blind 11th,2000.09.02,1/2-1/2,2258,2080,
IBCA-ol blind 11th,2000.09.02,0-1,2100,2145,
IBCA-ol blind 11th,2000.09.02,0-1,2170,,
IBCA-ol blind 11th,2000.09.02,1/2-1/2,,2185,
IBCA-ol blind 11th,2000.09.02,0-1,2070,,
IBCA-ol blind 11th,2000.09.04,1-0,2210,,
IBCA-ol blind 11th,2000.09.04,0-1,,2110,
IBCA-ol blind 11th,2000.09.04,1-0,2090,,
IBCA-ol blind 11th,2000.09.04,0-1,,,
IBCA-ol blind 11th,2000.09.04,1-0,2175,,
IBCA-ol blind 11th,2000.09.04,0-1,,,
IBCA-ol blind 11th,2000.09.04,1-0,,,
IBCA-ol blind 11th,2000.09.04,0-1,,,
IBCA-ol blind 11th,2000.09.04,1-0,,,
IBCA-ol blind 11th,2000.09.04,0-1,,,
IBCA-ol blind 11th,2000.09.04,0-1,,,
IBCA-ol blind 11th,2000.09.04,0-1,,,
IBCA-ol blind 11th,2000.09.04,1-0,2275,2210,
IBCA-ol blind 11th,2000.09.04,1-0,2155,,
IBCA-ol blind 11th,2000.09.04,0-1,,2110,
IBCA-ol blind 11th,2000.09.04,1-0,,,
IBCA-ol blind 11th,2000.09.04,0-1,2350,2305,
IBCA-ol blind 11th,2000.09.04,1/2-1/2,2271,,
IBCA-ol blind 11th,2000.09.04,1/2-1/2,,2250,
IBCA-ol blind 11th,2000.09.04,1-0,2138,,
IBCA-ol blind 11th,2000.09.04,1-0,2220,2080,
IBCA-ol blind 11th,2000.09.04,0-1,2150,,
IBCA-ol blind 11th,2000.09.04,1/2-1/2,,2025,
IBCA-ol blind 11th,2000.09.04,0-1,2080,,
IBCA-ol blind 11th,2000.09.04,1/2-1/2,2160,,
IBCA-ol blind 11th,2000.09.04,1-0,,2055,
IBCA-ol blind 11th,2000.09.04,1-0,2185,,
IBCA-ol blind 11th,2000.09.04,0-1,,,
IBCA-ol blind 11th,2000.09.04,0-1,,2165,
IBCA-ol blind 11th,2000.09.04,1/2-1/2,,,
IBCA-ol blind 11th,2000.09.04,0-1,,2165,
IBCA-ol blind 11th,2000.09.04,1-0,,,
IBCA-ol blind 11th,2000.09.04,1/2-1/2,2190,2100,
IBCA-ol blind 11th,2000.09.04,1/2-1/2,,2155,
IBCA-ol blind 11th,2000.09.04,1-0,2150,,
IBCA-ol blind 11th,2000.09.04,1-0,,2145,
IBCA-ol blind 11th,2000.09.04,0-1,,,
IBCA-ol blind 11th,2000.09.04,1-0,,,
IBCA-ol blind 11th,2000.09.04,0-1,,,
IBCA-ol blind 11th,2000.09.04,1-0,,,
IBCA-ol blind 11th,2000.09.04,1/2-1/2,,,
IBCA-ol blind 11th,2000.09.04,1-0,,,
IBCA-ol blind 11th,2000.09.04,1/2-1/2,,,
IBCA-ol blind 11th,2000.09.04,0-1,,,
IBCA-ol blind 11th,2000.09.04,1/2-1/2,,,
IBCA-ol blind 11th,2000.09.04,1-0,2145,,
IBCA-ol blind 11th,2000.09.04,0-1,,,
IBCA-ol blind 11th,2000.09.04,0-1,,,
IBCA-ol blind 11th,2000.09.04,1/2-1/2,2140,2300,
IBCA-ol blind 11th,2000.09.04,0-1,,,
IBCA-ol blind 11th,2000.09.04,1-0,2014,,
IBCA-ol blind 11th,2000.09.04,0-1,,2064,
IBCA-ol blind 11th,2000.09.04,1-0,2145,2240,
IBCA-ol blind 11th,2000.09.04,1/2-1/2,2285,2170,
IBCA-ol blind 11th,2000.09.04,1-0,2150,,
IBCA-ol blind 11th,2000.09.04,1/2-1/2,,2185,
IBCA-ol blind 11th,2000.09.04,0-1,2250,2290,
IBCA-ol blind 11th,2000.09.04,1/2-1/2,2300,2340,
IBCA-ol blind 11th,2000.09.04,1/2-1/2,,2220,
IBCA-ol blind 11th,2000.09.04,1/2-1/2,2160,2258,
IBCA-ol blind 11th,2000.09.05,1/2-1/2,2165,,
IBCA-ol blind 11th,2000.09.05,0-1,,,
IBCA-ol blind 11th,2000.09.05,1-0,2165,,
IBCA-ol blind 11th,2000.09.05,1-0,,,
IBCA-ol blind 11th,2000.09.05,1/2-1/2,2210,2175,
IBCA-ol blind 11th,2000.09.05,0-1,,2155,
IBCA-ol blind 11th,2000.09.05,1-0,2110,,
IBCA-ol blind 11th,2000.09.05,1/2-1/2,,,
IBCA-ol blind 11th,2000.09.05,0-1,,,
IBCA-ol blind 11th,2000.09.05,1-0,,,
IBCA-ol blind 11th,2000.09.05,1-0,,,
IBCA-ol blind 11th,2000.09.06,0-1,,,
IBCA-ol blind 11th,2000.09.05,0-1,2160,2350,
IBCA-ol blind 11th,2000.09.05,1/2-1/2,,2055,
IBCA-ol blind 11th,2000.09.05,1-0,2185,,
IBCA-ol blind 11th,2000.09.05,0-1,,,
IBCA-ol blind 11th,2000.09.05,0-1,2080,2275,
IBCA-ol blind 11th,2000.09.05,1/2-1/2,,2150,
IBCA-ol blind 11th,2000.09.05,1-0,2025,,
IBCA-ol blind 11th,2000.09.05,1/2-1/2,,2030,
IBCA-ol blind 11th,2000.09.05,1/2-1/2,2220,2250,
IBCA-ol blind 11th,2000.09.05,1-0,2350,,
IBCA-ol blind 11th,2000.09.05,0-1,,2340,
IBCA-ol blind 11th,2000.09.05,1-0,,,
IBCA-ol blind 11th,2000.09.05,1/2-1/2,,,
IBCA-ol blind 11th,2000.09.05,1-0,,,
IBCA-ol blind 11th,2000.09.05,1-0,,,
IBCA-ol blind 11th,2000.09.05,0-1,,,
IBCA-ol blind 11th,2000.09.05,1-0,2290,2190,
IBCA-ol blind 11th,2000.09.05,0-1,2155,2300,
IBCA-ol blind 11th,2000.09.05,1-0,2220,2150,
IBCA-ol blind 11th,2000.09.05,0-1,2115,2160,
IBCA-ol blind 11th,2000.09.05,1-0,,,
IBCA-ol blind 11th,2000.09.05,1/2-1/2,,2145,
IBCA-ol blind 11th,2000.09.05,1/2-1/2,,,
IBCA-ol blind 11th,2000.09.05,0-1,,,
IBCA-ol blind 11th,2000.09.05,1-0,2300,,
IBCA-ol blind 11th,2000.09.05,1-0,,,
IBCA-ol blind 11th,2000.09.05,1/2-1/2,,,
IBCA-ol blind 11th,2000.09.05,0-1,,,
IBCA-ol blind 11th,2000.09.05,1/2-1/2,,,
IBCA-ol blind 11th,2000.09.05,1-0,,,
IBCA-ol blind 11th,2000.09.05,1/2-1/2,,,
IBCA-ol blind 11th,2000.09.05,0-1,,,
IBCA-ol blind 11th,2000.09.05,1-0,2240,2140,
IBCA-ol blind 11th,2000.09.05,0-1,,2285,
IBCA-ol blind 11th,2000.09.05,1/2-1/2,,2014,
IBCA-ol blind 11th,2000.09.05,1-0,2064,,
IBCA-ol blind 11th,2000.09.05,0-1,,,
IBCA-ol blind 11th,2000.09.05,1-0,,,
IBCA-ol blind 11th,2000.09.05,1/2-1/2,,,
IBCA-ol blind 11th,2000.09.05,0-1,,,
IBCA-ol blind 11th,2000.09.05,1/2-1/2,2305,2100,
IBCA-ol blind 11th,2000.09.05,0-1,,2271,
IBCA-ol blind 11th,2000.09.05,1-0,2250,,
IBCA-ol blind 11th,2000.09.05,0-1,,2138,
IBCA-ol blind 11th,2000.09.05,1/2-1/2,2210,2145,
IBCA-ol blind 11th,2000.09.05,1/2-1/2,2170,2110,
IBCA-ol blind 11th,2000.09.05,1-0,2090,2150,
IBCA-ol blind 11th,2000.09.05,0-1,2185,,
IBCA-ol blind 11th,2000.09.06,1-0,,,
IBCA-ol blind 11th,2000.09.06,1/2-1/2,,,
IBCA-ol blind 11th,2000.09.06,1-0,,,
IBCA-ol blind 11th,2000.09.06,0-1,,,
IBCA-ol blind 11th,2000.09.06,1-0,2175,2160,
IBCA-ol blind 11th,2000.09.06,1/2-1/2,2055,,
IBCA-ol blind 11th,2000.09.06,1/2-1/2,,2185,
IBCA-ol blind 11th,2000.09.06,1/2-1/2,,,
IBCA-ol blind 11th,2000.09.06,0-1,,,
IBCA-ol blind 11th,2000.09.06,0-1,,,
IBCA-ol blind 11th,2000.09.06,1-0,,,
IBCA-ol blind 11th,2000.09.06,1-0,,,
IBCA-ol blind 11th,2000.09.06,1-0,2145,2210,
IBCA-ol blind 11th,2000.09.06,0-1,2155,2170,
IBCA-ol blind 11th,2000.09.06,1-0,2185,2110,
IBCA-ol blind 11th,2000.09.06,0-1,,2070,
IBCA-ol blind 11th,2000.09.06,0-1,,2350,
IBCA-ol blind 11th,2000.09.06,1/2-1/2,,2145,
IBCA-ol blind 11th,2000.09.06,0-1,,,
IBCA-ol blind 11th,2000.09.06,1/2-1/2,,,
IBCA-ol blind 11th,2000.09.06,0-1,2140,2275,
IBCA-ol blind 11th,2000.09.06,0-1,,,
IBCA-ol blind 11th,2000.09.06,1-0,2014,,
IBCA-ol blind 11th,2000.09.06,0-1,2064,,
IBCA-ol blind 11th,2000.09.06,1-0,2190,2220,
IBCA-ol blind 11th,2000.09.06,1/2-1/2,,2155,
IBCA-ol blind 11th,2000.09.06,1-0,2150,,
IBCA-ol blind 11th,2000.09.06,0-1,,2145,
IBCA-ol blind 11th,2000.09.06,1/2-1/2,,,
IBCA-ol blind 11th,2000.09.06,0-1,,,
IBCA-ol blind 11th,2000.09.06,0-1,,,
IBCA-ol blind 11th,2000.09.06,0-1,,,
IBCA-ol blind 11th,2000.09.06,1-0,,,
IBCA-ol blind 11th,2000.09.06,0-1,,,
IBCA-ol blind 11th,2000.09.06,1/2-1/2,,,
IBCA-ol blind 11th,2000.09.06,1/2-1/2,,,
IBCA-ol blind 11th,2000.09.06,0-1,,2300,
IBCA-ol blind 11th,2000.09.06,1-0,,,
IBCA-ol blind 11th,2000.09.06,1-0,,,
IBCA-ol blind 11th,2000.09.06,0-1,,,
IBCA-ol blind 11th,2000.09.06,1/2-1/2,2165,2080,
IBCA-ol blind 11th,2000.09.06,1/2-1/2,2150,,
IBCA-ol blind 11th,2000.09.06,1/2-1/2,2165,2025,
IBCA-ol blind 11th,2000.09.06,0-1,2080,,
IBCA-ol blind 11th,2000.09.06,1/2-1/2,,,
IBCA-ol blind 11th,2000.09.06,1-0,,,
IBCA-ol blind 11th,2000.09.06,0-1,,,
IBCA-ol blind 11th,2000.09.06,0-1,,,
IBCA-ol blind 11th,2000.09.06,0-1,2100,2240,
IBCA-ol blind 11th,2000.09.06,0-1,2285,,
IBCA-ol blind 11th,2000.09.06,1-0,,,
IBCA-ol blind 11th,2000.09.06,1/2-1/2,,,
IBCA-ol blind 11th,2000.09.06,0-1,2305,2290,
IBCA-ol blind 11th,2000.09.06,1/2-1/2,2300,2271,
IBCA-ol blind 11th,2000.09.06,1/2-1/2,2250,2220,
IBCA-ol blind 11th,2000.09.06,1/2-1/2,2160,2138,
IBCA-ol blind 11th,2000.09.06,1/2-1/2,2250,2210,
IBCA-ol blind 11th,2000.09.06,1/2-1/2,2110,2350,
IBCA-ol blind 11th,2000.09.06,1/2-1/2,,2090,
IBCA-ol blind 11th,2000.09.06,1-0,,2258,
IBCA-ol blind 11th,2000.09.07,0-1,,,
IBCA-ol blind 11th,2000.09.07,1/2-1/2,2145,,
IBCA-ol blind 11th,2000.09.07,0-1,,,
IBCA-ol blind 11th,2000.09.07,0-1,,,
IBCA-ol blind 11th,2000.09.07,0-1,2175,2305,
IBCA-ol blind 11th,2000.09.07,1-0,2271,,
IBCA-ol blind 11th,2000.09.07,0-1,,2250,
IBCA-ol blind 11th,2000.09.07,1-0,2138,,
IBCA-ol blind 11th,2000.09.07,1-0,,,
IBCA-ol blind 11th,2000.09.07,0-1,,,
IBCA-ol blind 11th,2000.09.07,0-1,,,
IBCA-ol blind 11th,2000.09.07,0-1,,,
IBCA-ol blind 11th,2000.09.07,1/2-1/2,2210,2165,
IBCA-ol blind 11th,2000.09.07,1/2-1/2,,2155,
IBCA-ol blind 11th,2000.09.07,1/2-1/2,2110,2165,
IBCA-ol blind 11th,2000.09.07,1/2-1/2,,,
IBCA-ol blind 11th,2000.09.07,0-1,2350,2190,
IBCA-ol blind 11th,2000.09.07,1-0,2155,,
IBCA-ol blind 11th,2000.09.07,0-1,,2150,
IBCA-ol blind 11th,2000.09.07,1/2-1/2,2145,,
IBCA-ol blind 11th,2000.09.07,1-0,2275,2220,
IBCA-ol blind 11th,2000.09.07,1-0,,,
IBCA-ol blind 11th,2000.09.07,0-1,,,
IBCA-ol blind 11th,2000.09.07,1/2-1/2,,,
IBCA-ol blind 11th,2000.09.07,1-0,2080,,
IBCA-ol blind 11th,2000.09.07,0-1,,2150,
IBCA-ol blind 11th,2000.09.07,1/2-1/2,2025,,
IBCA-ol blind 11th,2000.09.07,0-1,,2030,
IBCA-ol blind 11th,2000.09.07,0-1,,,
IBCA-ol blind 11th,2000.09.07,1-0,,,
IBCA-ol blind 11th,2000.09.07,1/2-1/2,,,
IBCA-ol blind 11th,2000.09.07,0-1,,,
IBCA-ol blind 11th,2000.09.07,1/2-1/2,,,
IBCA-ol blind 11th,2000.09.07,1-0,,,
IBCA-ol blind 11th,2000.09.07,0-1,,,
IBCA-ol blind 11th,2000.09.07,0-1,,,
IBCA-ol blind 11th,2000.09.07,1-0,2300,,
IBCA-ol blind 11th,2000.09.07,1/2-1/2,,,
IBCA-ol blind 11th,2000.09.07,1-0,,,
IBCA-ol blind 11th,2000.09.07,1-0,,,
IBCA-ol blind 11th,2000.09.07,1/2-1/2,2100,2140,
IBCA-ol blind 11th,2000.09.07,0-1,,,
IBCA-ol blind 11th,2000.09.07,1/2-1/2,,2014,
IBCA-ol blind 11th,2000.09.07,1/2-1/2,2064,,
IBCA-ol blind 11th,2000.09.07,1/2-1/2,2240,2160,
IBCA-ol blind 11th,2000.09.07,1/2-1/2,2055,2285,
IBCA-ol blind 11th,2000.09.07,0-1,,2185,
IBCA-ol blind 11th,2000.09.07,1/2-1/2,,,
IBCA-ol blind 11th,2000.09.07,0-1,,,
IBCA-ol blind 11th,2000.09.07,0-1,,,
IBCA-ol blind 11th,2000.09.07,0-1,,,
IBCA-ol blind 11th,2000.09.07,0-1,,,
IBCA-ol blind 11th,2000.09.07,1/2-1/2,2290,2210,
IBCA-ol blind 11th,2000.09.07,1/2-1/2,2110,2300,
IBCA-ol blind 11th,2000.09.07,1/2-1/2,2220,2090,
IBCA-ol blind 11th,2000.09.07,1/2-1/2,,2160,
IBCA-ol blind 11th,2000.09.07,1/2-1/2,2145,2250,
IBCA-ol blind 11th,2000.09.07,1/2-1/2,2350,2170,
IBCA-ol blind 11th,2000.09.07,1/2-1/2,2150,2340,
IBCA-ol blind 11th,2000.09.07,1/2-1/2,,2185,
