Event,Date,Result,WhiteElo,BlackElo,TimeControl
Wiesbaden op 19th,2000.08.27,0-1,2080,2548,
Wiesbaden op 19th,2000.08.27,1/2-1/2,2019,2280,
Wiesbaden op 19th,2000.08.27,0-1,,2197,
Wiesbaden op 19th,2000.08.27,1-0,2300,2064,
Wiesbaden op 19th,2000.08.27,1-0,2493,2084,
Wiesbaden op 19th,2000.08.27,0-1,2070,,
Wiesbaden op 19th,2000.08.27,0-1,,,
Wiesbaden op 19th,2000.08.27,1-0,2140,,
Wiesbaden op 19th,2000.08.27,1-0,,,
Wiesbaden op 19th,2000.08.27,0-1,2177,,
Wiesbaden op 19th,2000.08.27,0-1,,,
Wiesbaden op 19th,2000.08.27,0-1,2002,2255,
Wiesbaden op 19th,2000.08.27,1-0,,,
Wiesbaden op 19th,2000.08.27,1-0,,,
Wiesbaden op 19th,2000.08.27,1-0,,,
Wiesbaden op 19th,2000.08.27,0-1,,2058,
Wiesbaden op 19th,2000.08.27,1-0,,2230,
Wiesbaden op 19th,2000.08.27,0-1,2061,2533,
Wiesbaden op 19th,2000.08.27,0-1,,2172,
Wiesbaden op 19th,2000.08.27,1-0,,2038,
Wiesbaden op 19th,2000.08.27,1-0,,,
Wiesbaden op 19th,2000.08.27,1/2-1/2,,,
Wiesbaden op 19th,2000.08.27,1-0,,,
Wiesbaden op 19th,2000.08.27,1-0,2120,,
Wiesbaden op 19th,2000.08.27,1-0,2245,,
Wiesbaden op 19th,2000.08.27,0-1,,,
Wiesbaden op 19th,2000.08.27,1-0,,,
Wiesbaden op 19th,2000.08.27,1-0,,,
Wiesbaden op 19th,2000.08.27,1/2-1/2,,,
Wiesbaden op 19th,2000.08.27,1-0,2398,,
Wiesbaden op 19th,2000.08.27,0-1,,2373,
Wiesbaden op 19th,2000.08.27,1-0,,,
Wiesbaden op 19th,2000.08.27,0-1,,,
Wiesbaden op 19th,2000.08.27,1/2-1/2,,,
Wiesbaden op 19th,2000.08.27,0-1,,2245,
Wiesbaden op 19th,2000.08.27,1-0,,,
Wiesbaden op 19th,2000.08.27,1-0,,,
Wiesbaden op 19th,2000.08.27,1/2-1/2,,,
Wiesbaden op 19th,2000.08.27,1-0,2038,,
Wiesbaden op 19th,2000.08.27,0-1,2112,2300,
Wiesbaden op 19th,2000.08.27,0-1,2172,2493,
Wiesbaden op 19th,2000.08.27,1-0,2218,,
Wiesbaden op 19th,2000.08.27,1-0,2058,,
Wiesbaden op 19th,2000.08.27,0-1,,2080,
Wiesbaden op 19th,2000.08.27,1-0,2144,,
Wiesbaden op 19th,2000.08.27,1-0,,,
Wiesbaden op 19th,2000.08.27,1-0,2533,2156,
Wiesbaden op 19th,2000.08.27,0-1,,,
Wiesbaden op 19th,2000.08.27,1/2-1/2,,,
Wiesbaden op 19th,2000.08.27,1-0,2548,2185,
Wiesbaden op 19th,2000.08.27,0-1,2110,2273,
Wiesbaden op 19th,2000.08.27,0-1,,,
Wiesbaden op 19th,2000.08.27,0-1,,,
Wiesbaden op 19th,2000.08.27,1/2-1/2,,2002,
Wiesbaden op 19th,2000.08.27,1/2-1/2,2255,,
Wiesbaden op 19th,2000.08.27,1-0,,,
Wiesbaden op 19th,2000.08.27,1/2-1/2,2108,,
Wiesbaden op 19th,2000.08.27,0-1,,2177,
Wiesbaden op 19th,2000.08.27,1/2-1/2,,2053,
Wiesbaden op 19th,2000.08.27,1-0,,,
Wiesbaden op 19th,2000.08.27,0-1,,2220,
Wiesbaden op 19th,2000.08.27,0-1,,,
Wiesbaden op 19th,2000.08.27,1/2-1/2,,,
Wiesbaden op 19th,2000.08.27,1-0,2478,2140,
Wiesbaden op 19th,2000.08.27,0-1,,2208,
Wiesbaden op 19th,2000.08.27,1/2-1/2,,,
Wiesbaden op 19th,2000.08.27,1/2-1/2,2197,2543,
Wiesbaden op 19th,2000.08.27,1-0,2220,,
Wiesbaden op 19th,2000.08.27,0-1,,,
Wiesbaden op 19th,2000.08.27,0-1,,2061,
Wiesbaden op 19th,2000.08.27,1/2-1/2,2179,2019,
Wiesbaden op 19th,2000.08.27,1-0,,,
Wiesbaden op 19th,2000.08.27,1-0,2280,,
Wiesbaden op 19th,2000.08.27,0-1,2126,2398,
Wiesbaden op 19th,2000.08.27,1-0,,,
Wiesbaden op 19th,2000.08.27,1-0,,,
Wiesbaden op 19th,2000.08.27,0-1,,,
Wiesbaden op 19th,2000.08.27,1-0,2084,,
Wiesbaden op 19th,2000.08.27,0-1,,2235,
Wiesbaden op 19th,2000.08.27,0-1,,,
Wiesbaden op 19th,2000.08.27,1-0,,,
Wiesbaden op 19th,2000.08.27,0-1,,,
Wiesbaden op 19th,2000.08.27,1-0,2064,,
Wiesbaden op 19th,2000.08.27,1-0,,,
Wiesbaden op 19th,2000.08.27,1-0,2373,2120,
Wiesbaden op 19th,2000.08.27,1-0,2230,,
Wiesbaden op 19th,2000.08.28,0-1,2273,2478,
Wiesbaden op 19th,2000.08.28,1/2-1/2,,,
Wiesbaden op 19th,2000.08.28,1/2-1/2,,2230,
Wiesbaden op 19th,2000.08.28,1/2-1/2,,,
Wiesbaden op 19th,2000.08.28,0-1,,,
Wiesbaden op 19th,2000.08.28,0-1,2185,2064,
Wiesbaden op 19th,2000.08.28,0-1,,,
Wiesbaden op 19th,2000.08.28,1-0,2543,2220,
Wiesbaden op 19th,2000.08.28,1-0,,2112,
Wiesbaden op 19th,2000.08.28,1/2-1/2,2220,2255,
Wiesbaden op 19th,2000.08.28,1-0,,,
Wiesbaden op 19th,2000.08.28,0-1,2208,2144,
Wiesbaden op 19th,2000.08.28,0-1,,,
Wiesbaden op 19th,2000.08.28,0-1,2156,2058,
Wiesbaden op 19th,2000.08.28,1-0,,,
Wiesbaden op 19th,2000.08.28,0-1,,2108,
Wiesbaden op 19th,2000.08.28,1/2-1/2,,,
Wiesbaden op 19th,2000.08.28,1/2-1/2,2235,,
Wiesbaden op 19th,2000.08.28,0-1,,,
Wiesbaden op 19th,2000.08.28,0-1,,,
Wiesbaden op 19th,2000.08.28,1-0,,2179,
Wiesbaden op 19th,2000.08.28,1-0,2053,,
Wiesbaden op 19th,2000.08.28,1-0,,,
Wiesbaden op 19th,2000.08.28,1-0,2080,,
Wiesbaden op 19th,2000.08.28,0-1,,,
Wiesbaden op 19th,2000.08.28,1/2-1/2,2019,2172,
Wiesbaden op 19th,2000.08.28,0-1,,2126,
Wiesbaden op 19th,2000.08.28,1-0,2300,2533,
Wiesbaden op 19th,2000.08.28,1/2-1/2,,,
Wiesbaden op 19th,2000.08.28,0-1,,2218,
Wiesbaden op 19th,2000.08.28,1-0,2140,,
Wiesbaden op 19th,2000.08.28,1-0,2177,,
Wiesbaden op 19th,2000.08.28,1-0,,,
Wiesbaden op 19th,2000.08.28,1/2-1/2,2002,,
Wiesbaden op 19th,2000.08.28,0-1,,,
Wiesbaden op 19th,2000.08.28,0-1,,,
Wiesbaden op 19th,2000.08.28,1-0,,,
Wiesbaden op 19th,2000.08.28,1/2-1/2,,,
Wiesbaden op 19th,2000.08.28,1/2-1/2,,,
Wiesbaden op 19th,2000.08.28,1/2-1/2,,2280,
Wiesbaden op 19th,2000.08.28,1/2-1/2,2061,,
Wiesbaden op 19th,2000.08.28,1-0,,,
Wiesbaden op 19th,2000.08.28,1-0,,,
Wiesbaden op 19th,2000.08.28,0-1,,,
Wiesbaden op 19th,2000.08.28,1/2-1/2,,2110,
Wiesbaden op 19th,2000.08.28,1-0,2120,,
Wiesbaden op 19th,2000.08.28,1/2-1/2,2245,2197,
Wiesbaden op 19th,2000.08.28,0-1,,,
Wiesbaden op 19th,2000.08.28,1/2-1/2,,,
Wiesbaden op 19th,2000.08.28,0-1,,2084,
Wiesbaden op 19th,2000.08.28,1/2-1/2,,2038,
Wiesbaden op 19th,2000.08.28,0-1,2398,2548,
Wiesbaden op 19th,2000.08.28,1-0,2493,2373,
Wiesbaden op 19th,2000.08.28,0-1,,,
Wiesbaden op 19th,2000.08.29,1/2-1/2,,,
Wiesbaden op 19th,2000.08.29,1/2-1/2,,,
Wiesbaden op 19th,2000.08.29,1/2-1/2,,2235,
Wiesbaden op 19th,2000.08.29,0-1,,,
Wiesbaden op 19th,2000.08.29,1/2-1/2,,,
Wiesbaden op 19th,2000.08.29,0-1,,,
Wiesbaden op 19th,2000.08.29,0-1,2038,,
Wiesbaden op 19th,2000.08.29,1/2-1/2,2112,,
Wiesbaden op 19th,2000.08.29,1/2-1/2,2172,,
Wiesbaden op 19th,2000.08.29,1/2-1/2,2218,,
Wiesbaden op 19th,2000.08.29,1/2-1/2,2058,2140,
Wiesbaden op 19th,2000.08.29,1/2-1/2,,,
Wiesbaden op 19th,2000.08.29,0-1,2144,2543,
Wiesbaden op 19th,2000.08.29,0-1,,,
Wiesbaden op 19th,2000.08.29,0-1,2533,2220,
Wiesbaden op 19th,2000.08.29,1-0,,,
Wiesbaden op 19th,2000.08.29,1-0,,,
Wiesbaden op 19th,2000.08.29,1/2-1/2,,,
Wiesbaden op 19th,2000.08.29,1-0,2548,2300,
Wiesbaden op 19th,2000.08.29,1-0,2110,2019,
Wiesbaden op 19th,2000.08.29,0-1,,2208,
Wiesbaden op 19th,2000.08.29,0-1,,2156,
Wiesbaden op 19th,2000.08.29,1-0,,,
Wiesbaden op 19th,2000.08.29,1-0,2255,,
Wiesbaden op 19th,2000.08.29,0-1,,,
Wiesbaden op 19th,2000.08.29,1-0,2108,,
Wiesbaden op 19th,2000.08.29,0-1,,,
Wiesbaden op 19th,2000.08.29,0-1,,2177,
Wiesbaden op 19th,2000.08.29,1-0,,,
Wiesbaden op 19th,2000.08.29,1-0,,,
Wiesbaden op 19th,2000.08.29,0-1,,,
Wiesbaden op 19th,2000.08.29,1/2-1/2,2478,2493,
Wiesbaden op 19th,2000.08.29,1/2-1/2,,2185,
Wiesbaden op 19th,2000.08.29,1-0,,,
Wiesbaden op 19th,2000.08.29,1-0,2197,,
Wiesbaden op 19th,2000.08.29,1/2-1/2,2220,,
Wiesbaden op 19th,2000.08.29,0-1,,,
Wiesbaden op 19th,2000.08.29,1-0,,,
Wiesbaden op 19th,2000.08.29,1-0,2179,,
Wiesbaden op 19th,2000.08.29,1-0,2280,2120,
Wiesbaden op 19th,2000.08.29,0-1,2126,2273,
Wiesbaden op 19th,2000.08.29,1-0,,2053,
Wiesbaden op 19th,2000.08.29,1/2-1/2,,,
Wiesbaden op 19th,2000.08.29,0-1,2084,2398,
Wiesbaden op 19th,2000.08.29,0-1,,,
Wiesbaden op 19th,2000.08.29,1-0,,2061,
Wiesbaden op 19th,2000.08.29,0-1,,,
Wiesbaden op 19th,2000.08.29,1-0,,,
Wiesbaden op 19th,2000.08.29,1-0,,,
Wiesbaden op 19th,2000.08.29,1-0,2230,,
Wiesbaden op 19th,2000.08.29,1-0,2064,2245,
Wiesbaden op 19th,2000.08.29,0-1,,2002,
Wiesbaden op 19th,2000.08.29,0-1,,,
Wiesbaden op 19th,2000.08.29,1-0,2373,2080,
Wiesbaden op 19th,2000.08.30,1-0,,,
Wiesbaden op 19th,2000.08.30,1-0,,,
Wiesbaden op 19th,2000.08.30,1-0,,,
Wiesbaden op 19th,2000.08.30,1/2-1/2,,,
Wiesbaden op 19th,2000.08.30,1-0,,,
Wiesbaden op 19th,2000.08.30,1/2-1/2,2543,2548,
Wiesbaden op 19th,2000.08.30,1/2-1/2,2058,2144,
Wiesbaden op 19th,2000.08.30,1-0,,2126,
Wiesbaden op 19th,2000.08.30,1/2-1/2,2220,2478,
Wiesbaden op 19th,2000.08.30,0-1,,,
Wiesbaden op 19th,2000.08.30,1-0,2208,,
Wiesbaden op 19th,2000.08.30,0-1,,2038,
Wiesbaden op 19th,2000.08.30,0-1,2156,,
Wiesbaden op 19th,2000.08.30,1-0,,,
Wiesbaden op 19th,2000.08.30,0-1,,,
Wiesbaden op 19th,2000.08.30,1-0,2235,2084,
Wiesbaden op 19th,2000.08.30,1-0,,,
Wiesbaden op 19th,2000.08.30,0-1,,,
Wiesbaden op 19th,2000.08.30,0-1,,2172,
Wiesbaden op 19th,2000.08.30,1-0,2053,,
Wiesbaden op 19th,2000.08.30,1/2-1/2,,,
Wiesbaden op 19th,2000.08.30,1-0,2108,2218,
Wiesbaden op 19th,2000.08.30,1-0,,,
Wiesbaden op 19th,2000.08.30,0-1,2080,2533,
Wiesbaden op 19th,2000.08.30,0-1,,,
Wiesbaden op 19th,2000.08.30,1-0,2019,,
Wiesbaden op 19th,2000.08.30,1/2-1/2,,2179,
Wiesbaden op 19th,2000.08.30,1-0,2300,2197,
Wiesbaden op 19th,2000.08.30,1-0,2493,2280,
Wiesbaden op 19th,2000.08.30,1-0,,,
Wiesbaden op 19th,2000.08.30,0-1,,,
Wiesbaden op 19th,2000.08.30,0-1,2140,,
Wiesbaden op 19th,2000.08.30,1-0,2177,,
Wiesbaden op 19th,2000.08.30,0-1,,,
Wiesbaden op 19th,2000.08.30,0-1,2002,2220,
Wiesbaden op 19th,2000.08.30,1/2-1/2,,,
Wiesbaden op 19th,2000.08.30,1-0,,,
Wiesbaden op 19th,2000.08.30,0-1,,2185,
Wiesbaden op 19th,2000.08.30,0-1,,2112,
Wiesbaden op 19th,2000.08.30,1-0,,,
Wiesbaden op 19th,2000.08.30,1/2-1/2,,,
Wiesbaden op 19th,2000.08.30,0-1,,2110,
Wiesbaden op 19th,2000.08.30,1-0,2061,,
Wiesbaden op 19th,2000.08.30,1/2-1/2,,,
Wiesbaden op 19th,2000.08.30,0-1,,,
Wiesbaden op 19th,2000.08.30,1/2-1/2,,,
Wiesbaden op 19th,2000.08.30,1-0,2120,,
Wiesbaden op 19th,2000.08.30,1-0,2245,,
Wiesbaden op 19th,2000.08.30,1/2-1/2,,,
Wiesbaden op 19th,2000.08.30,1/2-1/2,,,
Wiesbaden op 19th,2000.08.30,1-0,2230,2064,
Wiesbaden op 19th,2000.08.30,1-0,2398,2255,
Wiesbaden op 19th,2000.08.30,1-0,2273,2373,
Wiesbaden op 19th,2000.08.30,1-0,,,
Wiesbaden op 19th,2000.08.31,0-1,2273,2543,
Wiesbaden op 19th,2000.08.31,1-0,,,
Wiesbaden op 19th,2000.08.31,0-1,,,
Wiesbaden op 19th,2000.08.31,0-1,,,
Wiesbaden op 19th,2000.08.31,1-0,,,
Wiesbaden op 19th,2000.08.31,0-1,,,
Wiesbaden op 19th,2000.08.31,1-0,2185,,
Wiesbaden op 19th,2000.08.31,0-1,2038,,
Wiesbaden op 19th,2000.08.31,0-1,,,
Wiesbaden op 19th,2000.08.31,1-0,2112,,
Wiesbaden op 19th,2000.08.31,1/2-1/2,2218,2019,
Wiesbaden op 19th,2000.08.31,1/2-1/2,2220,2398,
Wiesbaden op 19th,2000.08.31,1-0,,,
Wiesbaden op 19th,2000.08.31,1-0,2144,2245,
Wiesbaden op 19th,2000.08.31,0-1,,,
Wiesbaden op 19th,2000.08.31,1-0,2533,2177,
Wiesbaden op 19th,2000.08.31,1-0,,2061,
Wiesbaden op 19th,2000.08.31,0-1,,2053,
Wiesbaden op 19th,2000.08.31,0-1,,,
Wiesbaden op 19th,2000.08.31,1-0,,,
Wiesbaden op 19th,2000.08.31,0-1,,,
Wiesbaden op 19th,2000.08.31,1/2-1/2,2548,2493,
Wiesbaden op 19th,2000.08.31,1-0,2110,2108,
Wiesbaden op 19th,2000.08.31,1/2-1/2,,,
Wiesbaden op 19th,2000.08.31,1-0,,,
Wiesbaden op 19th,2000.08.31,0-1,,2156,
Wiesbaden op 19th,2000.08.31,0-1,2255,2120,
Wiesbaden op 19th,2000.08.31,0-1,,,
Wiesbaden op 19th,2000.08.31,1/2-1/2,,2208,
Wiesbaden op 19th,2000.08.31,1-0,,,
Wiesbaden op 19th,2000.08.31,1-0,,,
Wiesbaden op 19th,2000.08.31,1-0,2478,2300,
Wiesbaden op 19th,2000.08.31,1-0,,,
Wiesbaden op 19th,2000.08.31,0-1,,2002,
Wiesbaden op 19th,2000.08.31,1/2-1/2,2197,2058,
Wiesbaden op 19th,2000.08.31,1-0,2220,,
Wiesbaden op 19th,2000.08.31,1-0,,,
Wiesbaden op 19th,2000.08.31,1-0,,,
Wiesbaden op 19th,2000.08.31,0-1,2179,,
Wiesbaden op 19th,2000.08.31,1-0,2280,,
Wiesbaden op 19th,2000.08.31,1/2-1/2,2126,,
Wiesbaden op 19th,2000.08.31,0-1,,2140,
Wiesbaden op 19th,2000.08.31,0-1,,,
Wiesbaden op 19th,2000.08.31,1/2-1/2,,2080,
Wiesbaden op 19th,2000.08.31,1-0,,,
Wiesbaden op 19th,2000.08.31,1/2-1/2,,2230,
Wiesbaden op 19th,2000.08.31,1/2-1/2,,,
Wiesbaden op 19th,2000.08.31,0-1,,,
Wiesbaden op 19th,2000.08.31,1/2-1/2,,,
Wiesbaden op 19th,2000.08.31,1-0,,,
Wiesbaden op 19th,2000.08.31,1/2-1/2,2064,2235,
Wiesbaden op 19th,2000.08.31,1-0,,,
Wiesbaden op 19th,2000.08.31,1-0,2084,,
Wiesbaden op 19th,2000.08.31,1-0,2373,2172,
Wiesbaden op 19th,2000.09.01,1/2-1/2,,,
Wiesbaden op 19th,2000.09.01,0-1,,2084,
Wiesbaden op 19th,2000.09.01,1-0,,2019,
Wiesbaden op 19th,2000.09.01,0-1,,,
Wiesbaden op 19th,2000.09.01,1-0,,,
Wiesbaden op 19th,2000.09.01,1-0,2185,,
Wiesbaden op 19th,2000.09.01,1-0,,,
Wiesbaden op 19th,2000.09.01,0-1,2543,2493,
Wiesbaden op 19th,2000.09.01,1-0,2172,,
Wiesbaden op 19th,2000.09.01,0-1,2144,2280,
Wiesbaden op 19th,2000.09.01,1-0,,,
Wiesbaden op 19th,2000.09.01,1/2-1/2,2208,,
Wiesbaden op 19th,2000.09.01,1/2-1/2,,2112,
Wiesbaden op 19th,2000.09.01,0-1,,,
Wiesbaden op 19th,2000.09.01,1-0,2156,,
Wiesbaden op 19th,2000.09.01,1-0,,,
Wiesbaden op 19th,2000.09.01,1/2-1/2,,,
Wiesbaden op 19th,2000.09.01,1-0,2235,2058,
Wiesbaden op 19th,2000.09.01,0-1,,,
Wiesbaden op 19th,2000.09.01,0-1,2053,2197,
Wiesbaden op 19th,2000.09.01,1-0,,,
Wiesbaden op 19th,2000.09.01,1-0,,,
Wiesbaden op 19th,2000.09.01,1-0,2080,,
Wiesbaden op 19th,2000.09.01,1-0,,,
Wiesbaden op 19th,2000.09.01,1-0,,,
Wiesbaden op 19th,2000.09.01,0-1,2300,2220,
Wiesbaden op 19th,2000.09.01,1/2-1/2,2478,2548,
Wiesbaden op 19th,2000.09.01,1/2-1/2,,,
Wiesbaden op 19th,2000.09.01,1-0,,2126,
Wiesbaden op 19th,2000.09.01,1-0,2140,2064,
Wiesbaden op 19th,2000.09.01,0-1,2177,,
Wiesbaden op 19th,2000.09.01,0-1,,,
Wiesbaden op 19th,2000.09.01,1/2-1/2,2002,2218,
Wiesbaden op 19th,2000.09.01,1/2-1/2,,,
Wiesbaden op 19th,2000.09.01,1-0,,,
Wiesbaden op 19th,2000.09.01,1-0,,,
Wiesbaden op 19th,2000.09.01,0-1,,,
Wiesbaden op 19th,2000.09.01,0-1,,2255,
Wiesbaden op 19th,2000.09.01,1-0,,2108,
Wiesbaden op 19th,2000.09.01,1/2-1/2,2061,,
Wiesbaden op 19th,2000.09.01,1-0,,,
Wiesbaden op 19th,2000.09.01,1-0,,,
Wiesbaden op 19th,2000.09.01,1/2-1/2,,2179,
Wiesbaden op 19th,2000.09.01,0-1,2120,2273,
Wiesbaden op 19th,2000.09.01,1-0,2245,,
Wiesbaden op 19th,2000.09.01,1/2-1/2,,2038,
Wiesbaden op 19th,2000.09.01,1-0,,,
Wiesbaden op 19th,2000.09.01,0-1,,,
Wiesbaden op 19th,2000.09.01,0-1,,,
Wiesbaden op 19th,2000.09.01,0-1,2230,2533,
Wiesbaden op 19th,2000.09.01,1-0,2398,2110,
Wiesbaden op 19th,2000.09.01,0-1,2373,2220,
Wiesbaden op 19th,2000.09.01,1-0,,,
Wiesbaden op 19th,2000.09.02,0-1,,,
Wiesbaden op 19th,2000.09.02,1/2-1/2,2273,2220,
Wiesbaden op 19th,2000.09.02,1/2-1/2,,,
Wiesbaden op 19th,2000.09.02,0-1,,2208,
Wiesbaden op 19th,2000.09.02,1-0,,,
Wiesbaden op 19th,2000.09.02,1/2-1/2,,,
Wiesbaden op 19th,2000.09.02,1-0,2038,,
Wiesbaden op 19th,2000.09.02,1/2-1/2,2112,2230,
Wiesbaden op 19th,2000.09.02,1/2-1/2,2218,,
Wiesbaden op 19th,2000.09.02,1-0,2058,,
Wiesbaden op 19th,2000.09.02,0-1,,,
Wiesbaden op 19th,2000.09.02,1/2-1/2,,,
Wiesbaden op 19th,2000.09.02,0-1,2533,2478,
Wiesbaden op 19th,2000.09.02,1-0,,2002,
Wiesbaden op 19th,2000.09.02,1-0,2156,,
Wiesbaden op 19th,2000.09.02,1-0,,,
Wiesbaden op 19th,2000.09.02,1-0,2548,2220,
Wiesbaden op 19th,2000.09.02,0-1,2110,2235,
Wiesbaden op 19th,2000.09.02,1-0,,2061,
Wiesbaden op 19th,2000.09.02,1-0,,,
Wiesbaden op 19th,2000.09.02,1/2-1/2,,,
Wiesbaden op 19th,2000.09.02,1-0,,,
Wiesbaden op 19th,2000.09.02,1-0,2255,2144,
Wiesbaden op 19th,2000.09.02,1/2-1/2,,,
Wiesbaden op 19th,2000.09.02,1-0,,,
Wiesbaden op 19th,2000.09.02,1-0,,,
Wiesbaden op 19th,2000.09.02,1/2-1/2,2019,,
Wiesbaden op 19th,2000.09.02,1-0,,,
Wiesbaden op 19th,2000.09.02,1/2-1/2,2493,2398,
Wiesbaden op 19th,2000.09.02,1-0,,,
Wiesbaden op 19th,2000.09.02,0-1,,,
Wiesbaden op 19th,2000.09.02,1-0,2197,2140,
Wiesbaden op 19th,2000.09.02,1-0,,,
Wiesbaden op 19th,2000.09.02,1-0,2177,,
Wiesbaden op 19th,2000.09.02,0-1,,,
Wiesbaden op 19th,2000.09.02,1-0,,,
Wiesbaden op 19th,2000.09.02,1/2-1/2,2280,2543,
Wiesbaden op 19th,2000.09.02,1-0,2126,,
Wiesbaden op 19th,2000.09.02,1/2-1/2,,2080,
Wiesbaden op 19th,2000.09.02,0-1,,2053,
Wiesbaden op 19th,2000.09.02,1-0,,,
Wiesbaden op 19th,2000.09.02,0-1,,,
Wiesbaden op 19th,2000.09.02,0-1,2120,2245,
Wiesbaden op 19th,2000.09.02,1/2-1/2,2084,2172,
Wiesbaden op 19th,2000.09.02,0-1,,,
Wiesbaden op 19th,2000.09.02,1/2-1/2,,2185,
Wiesbaden op 19th,2000.09.02,1-0,,,
Wiesbaden op 19th,2000.09.02,1/2-1/2,2064,,
Wiesbaden op 19th,2000.09.02,1/2-1/2,,,
Wiesbaden op 19th,2000.09.02,1/2-1/2,2179,,
Wiesbaden op 19th,2000.09.02,0-1,,2373,
ESP-ch (Women),2000.08.27,1-0,,,
