Event,Date,Result,WhiteElo,BlackElo,TimeControl
Bayern-chA 67th,1996.??.??,0-1,2300,2245,
Bayern-chA 67th,1996.??.??,0-1,2235,2175,
Bayern-chA 67th,1996.??.??,0-1,2235,,
Bayern-chA 67th,1996.??.??,0-1,2235,2280,
Bayern-chA 67th,1996.??.??,1-0,2235,2290,
Bayern-chA 67th,1996.??.??,1/2-1/2,2365,2250,
Bayern-chA 67th,1996.??.??,0-1,2365,2310,
Bayern-chA 67th,1996.??.??,1-0,2365,,
Bayern-chA 67th,1996.??.??,1/2-1/2,2365,2260,
Bayern-chA 67th,1996.??.??,0-1,2365,2325,
Bayern-chA 67th,1996.??.??,1/2-1/2,2340,2235,
Bayern-chA 67th,1996.??.??,1-0,2340,2265,
Bayern-chA 67th,1996.??.??,1-0,2340,2310,
Bayern-chA 67th,1996.??.??,1-0,2340,,
Bayern-chA 67th,1996.??.??,1/2-1/2,2340,2260,
Bayern-chA 67th,1996.??.??,0-1,2175,2365,
Bayern-chA 67th,1996.??.??,1-0,2175,2265,
Bayern-chA 67th,1996.??.??,1/2-1/2,2175,2245,
Bayern-chA 67th,1996.??.??,1/2-1/2,2175,2260,
Bayern-chA 67th,1996.??.??,0-1,2180,2255,
Bayern-chA 67th,1996.??.??,0-1,2180,,
Bayern-chA 67th,1996.??.??,1-0,2180,,
Bayern-chA 67th,1996.??.??,0-1,2180,2290,
Bayern-chA 67th,1996.??.??,0-1,2215,2365,
Bayern-chA 67th,1996.??.??,1/2-1/2,2215,2310,
Bayern-chA 67th,1996.??.??,1-0,2215,,
Bayern-chA 67th,1996.??.??,0-1,2215,2325,
Bayern-chA 67th,1996.??.??,1-0,,2180,
Bayern-chA 67th,1996.??.??,1/2-1/2,,2215,
Bayern-chA 67th,1996.??.??,1-0,,2255,
Bayern-chA 67th,1996.??.??,1/2-1/2,,2319,
Bayern-chA 67th,1996.??.??,0-1,2255,2175,
Bayern-chA 67th,1996.??.??,1/2-1/2,2255,2215,
Bayern-chA 67th,1996.??.??,1/2-1/2,2255,,
Bayern-chA 67th,1996.??.??,0-1,2255,2145,
Bayern-chA 67th,1996.??.??,0-1,2250,2235,
Bayern-chA 67th,1996.??.??,0-1,2250,2340,
Bayern-chA 67th,1996.??.??,1-0,2250,,
Bayern-chA 67th,1996.??.??,1/2-1/2,2250,2325,
Bayern-chA 67th,1996.??.??,1/2-1/2,2265,2260,
Bayern-chA 67th,1996.??.??,1-0,2265,,
Bayern-chA 67th,1996.??.??,0-1,2265,2250,
Bayern-chA 67th,1996.??.??,1-0,2265,2280,
Bayern-chA 67th,1996.??.??,0-1,2265,2325,
Bayern-chA 67th,1996.??.??,0-1,2310,2260,
Bayern-chA 67th,1996.??.??,1-0,2310,2235,
Bayern-chA 67th,1996.??.??,1/2-1/2,2310,2175,
Bayern-chA 67th,1996.??.??,0-1,2310,2280,
Bayern-chA 67th,1996.??.??,0-1,2245,2260,
Bayern-chA 67th,1996.??.??,1-0,2245,,
Bayern-chA 67th,1996.??.??,1/2-1/2,2245,2319,
Bayern-chA 67th,1996.??.??,1-0,2245,2325,
Bayern-chA 67th,1996.??.??,1/2-1/2,,2365,
Bayern-chA 67th,1996.??.??,0-1,,2215,
Bayern-chA 67th,1996.??.??,1/2-1/2,,,
Bayern-chA 67th,1996.??.??,1-0,,2145,
Bayern-chA 67th,1996.??.??,0-1,,2235,
Bayern-chA 67th,1996.??.??,1/2-1/2,,2180,
Bayern-chA 67th,1996.??.??,1/2-1/2,,,
Bayern-chA 67th,1996.??.??,1-0,,2245,
Bayern-chA 67th,1996.??.??,1-0,,2325,
Bayern-chA 67th,1996.??.??,0-1,2280,2260,
Bayern-chA 67th,1996.??.??,1/2-1/2,2280,2300,
Bayern-chA 67th,1996.??.??,1-0,2280,2215,
Bayern-chA 67th,1996.??.??,1/2-1/2,2280,2250,
Bayern-chA 67th,1996.??.??,1/2-1/2,2325,2340,
Bayern-chA 67th,1996.??.??,1/2-1/2,2325,2175,
Bayern-chA 67th,1996.??.??,1/2-1/2,2325,2180,
Bayern-chA 67th,1996.??.??,0-1,2325,,
Bayern-chA 67th,1996.??.??,1/2-1/2,2325,2280,
Bayern-chA 67th,1996.??.??,0-1,2260,2265,
Bayern-chA 67th,1996.??.??,1/2-1/2,2260,2245,
Bayern-chA 67th,1996.??.??,1/2-1/2,2260,2280,
Bayern-chA 67th,1996.??.??,1-0,2260,2319,
Bayern-chA 67th,1996.??.??,1-0,2260,2145,
Bayern-chA 67th,1996.??.??,1-0,2319,2255,
Bayern-chA 67th,1996.??.??,0-1,2319,2310,
Bayern-chA 67th,1996.??.??,0-1,2319,2325,
Bayern-chA 67th,1996.??.??,1/2-1/2,2319,2290,
Bayern-chA 67th,1996.??.??,0-1,,2260,
Bayern-chA 67th,1996.??.??,1/2-1/2,,,
Bayern-chA 67th,1996.??.??,0-1,,2255,
Bayern-chA 67th,1996.??.??,0-1,,2310,
Bayern-chA 67th,1996.??.??,1/2-1/2,,2145,
Bayern-chA 67th,1996.??.??,1-0,2145,2180,
Bayern-chA 67th,1996.??.??,0-1,2145,2250,
Bayern-chA 67th,1996.??.??,1/2-1/2,2145,2319,
Bayern-chA 67th,1996.??.??,0-1,2145,2290,
Bayern-chA 67th,1996.??.??,1/2-1/2,2290,2215,
Bayern-chA 67th,1996.??.??,1-0,2290,2250,
Bayern-chA 67th,1996.??.??,0-1,2290,2265,
Bayern-chA 67th,1996.??.??,0-1,2290,2325,
Bayern-chA 67th,1996.??.??,1-0,2290,,
Bayern-chA 67th,1996.??.??,1/2-1/2,2325,2300,
Bayern-chA 67th,1996.??.??,0-1,2325,2340,
Bayern-chA 67th,1996.??.??,1-0,2325,,
Bayern-chA 67th,1996.??.??,1/2-1/2,2325,2260,
Bayern-chB 67th,1996.??.??,0-1,2080,2235,
Bayern-chB 67th,1996.??.??,1-0,2080,,
Bayern-chB 67th,1996.??.??,1/2-1/2,2080,,
Bayern-chB 67th,1996.??.??,1-0,2080,,
Bayern-chB 67th,1996.??.??,1/2-1/2,,,
Bayern-chB 67th,1996.??.??,1-0,,,
Bayern-chB 67th,1996.??.??,0-1,,2225,
Bayern-chB 67th,1996.??.??,0-1,,,
Bayern-chB 67th,1996.??.??,1-0,2235,,
Bayern-chB 67th,1996.??.??,0-1,2235,2315,
Bayern-chB 67th,1996.??.??,1-0,2235,2195,
Bayern-chB 67th,1996.??.??,1-0,2235,,
Bayern-chB 67th,1996.??.??,1-0,2115,2215,
Bayern-chB 67th,1996.??.??,0-1,2115,,
Bayern-chB 67th,1996.??.??,1-0,2115,2315,
Bayern-chB 67th,1996.??.??,1-0,2115,2275,
Bayern-chB 67th,1996.??.??,1-0,2115,,
Bayern-chB 67th,1996.??.??,0-1,,2315,
Bayern-chB 67th,1996.??.??,1-0,,,
Bayern-chB 67th,1996.??.??,1/2-1/2,,2235,
Bayern-chB 67th,1996.??.??,0-1,,,
Bayern-chB 67th,1996.??.??,1-0,,,
Bayern-chB 67th,1996.??.??,1-0,2240,,
Bayern-chB 67th,1996.??.??,1-0,2240,2235,
Bayern-chB 67th,1996.??.??,1-0,2240,2115,
Bayern-chB 67th,1996.??.??,1/2-1/2,2240,2290,
Bayern-chB 67th,1996.??.??,1/2-1/2,2240,2010,
Bayern-chB 67th,1996.??.??,1-0,2250,,
Bayern-chB 67th,1996.??.??,1/2-1/2,2250,2255,
Bayern-chB 67th,1996.??.??,1-0,2250,2165,
Bayern-chB 67th,1996.??.??,1/2-1/2,2250,2235,
Bayern-chB 67th,1996.??.??,1-0,2250,,
Bayern-chB 67th,1996.??.??,0-1,,,
Bayern-chB 67th,1996.??.??,1-0,,,
Bayern-chB 67th,1996.??.??,0-1,,,
Bayern-chB 67th,1996.??.??,1-0,,,
Bayern-chB 67th,1996.??.??,1-0,,2235,
Bayern-chB 67th,1996.??.??,0-1,,2080,
Bayern-chB 67th,1996.??.??,0-1,,2205,
Bayern-chB 67th,1996.??.??,0-1,,,
Bayern-chB 67th,1996.??.??,1-0,,,
Bayern-chB 67th,1996.??.??,1-0,,,
Bayern-chB 67th,1996.??.??,1/2-1/2,2205,2235,
Bayern-chB 67th,1996.??.??,1/2-1/2,2205,2115,
Bayern-chB 67th,1996.??.??,1/2-1/2,2205,2250,
Bayern-chB 67th,1996.??.??,1/2-1/2,2205,2290,
Bayern-chB 67th,1996.??.??,1-0,2215,2080,
Bayern-chB 67th,1996.??.??,1/2-1/2,2215,,
Bayern-chB 67th,1996.??.??,1/2-1/2,2215,,
Bayern-chB 67th,1996.??.??,1/2-1/2,2215,2030,
Bayern-chB 67th,1996.??.??,1/2-1/2,2215,2195,
Bayern-chB 67th,1996.??.??,0-1,,2250,
Bayern-chB 67th,1996.??.??,1-0,,2315,
Bayern-chB 67th,1996.??.??,0-1,,,
Bayern-chB 67th,1996.??.??,1/2-1/2,,,
Bayern-chB 67th,1996.??.??,1/2-1/2,,,
Bayern-chB 67th,1996.??.??,1/2-1/2,,2240,
Bayern-chB 67th,1996.??.??,1/2-1/2,,,
Bayern-chB 67th,1996.??.??,1-0,,2275,
Bayern-chB 67th,1996.??.??,1/2-1/2,,2225,
Bayern-chB 67th,1996.??.??,1-0,,2220,
Bayern-chB 67th,1996.??.??,1-0,2095,,
Bayern-chB 67th,1996.??.??,0-1,2095,2290,
Bayern-chB 67th,1996.??.??,0-1,2095,2240,
Bayern-chB 67th,1996.??.??,0-1,2095,2235,
Bayern-chB 67th,1996.??.??,0-1,,2095,
Bayern-chB 67th,1996.??.??,0-1,,,
Bayern-chB 67th,1996.??.??,1/2-1/2,,2240,
Bayern-chB 67th,1996.??.??,1-0,,,
Bayern-chB 67th,1996.??.??,1/2-1/2,2315,2290,
Bayern-chB 67th,1996.??.??,1-0,2315,,
Bayern-chB 67th,1996.??.??,0-1,2315,2225,
Bayern-chB 67th,1996.??.??,0-1,2315,2255,
Bayern-chB 67th,1996.??.??,1/2-1/2,2275,2080,
Bayern-chB 67th,1996.??.??,1/2-1/2,2275,,
Bayern-chB 67th,1996.??.??,1/2-1/2,2275,2215,
Bayern-chB 67th,1996.??.??,1-0,2275,,
Bayern-chB 67th,1996.??.??,1/2-1/2,,2240,
Bayern-chB 67th,1996.??.??,1/2-1/2,,2215,
Bayern-chB 67th,1996.??.??,0-1,,,
Bayern-chB 67th,1996.??.??,1-0,,2030,
Bayern-chB 67th,1996.??.??,1-0,2290,2250,
Bayern-chB 67th,1996.??.??,1-0,2290,,
Bayern-chB 67th,1996.??.??,1/2-1/2,2290,2225,
Bayern-chB 67th,1996.??.??,1/2-1/2,,,
Bayern-chB 67th,1996.??.??,1-0,,,
Bayern-chB 67th,1996.??.??,1-0,,,
Bayern-chB 67th,1996.??.??,0-1,,2030,
Bayern-chB 67th,1996.??.??,1-0,2240,,
Bayern-chB 67th,1996.??.??,1/2-1/2,2240,2275,
Bayern-chB 67th,1996.??.??,1/2-1/2,2240,,
Bayern-chB 67th,1996.??.??,0-1,2240,,
Bayern-chB 67th,1996.??.??,1/2-1/2,2240,2010,
Bayern-chB 67th,1996.??.??,1-0,,2080,
Bayern-chB 67th,1996.??.??,0-1,,2240,
Bayern-chB 67th,1996.??.??,1/2-1/2,,2095,
Bayern-chB 67th,1996.??.??,1-0,,2240,
Bayern-chB 67th,1996.??.??,1-0,,2225,
Bayern-chB 67th,1996.??.??,1-0,2225,2115,
Bayern-chB 67th,1996.??.??,0-1,2225,2240,
Bayern-chB 67th,1996.??.??,1-0,2225,,
Bayern-chB 67th,1996.??.??,1-0,2225,2010,
Bayern-chB 67th,1996.??.??,1-0,2220,2080,
Bayern-chB 67th,1996.??.??,1/2-1/2,2220,2205,
Bayern-chB 67th,1996.??.??,0-1,2220,2315,
Bayern-chB 67th,1996.??.??,1/2-1/2,2220,2290,
Bayern-chB 67th,1996.??.??,1-0,2220,,
Bayern-chB 67th,1996.??.??,1/2-1/2,2255,2205,
Bayern-chB 67th,1996.??.??,1/2-1/2,2255,2215,
Bayern-chB 67th,1996.??.??,1/2-1/2,2255,2010,
Bayern-chB 67th,1996.??.??,1-0,2255,,
Bayern-chB 67th,1996.??.??,1-0,,2235,
Bayern-chB 67th,1996.??.??,0-1,,,
Bayern-chB 67th,1996.??.??,1-0,,,
Bayern-chB 67th,1996.??.??,0-1,,2195,
Bayern-chB 67th,1996.??.??,0-1,,,
Bayern-chB 67th,1996.??.??,0-1,,2095,
Bayern-chB 67th,1996.??.??,1-0,,,
Bayern-chB 67th,1996.??.??,0-1,,2235,
Bayern-chB 67th,1996.??.??,1/2-1/2,,,
Bayern-chB 67th,1996.??.??,0-1,,,
Bayern-chB 67th,1996.??.??,0-1,,,
Bayern-chB 67th,1996.??.??,1/2-1/2,,,
Bayern-chB 67th,1996.??.??,0-1,2165,2115,
Bayern-chB 67th,1996.??.??,1/2-1/2,2165,2205,
Bayern-chB 67th,1996.??.??,0-1,2165,2255,
Bayern-chB 67th,1996.??.??,1-0,2165,,
Bayern-chB 67th,1996.??.??,1/2-1/2,2030,2250,
Bayern-chB 67th,1996.??.??,1-0,2030,2095,
Bayern-chB 67th,1996.??.??,0-1,2030,2220,
Bayern-chB 67th,1996.??.??,0-1,2030,2165,
Bayern-chB 67th,1996.??.??,0-1,2030,2195,
Bayern-chB 67th,1996.??.??,1-0,2010,,
Bayern-chB 67th,1996.??.??,0-1,2010,,
Bayern-chB 67th,1996.??.??,1/2-1/2,2010,,
Bayern-chB 67th,1996.??.??,0-1,2010,2165,
Bayern-chB 67th,1996.??.??,1-0,2010,2195,
Bayern-chB 67th,1996.??.??,0-1,2235,2235,
Bayern-chB 67th,1996.??.??,1/2-1/2,2235,2255,
Bayern-chB 67th,1996.??.??,1-0,2235,,
Bayern-chB 67th,1996.??.??,0-1,2235,,
Bayern-chB 67th,1996.??.??,0-1,2195,2205,
Bayern-chB 67th,1996.??.??,1-0,2195,2275,
Bayern-chB 67th,1996.??.??,1-0,2195,,
Bayern-chB 67th,1996.??.??,0-1,2195,,
Bayern-chB 67th,1996.??.??,0-1,,,
Bayern-chB 67th,1996.??.??,1/2-1/2,,,
Bayern-chB 67th,1996.??.??,1/2-1/2,,2095,
Bayern-chB 67th,1996.??.??,0-1,,,
Bayern-chB 67th,1996.??.??,0-1,,,
Bayern-chB 67th,1996.??.??,1/2-1/2,,,
Bayern-chB 67th,1996.??.??,1/2-1/2,,,
Bayern-chB 67th,1996.??.??,1-0,,2240,
Bayern-chB 67th,1996.??.??,0-1,,2165,
Bayern-chB 67th,1996.??.??,1/2-1/2,,2030,
Bayern-chB 67th,1996.??.??,1/2-1/2,,,
Bayern-chB 67th,1996.??.??,0-1,,2275,
Bayern-chB 67th,1996.??.??,0-1,,2220,
Bayern-chB 67th,1996.??.??,1-0,,,
Bayern-chB 67th,1996.??.??,1-0,,,
US Open-97,1996.??.??,1/2-1/2,,2225,
US Open-97,1996.??.??,1/2-1/2,2425,2385,
US Open-97,1996.??.??,0-1,,2560,
US Open-97,1996.??.??,1-0,2285,,
US Open-97,1996.??.??,0-1,,2345,
US Open-97,1996.??.??,1-0,,2150,
US Open-97,1996.??.??,0-1,,,
US Open-97,1996.??.??,0-1,2285,2320,
US Open-97,1996.??.??,1-0,,2165,
US Open-97,1996.??.??,1-0,2305,2285,
US Open-97,1996.??.??,0-1,,,
US Open-97,1996.??.??,1-0,2150,,
US Open-97,1996.??.??,1-0,,,
US Open-97,1996.??.??,1-0,2180,,
US Open-97,1996.??.??,1/2-1/2,,,
US Open-97,1996.??.??,0-1,,,
US Open-97,1996.??.??,1-0,,,
US Open-97,1996.??.??,*,2535,2305,
US Open-97,1996.??.??,1/2-1/2,,,
US Open-97,1996.??.??,0-1,,,
US Open-97,1996.??.??,0-1,,2425,
US Open-97,1996.??.??,1-0,,,
US Open-97,1996.??.??,1-0,2400,,
US Open-97,1996.??.??,1-0,,2200,
US Open-97,1996.??.??,0-1,,,
US Open-97,1996.??.??,1-0,,,
US Open-97,1996.??.??,1/2-1/2,2565,2535,
US Open-97,1996.??.??,1/2-1/2,2250,,
US Open-97,1996.??.??,1-0,2110,,
US Open-97,1996.??.??,0-1,,,
US Open-97,1996.??.??,0-1,2415,2380,
US Open-97,1996.??.??,1/2-1/2,2425,2535,
US Open-97,1996.??.??,1/2-1/2,2385,2425,
US Open-97,1996.??.??,1-0,2540,,
US Open-97,1996.??.??,0-1,2285,2535,
US Open-97,1996.??.??,0-1,,2255,
US Open-97,1996.??.??,1-0,2250,,
US Open-97,1996.??.??,1-0,2385,2160,
US Open-97,1996.??.??,1-0,,,
US Open-97,1996.??.??,1-0,,,
US Open-97,1996.??.??,0-1,,2295,
US Open-97,1996.??.??,0-1,,2250,
US Open-97,1996.??.??,0-1,,,
US Open-97,1996.??.??,1-0,2425,,
US Open-97,1996.??.??,1-0,,2205,
US Open-97,1996.??.??,1-0,2540,,
US Open-97,1996.??.??,1-0,2570,2225,
US Open-97,1996.??.??,0-1,,2515,
US Open-97,1996.??.??,0-1,2050,,
US Open-97,1996.??.??,1-0,,,
US Open-97,1996.??.??,1-0,2255,2145,
US Open-97,1996.??.??,1-0,2565,,
US Open-97,1996.??.??,1-0,2250,2110,
US Open-97,1996.??.??,1-0,,2050,
US Open-97,1996.??.??,1/2-1/2,2515,2385,
US Open-97,1996.??.??,1/2-1/2,2265,2385,
US Open-97,1996.??.??,1/2-1/2,,,
US Open-97,1996.??.??,0-1,,2565,
US Open-97,1996.??.??,1/2-1/2,,,
US Open-97,1996.??.??,0-1,,,
US Open-97,1996.??.??,0-1,2320,,
US Open-97,1996.??.??,1-0,2510,2155,
US Open-97,1996.??.??,0-1,2265,2240,
US Open-97,1996.??.??,0-1,2140,2165,
US Open-97,1996.??.??,1-0,,,
US Open-97,1996.??.??,0-1,2165,,
US Open-97,1996.??.??,0-1,,,
US Open-97,1996.??.??,1-0,2510,2565,
US Open-97,1996.??.??,1-0,2565,,
US Open-97,1996.??.??,1-0,,2255,
US Open-97,1996.??.??,0-1,,2130,
US Open-97,1996.??.??,1-0,2205,,
US Open-97,1996.??.??,1-0,2250,,
US Open-97,1996.??.??,1-0,2180,,
US Open-97,1996.??.??,1-0,2205,,
US Open-97,1996.??.??,1-0,2425,2400,
US Open-97,1996.??.??,1-0,2400,2290,
US Open-97,1996.??.??,0-1,,2285,
US Open-97,1996.??.??,1/2-1/2,2250,,
US Open-97,1996.??.??,1/2-1/2,2255,2250,
US Open-97,1996.??.??,0-1,2140,,
US Open-97,1996.??.??,1/2-1/2,,2225,
US Open-97,1996.??.??,1-0,2295,,
US Open-97,1996.??.??,1-0,,,
US Open-97,1996.??.??,1-0,2565,,
US Open-97,1996.??.??,1/2-1/2,2285,2205,
US Open-97,1996.??.??,0-1,,2255,
US Open-97,1996.??.??,1/2-1/2,2130,2205,
US Open-97,1996.??.??,0-1,2425,2565,
US Open-97,1996.??.??,0-1,,,
US Open-97,1996.??.??,0-1,2145,2255,
US Open-97,1996.??.??,1-0,2345,2180,
US Open-97,1996.??.??,0-1,,2510,
US Open-97,1996.??.??,0-1,,,
US Open-97,1996.??.??,1-0,2400,,
US Open-97,1996.??.??,0-1,2500,2295,
US Open-97,1996.??.??,1-0,2285,,
US Open-97,1996.??.??,1-0,2455,2245,
US Open-97,1996.??.??,1-0,2150,,
US Open-97,1996.??.??,0-1,2150,2365,
US Open-97,1996.??.??,1-0,2205,2130,
US Open-97,1996.??.??,1-0,,,
US Open-97,1996.??.??,1-0,2150,2200,
US Open-97,1996.??.??,0-1,2255,2225,
US Open-97,1996.??.??,1/2-1/2,,2295,
US Open-97,1996.??.??,0-1,2180,2375,
US Open-97,1996.??.??,1/2-1/2,,2345,
US Open-97,1996.??.??,1-0,2565,2400,
US Open-97,1996.??.??,1-0,2375,,
US Open-97,1996.??.??,1-0,,,
US Open-97,1996.??.??,0-1,2455,2205,
US Open-97,1996.??.??,0-1,2205,2570,
US Open-97,1996.??.??,0-1,,2415,
US Open-97,1996.??.??,0-1,,,
US Open-97,1996.??.??,1-0,2320,,
US Open-97,1996.??.??,1-0,2540,2565,
US Open-97,1996.??.??,1/2-1/2,2255,2150,
US Open-97,1996.??.??,1/2-1/2,2255,,
US Open-97,1996.??.??,1/2-1/2,2385,,
US Open-97,1996.??.??,0-1,,2385,
US Open-97,1996.??.??,1/2-1/2,2285,2415,
US Open-97,1996.??.??,0-1,,2210,
US Open-97,1996.??.??,1/2-1/2,2265,2365,
US Open-97,1996.??.??,1-0,2280,2345,
US Open-97,1996.??.??,1/2-1/2,,,
US Open-97,1996.??.??,1-0,,,
US Open-97,1996.??.??,1-0,2510,2400,
US Open-97,1996.??.??,1/2-1/2,2250,2425,
US Open-97,1996.??.??,1-0,2275,2285,
US Open-97,1996.??.??,1-0,2150,,
US Open-97,1996.??.??,1-0,,,
US Open-97,1996.??.??,0-1,,,
US Open-97,1996.??.??,1-0,,,
US Open-97,1996.??.??,1-0,2375,2425,
US Open-97,1996.??.??,1-0,,,
US Open-97,1996.??.??,0-1,,2385,
US Open-97,1996.??.??,0-1,2385,2150,
US Open-97,1996.??.??,0-1,2455,2400,
US Open-97,1996.??.??,1-0,2205,2380,
US Open-97,1996.??.??,1-0,,2250,
US Open-97,1996.??.??,1-0,,,
US Open-97,1996.??.??,0-1,,,
US Open-97,1996.??.??,1-0,2170,,
US Open-97,1996.??.??,0-1,,2270,
US Open-97,1996.??.??,1-0,2320,,
US Open-97,1996.??.??,1/2-1/2,2540,2280,
US Open-97,1996.??.??,0-1,2255,2285,
US Open-97,1996.??.??,1/2-1/2,2365,,
US Open-97,1996.??.??,1-0,2155,2225,
US Open-97,1996.??.??,0-1,,2365,
US Open-97,1996.??.??,1-0,,,
US Open-97,1996.??.??,1-0,2550,2510,
US Open-97,1996.??.??,1-0,2565,2250,
US Open-97,1996.??.??,1-0,2415,2275,
US Open-97,1996.??.??,0-1,2250,2130,
US Open-97,1996.??.??,0-1,2225,,
US Open-97,1996.??.??,1/2-1/2,,2250,
US Open-97,1996.??.??,1/2-1/2,,,
US Open-97,1996.??.??,0-1,,2285,
US Open-97,1996.??.??,0-1,,2310,
US Open-97,1996.??.??,1-0,2150,2290,
US Open-97,1996.??.??,1/2-1/2,2205,2270,
US Open-97,1996.??.??,1-0,,,
US Open-97,1996.??.??,0-1,,,
US Open-97,1996.??.??,1-0,,2225,
US Open-97,1996.??.??,0-1,2425,2175,
US Open-97,1996.??.??,1-0,,,
US Open-97,1996.??.??,1-0,,,
US Open-97,1996.??.??,1-0,,2155,
US Open-97,1996.??.??,0-1,,2255,
US Open-97,1996.??.??,0-1,,2160,
US Open-97,1996.??.??,1-0,,2150,
US Open-97,1996.??.??,0-1,,,
US Open-97,1996.??.??,1/2-1/2,,,
US Open-97,1996.??.??,0-1,,,
US Open-97,1996.??.??,0-1,,2345,
US Open-97,1996.??.??,1-0,2240,,
US Open-97,1996.??.??,0-1,2180,,
US Open-97,1996.??.??,1-0,2295,,
