Event,Date,Result,WhiteElo,BlackElo,TimeControl
Goch op 10th,1999.10.15,0-1,2107,2472,
Goch op 10th,1999.10.15,1-0,2443,2086,
Goch op 10th,1999.10.15,0-1,2094,2429,
Goch op 10th,1999.10.15,0-1,2422,2081,
Goch op 10th,1999.10.15,1-0,2374,2080,
Goch op 10th,1999.10.15,0-1,2080,2364,
Goch op 10th,1999.10.15,1-0,2360,2075,
Goch op 10th,1999.10.15,0-1,2080,2331,
Goch op 10th,1999.10.15,1/2-1/2,2301,2071,
Goch op 10th,1999.10.15,0-1,2073,2280,
Goch op 10th,1999.10.15,1-0,2267,2058,
Goch op 10th,1999.10.15,0-1,2066,2264,
Goch op 10th,1999.10.15,0-1,2052,2245,
Goch op 10th,1999.10.15,1-0,2239,2052,
Goch op 10th,1999.10.15,1/2-1/2,2050,2238,
Goch op 10th,1999.10.15,0-1,2038,2214,
Goch op 10th,1999.10.15,1/2-1/2,2026,2203,
Goch op 10th,1999.10.15,0-1,1976,2191,
Goch op 10th,1999.10.15,0-1,2188,2044,
Goch op 10th,1999.10.15,1/2-1/2,2170,2031,
Goch op 10th,1999.10.15,1/2-1/2,2161,2020,
Goch op 10th,1999.10.15,1-0,2140,1989,
Goch op 10th,1999.10.15,1/2-1/2,2512,2239,
Goch op 10th,1999.10.15,0-1,2245,2509,
Goch op 10th,1999.10.15,1-0,2472,2140,
Goch op 10th,1999.10.15,1-0,2214,2443,
Goch op 10th,1999.10.15,1-0,2429,2115,
Goch op 10th,1999.10.15,1/2-1/2,2191,2374,
Goch op 10th,1999.10.15,1/2-1/2,2364,1964,
Goch op 10th,1999.10.15,0-1,2081,2360,
Goch op 10th,1999.10.15,1-0,2331,1946,
Goch op 10th,1999.10.15,1-0,2280,1890,
Goch op 10th,1999.10.15,0-1,2044,2267,
Goch op 10th,1999.10.15,1-0,2264,1757,
Goch op 10th,1999.10.15,0-1,2138,2301,
Goch op 10th,1999.10.15,0-1,2124,2261,
Goch op 10th,1999.10.15,1/2-1/2,2238,2085,
Goch op 10th,1999.10.15,0-1,2071,2214,
Goch op 10th,1999.10.15,1/2-1/2,2031,2211,
Goch op 10th,1999.10.15,0-1,2203,2050,
Goch op 10th,1999.10.15,1/2-1/2,2020,2196,
Goch op 10th,1999.10.15,1/2-1/2,1973,2170,
Goch op 10th,1999.10.15,1/2-1/2,1957,2161,
Goch op 10th,1999.10.15,1-0,2390,2026,
Goch op 10th,1999.10.15,1/2-1/2,1905,2422,
Goch op 10th,1999.10.15,0-1,1898,2188,
Goch op 10th,1999.10.16,0-1,2509,2331,
Goch op 10th,1999.10.16,0-1,2280,2472,
Goch op 10th,1999.10.16,1/2-1/2,2267,2429,
Goch op 10th,1999.10.16,1-0,2360,2264,
Goch op 10th,1999.10.16,1-0,2374,2214,
Goch op 10th,1999.10.16,0-1,2214,2512,
Goch op 10th,1999.10.16,1/2-1/2,2239,2364,
Goch op 10th,1999.10.16,1/2-1/2,2301,2191,
Goch op 10th,1999.10.16,1/2-1/2,2261,2050,
Goch op 10th,1999.10.16,0-1,1964,2245,
Goch op 10th,1999.10.16,1-0,2443,2081,
Goch op 10th,1999.10.16,1/2-1/2,2080,2390,
Goch op 10th,1999.10.16,1/2-1/2,2080,2238,
Goch op 10th,1999.10.16,0-1,2211,2075,
Goch op 10th,1999.10.16,1/2-1/2,2196,2058,
Goch op 10th,1999.10.16,1/2-1/2,2188,2052,
Goch op 10th,1999.10.16,1/2-1/2,2066,2175,
Goch op 10th,1999.10.16,1/2-1/2,2170,2044,
Goch op 10th,1999.10.16,0-1,2038,2164,
Goch op 10th,1999.10.16,1-0,2161,2031,
Goch op 10th,1999.10.16,1/2-1/2,2020,2159,
Goch op 10th,1999.10.16,1/2-1/2,2145,1989,
Goch op 10th,1999.10.16,1-0,2140,1973,
Goch op 10th,1999.10.16,1/2-1/2,1957,2139,
Goch op 10th,1999.10.16,1/2-1/2,2472,2360,
Goch op 10th,1999.10.16,0-1,2331,2267,
Goch op 10th,1999.10.16,1-0,2512,2374,
Goch op 10th,1999.10.16,1/2-1/2,2429,2509,
Goch op 10th,1999.10.16,0-1,2136,2443,
Goch op 10th,1999.10.16,1-0,2364,2161,
Goch op 10th,1999.10.16,1-0,2107,2301,
Goch op 10th,1999.10.16,0-1,2086,2280,
Goch op 10th,1999.10.16,1-0,2264,2140,
Goch op 10th,1999.10.16,1/2-1/2,2075,2261,
Goch op 10th,1999.10.16,1-0,2245,2115,
Goch op 10th,1999.10.16,1/2-1/2,2050,2239,
Goch op 10th,1999.10.16,1-0,2214,2085,
Goch op 10th,1999.10.16,0-1,2191,1946,
Goch op 10th,1999.10.16,1/2-1/2,2164,1890,
Goch op 10th,1999.10.16,0-1,2080,2422,
Goch op 10th,1999.10.16,1-0,2390,2073,
Goch op 10th,1999.10.16,1-0,2238,2066,
Goch op 10th,1999.10.16,0-1,2058,2214,
Goch op 10th,1999.10.16,1-0,2071,2196,
Goch op 10th,1999.10.16,1/2-1/2,2188,2020,
Goch op 10th,1999.10.16,1/2-1/2,2175,1964,
Goch op 10th,1999.10.16,1/2-1/2,2052,2170,
Goch op 10th,1999.10.16,1-0,2159,1957,
Goch op 10th,1999.10.17,1-0,2360,2512,
Goch op 10th,1999.10.17,0-1,2267,2472,
Goch op 10th,1999.10.17,1-0,2443,2264,
Goch op 10th,1999.10.17,1-0,2245,2429,
Goch op 10th,1999.10.17,1/2-1/2,2214,2364,
Goch op 10th,1999.10.17,0-1,2107,2331,
Goch op 10th,1999.10.17,1-0,1946,2280,
Goch op 10th,1999.10.17,1-0,2509,2164,
Goch op 10th,1999.10.17,1-0,2422,2159,
Goch op 10th,1999.10.17,1-0,2050,2390,
Goch op 10th,1999.10.17,1-0,2374,2139,
Goch op 10th,1999.10.17,1-0,2261,2071,
Goch op 10th,1999.10.17,1/2-1/2,2239,2075,
Goch op 10th,1999.10.17,0-1,1890,2238,
Goch op 10th,1999.10.17,1-0,2214,2044,
Goch op 10th,1999.10.17,1-0,2301,2099,
Goch op 10th,1999.10.17,1-0,2211,2086,
Goch op 10th,1999.10.17,0-1,2085,2203,
Goch op 10th,1999.10.17,0-1,2081,2191,
Goch op 10th,1999.10.17,1/2-1/2,2080,2188,
Goch op 10th,1999.10.17,1/2-1/2,2052,2175,
Goch op 10th,1999.10.17,1/2-1/2,2170,2080,
Goch op 10th,1999.10.17,0-1,2161,2052,
Goch op 10th,1999.10.17,1/2-1/2,2140,2020,
Goch op 10th,1999.10.17,1/2-1/2,2472,2443,
Goch op 10th,1999.10.17,0-1,2331,2360,
Goch op 10th,1999.10.17,0-1,1946,2245,
Goch op 10th,1999.10.17,1/2-1/2,2512,2267,
Goch op 10th,1999.10.17,0-1,2261,2509,
Goch op 10th,1999.10.17,0-1,2238,2422,
Goch op 10th,1999.10.17,1-0,2214,2374,
Goch op 10th,1999.10.17,1-0,2364,2050,
Goch op 10th,1999.10.17,1-0,2429,2214,
Goch op 10th,1999.10.17,0-1,2075,2301,
Goch op 10th,1999.10.17,1-0,2280,2132,
Goch op 10th,1999.10.17,1/2-1/2,2264,2115,
Goch op 10th,1999.10.17,0-1,2117,2239,
Goch op 10th,1999.10.17,1/2-1/2,2052,2211,
Goch op 10th,1999.10.17,0-1,2203,2107,
Goch op 10th,1999.10.17,1-0,2191,2107,
Goch op 10th,1999.10.17,0-1,2390,2080,
Goch op 10th,1999.10.17,1-0,2071,1700,
Goch op 10th,1999.10.17,1-0,2175,2026,
Goch op 10th,1999.10.17,1-0,2058,2170,
Goch op 10th,1999.10.17,1-0,2164,2052,
Goch op 10th,1999.10.17,1-0,2159,2017,
Goch op 10th,1999.10.17,0-1,2020,2145,
Goch op 10th,1999.10.17,0-1,2044,2140,
Quebec Montcalm op 2nd,1999.10.21,1-0,1812,2049,
Quebec Montcalm op 2nd,1999.10.28,0-1,1812,2280,
AUT-chT2W 9900,1999.10.15,1-0,2184,,
AUT-chT2W 9900,1999.10.15,1-0,,2063,
AUT-chT2W 9900,1999.10.15,1-0,2563,2534,
AUT-chT2W 9900,1999.10.15,1-0,2376,2394,
AUT-chT2W 9900,1999.10.15,1/2-1/2,2089,,
AUT-chT2W 9900,1999.10.15,1-0,2166,2278,
AUT-chT2W 9900,1999.10.15,0-1,2378,2321,
AUT-chT2W 9900,1999.10.15,1-0,2071,2240,
AUT-chT2W 9900,1999.10.15,0-1,2490,2512,
AUT-chT2W 9900,1999.10.15,0-1,2184,2315,
AUT-chT2W 9900,1999.10.15,0-1,2140,,
AUT-chT2W 9900,1999.10.15,1-0,2398,2222,
AUT-chT2W 9900,1999.10.15,1-0,2315,2279,
AUT-chT2W 9900,1999.10.15,1-0,,,
AUT-chT2W 9900,1999.10.15,1-0,,2038,
AUT-chT2W 9900,1999.10.15,0-1,,2041,
AUT-chT2W 9900,1999.10.15,0-1,,2236,
AUT-chT2W 9900,1999.10.15,1/2-1/2,2177,2195,
AUT-chT2W 9900,1999.10.15,1-0,2392,2229,
AUT-chT2W 9900,1999.10.15,1/2-1/2,2159,2262,
AUT-chT2W 9900,1999.10.15,0-1,,2506,
AUT-chT2W 9900,1999.10.15,1/2-1/2,,,
AUT-chT2W 9900,1999.10.15,1/2-1/2,2255,2186,
AUT-chT2W 9900,1999.10.15,0-1,2108,2161,
AUT-chT2W 9900,1999.10.15,1-0,2295,,
AUT-chT2W 9900,1999.10.15,1/2-1/2,2177,2138,
AUT-chT2W 9900,1999.10.15,1-0,2268,2265,
AUT-chT2W 9900,1999.10.15,1-0,,2094,
AUT-chT2W 9900,1999.10.15,1-0,2412,2226,
AUT-chT2W 9900,1999.10.15,1/2-1/2,,2300,
AUT-chT2W 9900,1999.10.15,1-0,2403,2170,
AUT-chT2W 9900,1999.10.15,1/2-1/2,2087,2223,
AUT-chT2W 9900,1999.10.15,1/2-1/2,2242,2295,
AUT-chT2W 9900,1999.10.15,0-1,2240,2115,
AUT-chT2W 9900,1999.10.15,1-0,2302,2170,
AUT-chT2W 9900,1999.10.15,1-0,2145,,
AUT-chT2W 9900,1999.10.16,1-0,2246,2255,
AUT-chT2W 9900,1999.10.16,1/2-1/2,2240,2186,
AUT-chT2W 9900,1999.10.16,0-1,2305,2321,
AUT-chT2W 9900,1999.10.16,0-1,2065,2108,
AUT-chT2W 9900,1999.10.16,1-0,2222,2071,
AUT-chT2W 9900,1999.10.16,1-0,2563,,
AUT-chT2W 9900,1999.10.16,1/2-1/2,2394,2412,
AUT-chT2W 9900,1999.10.16,1-0,2378,,
AUT-chT2W 9900,1999.10.16,1/2-1/2,2490,2315,
AUT-chT2W 9900,1999.10.16,1/2-1/2,2125,2170,
AUT-chT2W 9900,1999.10.16,0-1,,2124,
AUT-chT2W 9900,1999.10.16,1-0,2184,2403,
AUT-chT2W 9900,1999.10.16,0-1,2140,2228,
AUT-chT2W 9900,1999.10.16,1-0,,,
AUT-chT2W 9900,1999.10.16,1-0,2315,2240,
AUT-chT2W 9900,1999.10.16,1-0,,,
AUT-chT2W 9900,1999.10.16,0-1,2236,2094,
AUT-chT2W 9900,1999.10.16,0-1,2170,2512,
AUT-chT2W 9900,1999.10.16,0-1,2177,2295,
AUT-chT2W 9900,1999.10.16,1/2-1/2,2392,2376,
AUT-chT2W 9900,1999.10.16,1/2-1/2,2159,2195,
AUT-chT2W 9900,1999.10.16,1-0,2223,2161,
AUT-chT2W 9900,1999.10.16,1/2-1/2,2295,2398,
AUT-chT2W 9900,1999.10.16,1/2-1/2,2170,,
AUT-chT2W 9900,1999.10.16,1/2-1/2,2268,2166,
AUT-chT2W 9900,1999.10.16,0-1,,,
AUT-chT2W 9900,1999.10.16,0-1,2265,2441,
AUT-chT2W 9900,1999.10.16,0-1,,2262,
AUT-chT2W 9900,1999.10.16,0-1,2087,2089,
AUT-chT2W 9900,1999.10.16,0-1,,2279,
AUT-chT2W 9900,1999.10.16,1/2-1/2,2242,2190,
AUT-chT2W 9900,1999.10.16,1-0,2506,2366,
AUT-chT2W 9900,1999.10.16,1-0,2229,2226,
AUT-chT2W 9900,1999.10.16,1-0,2302,,
AUT-chT2W 9900,1999.10.16,0-1,2145,2224,
AUT-chT2W 9900,1999.10.16,1-0,2300,2115,
AUT-chT2W 9900,1999.??.??,1/2-1/2,2115,2378,
AUT-chT2W 9900,1999.10.17,1-0,2240,2063,
AUT-chT2W 9900,1999.10.17,1/2-1/2,2094,2262,
AUT-chT2W 9900,1999.10.17,1/2-1/2,2366,2563,
AUT-chT2W 9900,1999.10.17,1/2-1/2,2228,,
AUT-chT2W 9900,1999.10.17,1/2-1/2,2184,,
AUT-chT2W 9900,1999.10.17,1/2-1/2,2376,2229,
AUT-chT2W 9900,1999.10.17,1-0,2166,2295,
AUT-chT2W 9900,1999.10.17,1-0,2138,2087,
AUT-chT2W 9900,1999.10.17,0-1,2315,2506,
AUT-chT2W 9900,1999.10.17,1-0,2398,2265,
AUT-chT2W 9900,1999.10.17,1/2-1/2,2212,2140,
AUT-chT2W 9900,1999.10.17,1-0,,,
AUT-chT2W 9900,1999.10.17,0-1,,2159,
AUT-chT2W 9900,1999.10.17,1-0,2321,2170,
AUT-chT2W 9900,1999.10.17,0-1,2195,2236,
AUT-chT2W 9900,1999.10.17,0-1,,2490,
AUT-chT2W 9900,1999.10.17,1-0,2255,2222,
AUT-chT2W 9900,1999.10.17,1/2-1/2,2108,2224,
AUT-chT2W 9900,1999.10.17,0-1,,,
AUT-chT2W 9900,1999.10.17,1-0,,2065,
AUT-chT2W 9900,1999.10.17,1-0,2295,2125,
AUT-chT2W 9900,1999.10.17,1/2-1/2,2177,2246,
AUT-chT2W 9900,1999.10.17,1-0,2170,,
AUT-chT2W 9900,1999.10.17,1/2-1/2,2412,2392,
AUT-chT2W 9900,1999.10.17,0-1,,2088,
AUT-chT2W 9900,1999.10.17,0-1,,2315,
AUT-chT2W 9900,1999.10.17,1-0,2403,2305,
AUT-chT2W 9900,1999.10.17,0-1,,,
AUT-chT2W 9900,1999.10.17,1/2-1/2,2226,2394,
AUT-chT2W 9900,1999.10.17,1/2-1/2,2512,2184,
AUT-chT2W 9900,1999.10.17,1-0,2124,2089,
AUT-chT2W 9900,1999.10.17,0-1,2240,2300,
AUT-chT2W 9900,1999.10.17,1-0,2302,2177,
AUT-chT2W 9900,1999.10.17,1/2-1/2,2145,2190,
AUT-chT2W 9900,1999.10.17,1-0,2441,2268,
AUT-chT2W 9900,1999.11.19,1/2-1/2,1785,1999,
AUT-chT2W 9900,1999.11.19,1-0,2012,2025,
AUT-chT2W 9900,1999.11.19,0-1,2160,2297,
AUT-chT2W 9900,1999.11.19,1-0,2187,1867,
AUT-chT2W 9900,1999.11.19,1-0,2034,1928,
AUT-chT2W 9900,1999.11.19,0-1,2013,2366,
AUT-chT2W 9900,1999.11.19,1-0,2380,2117,
AUT-chT2W 9900,1999.11.19,1-0,2025,2026,
AUT-chT2W 9900,1999.11.19,1-0,2477,2083,
AUT-chT2W 9900,1999.11.19,1-0,2064,2204,
AUT-chT2W 9900,1999.11.19,1/2-1/2,2067,2202,
AUT-chT2W 9900,1999.11.19,1-0,1993,1862,
AUT-chT2W 9900,1999.11.19,1/2-1/2,2314,2504,
AUT-chT2W 9900,1999.11.19,1-0,2308,2066,
AUT-chT2W 9900,1999.11.19,1/2-1/2,2097,2125,
AUT-chT2W 9900,1999.11.19,1-0,2169,1897,
AUT-chT2W 9900,1999.11.19,1-0,2016,1899,
AUT-chT2W 9900,1999.11.19,1/2-1/2,2230,2321,
AUT-chT2W 9900,1999.11.19,0-1,2059,2297,
AUT-chT2W 9900,1999.11.19,1-0,2000,1940,
AUT-chT2W 9900,1999.11.19,1/2-1/2,2072,1888,
AUT-chT2W 9900,1999.11.19,1-0,2145,1981,
AUT-chT2W 9900,1999.11.19,0-1,1987,2174,
AUT-chT2W 9900,1999.11.19,1-0,2200,1928,
AUT-chT2W 9900,1999.11.19,0-1,1981,2190,
AUT-chT2W 9900,1999.11.19,0-1,1931,2155,
AUT-chT2W 9900,1999.11.19,1-0,2090,2009,
AUT-chT2W 9900,1999.11.19,1-0,2365,2152,
AUT-chT2W 9900,1999.11.19,1-0,2369,2162,
AUT-chT2W 9900,1999.11.19,1/2-1/2,1925,2193,
AUT-chT2W 9900,1999.11.19,0-1,2146,2277,
AUT-chT2W 9900,1999.11.19,1-0,2482,2233,
AUT-chT2W 9900,1999.11.19,0-1,2154,2548,
AUT-chT2W 9900,1999.11.19,0-1,2236,2034,
AUT-chT2W 9900,1999.11.19,0-1,2144,2500,
AUT-chT2W 9900,1999.11.19,1-0,2274,2046,
AUT-chT2W 9900,1999.11.20,1-0,2500,2314,
AUT-chT2W 9900,1999.11.20,0-1,2233,2477,
AUT-chT2W 9900,1999.11.20,0-1,2065,2040,
AUT-chT2W 9900,1999.11.20,0-1,2060,2315,
AUT-chT2W 9900,1999.11.20,1-0,2545,2370,
AUT-chT2W 9900,1999.11.20,1-0,2025,2016,
AUT-chT2W 9900,1999.11.20,0-1,2083,2369,
AUT-chT2W 9900,1999.11.20,0-1,2190,2095,
AUT-chT2W 9900,1999.11.20,1/2-1/2,2355,2265,
AUT-chT2W 9900,1999.11.20,1/2-1/2,2277,2162,
AUT-chT2W 9900,1999.11.20,1/2-1/2,2064,2162,
AUT-chT2W 9900,1999.11.20,1-0,2190,2160,
AUT-chT2W 9900,1999.11.20,1/2-1/2,2150,2080,
AUT-chT2W 9900,1999.11.20,1-0,2210,2210,
AUT-chT2W 9900,1999.11.20,1/2-1/2,2065,2210,
AUT-chT2W 9900,1999.11.20,1-0,2097,1925,
AUT-chT2W 9900,1999.11.20,1/2-1/2,1876,1785,
AUT-chT2W 9900,1999.11.20,1-0,2174,1931,
AUT-chT2W 9900,1999.11.20,1-0,2230,2034,
AUT-chT2W 9900,1999.11.20,0-1,1928,2025,
AUT-chT2W 9900,1999.11.20,1-0,2297,2046,
AUT-chT2W 9900,1999.11.20,0-1,2260,2165,
AUT-chT2W 9900,1999.11.20,1/2-1/2,2200,2310,
AUT-chT2W 9900,1999.11.20,1-0,2117,2365,
AUT-chT2W 9900,1999.11.20,0-1,2295,2505,
AUT-chT2W 9900,1999.11.20,0-1,2050,2180,
AUT-chT2W 9900,1999.11.20,0-1,2066,2200,
AUT-chT2W 9900,1999.11.20,1-0,2250,2120,
AUT-chT2W 9900,1999.11.20,1-0,2170,2120,
AUT-chT2W 9900,1999.11.20,0-1,1926,2187,
AUT-chT2W 9900,1999.11.20,1/2-1/2,1981,2175,
AUT-chT2W 9900,1999.11.20,1/2-1/2,2202,2059,
AUT-chT2W 9900,1999.11.20,1/2-1/2,1862,1928,
AUT-chT2W 9900,1999.11.20,1-0,2154,2213,
AUT-chT2W 9900,1999.11.20,1-0,2548,2144,
AUT-chT2W 9900,1999.11.20,0-1,2321,2160,
AUT-chT2W 9900,1999.11.21,1-0,2200,2210,
AUT-chT2W 9900,1999.11.21,1-0,2090,2230,
AUT-chT2W 9900,1999.11.21,1-0,2295,2165,
AUT-chT2W 9900,1999.11.21,1/2-1/2,2065,1925,
AUT-chT2W 9900,1999.11.21,1-0,2220,2125,
AUT-chT2W 9900,1999.11.21,1-0,2225,2065,
AUT-chT2W 9900,1999.11.21,1-0,2180,2170,
AUT-chT2W 9900,1999.11.21,1/2-1/2,2375,2530,
AUT-chT2W 9900,1999.11.21,1/2-1/2,2490,2275,
AUT-chT2W 9900,1999.11.21,1/2-1/2,2115,2240,
AUT-chT2W 9900,1999.11.21,1-0,2395,2505,
AUT-chT2W 9900,1999.11.21,1-0,2030,2105,
AUT-chT2W 9900,1999.11.21,1-0,2315,2220,
AUT-chT2W 9900,1999.11.21,1-0,1885,2090,
AUT-chT2W 9900,1999.11.21,1-0,2180,2085,
AUT-chT2W 9900,1999.11.21,1/2-1/2,2015,1810,
AUT-chT2W 9900,1999.11.21,1/2-1/2,2170,2265,
AUT-chT2W 9900,1999.11.21,1-0,2040,1985,
AUT-chT2W 9900,1999.11.21,1-0,2210,1955,
AUT-chT2W 9900,1999.11.21,1-0,2265,2180,
AUT-chT2W 9900,1999.11.21,1/2-1/2,2255,2320,
AUT-chT2W 9900,1999.11.21,0-1,2295,2145,
AUT-chT2W 9900,1999.11.21,1/2-1/2,2175,2375,
AUT-chT2W 9900,1999.11.21,1/2-1/2,2410,2530,
AUT-chT2W 9900,1999.11.21,1-0,2400,2290,
AUT-chT2W 9900,1999.11.21,1-0,1860,1925,
AUT-chT2W 9900,1999.11.21,0-1,2185,2175,
AUT-chT2W 9900,1999.11.21,1-0,2098,2151,
AUT-chT2W 9900,1999.11.21,0-1,1925,2070,
AUT-chT2W 9900,1999.11.21,1-0,2225,2115,
AUT-chT2W 9900,1999.11.21,1/2-1/2,2505,2280,
AUT-chT2W 9900,1999.11.21,0-1,2120,2235,
AUT-chT2W 9900,1999.11.21,1/2-1/2,2230,1955,
AUT-chT2W 9900,1999.11.21,1/2-1/2,2225,2315,
AUT-chT2W 9900,1999.11.21,1-0,2310,2180,
AUT-chT2W 9900,2000.01.22,1-0,2247,2260,
AUT-chT2W 9900,2000.01.22,1/2-1/2,2295,2505,
AUT-chT2W 9900,2000.01.22,1/2-1/2,2063,1901,
AUT-chT2W 9900,2000.01.22,1-0,2480,2276,
AUT-chT2W 9900,2000.01.22,1-0,2549,2320,
AUT-chT2W 9900,2000.01.22,0-1,2373,2400,
AUT-chT2W 9900,2000.01.22,1-0,2085,2053,
AUT-chT2W 9900,2000.01.22,1/2-1/2,2196,2251,
AUT-chT2W 9900,2000.01.22,1-0,2375,2221,
AUT-chT2W 9900,2000.01.22,1/2-1/2,2080,2117,
AUT-chT2W 9900,2000.01.22,1-0,2125,2269,
AUT-chT2W 9900,2000.01.22,0-1,2194,2059,
AUT-chT2W 9900,2000.01.22,1-0,2236,2164,
AUT-chT2W 9900,2000.01.22,1/2-1/2,2034,2183,
AUT-chT2W 9900,2000.01.22,1-0,2210,2180,
AUT-chT2W 9900,2000.01.22,0-1,2212,2195,
AUT-chT2W 9900,2000.01.22,1/2-1/2,1888,1876,
AUT-chT2W 9900,2000.01.22,1/2-1/2,1811,2160,
AUT-chT2W 9900,2000.01.22,1-0,2225,1982,
AUT-chT2W 9900,2000.01.22,0-1,1955,2122,
AUT-chT2W 9900,2000.01.22,0-1,2016,2095,
AUT-chT2W 9900,2000.01.22,0-1,2305,2394,
AUT-chT2W 9900,2000.01.22,1/2-1/2,2167,1928,
AUT-chT2W 9900,2000.01.22,0-1,1878,2035,
AUT-chT2W 9900,2000.01.22,0-1,2117,2393,
AUT-chT2W 9900,2000.01.22,1/2-1/2,2085,2191,
AUT-chT2W 9900,2000.01.22,1/2-1/2,2177,2202,
AUT-chT2W 9900,2000.01.22,0-1,2250,2290,
AUT-chT2W 9900,2000.01.22,0-1,2167,2250,
AUT-chT2W 9900,2000.01.22,1/2-1/2,1833,2210,
AUT-chT2W 9900,2000.01.22,1-0,2098,1931,
AUT-chT2W 9900,2000.01.22,0-1,2260,2211,
AUT-chT2W 9900,2000.01.22,1/2-1/2,2517,2493,
AUT-chT2W 9900,2000.01.22,1-0,2301,2338,
AUT-chT2W 9900,2000.01.22,1-0,2452,2193,
AUT-chT2W 9900,2000.01.22,1/2-1/2,2195,2016,
AUT-chT2W 9900,2000.01.23,1/2-1/2,2290,2251,
AUT-chT2W 9900,2000.01.23,0-1,2047,2053,
AUT-chT2W 9900,2000.01.23,0-1,2211,2281,
AUT-chT2W 9900,2000.01.23,1-0,2480,2196,
AUT-chT2W 9900,2000.01.23,1/2-1/2,2085,1888,
AUT-chT2W 9900,2000.01.23,1-0,2320,2117,
AUT-chT2W 9900,2000.01.23,1/2-1/2,2493,2393,
AUT-chT2W 9900,2000.01.23,0-1,1956,1811,
AUT-chT2W 9900,2000.01.23,0-1,2194,2305,
AUT-chT2W 9900,2000.01.23,1-0,2210,2080,
AUT-chT2W 9900,2000.01.23,1/2-1/2,2212,2210,
