Event,Date,Result,WhiteElo,BlackElo,TimeControl
Mannheim op,1994.??.??,0-1,,,
Mannheim op,1994.??.??,1-0,,,
Mannheim op,1994.??.??,1-0,,2015,
Mannheim op,1994.??.??,1-0,,,
Mannheim op,1994.??.??,1-0,,,
Mannheim op,1994.??.??,1/2-1/2,,,
Mannheim op,1994.??.??,1-0,,,
Mannheim op,1994.??.??,0-1,,2380,
Mannheim op,1994.??.??,1-0,,,
Mannheim op,1994.??.??,1/2-1/2,,,
Mannheim op,1994.??.??,0-1,,2320,
Mannheim op,1994.??.??,1/2-1/2,,2285,
Mannheim op,1994.??.??,1-0,,,
Mannheim op,1994.??.??,1/2-1/2,,,
Mannheim op,1994.??.??,1-0,,,
Mannheim op,1994.??.??,1/2-1/2,,,
Mannheim op,1994.??.??,1/2-1/2,,,
Mannheim op,1994.??.??,1/2-1/2,,,
Manresa op,1994.??.??,0-1,,2525,
Manresa op,1994.??.??,1/2-1/2,2275,2240,
Manresa op,1994.??.??,1-0,2430,,
Manresa op,1994.??.??,1-0,2530,,
Manresa op,1994.??.??,0-1,,2440,
Manresa op,1994.??.??,1-0,2430,,
Manresa op,1994.??.??,1/2-1/2,2380,,
Manresa op,1994.??.??,0-1,,2430,
Manresa op,1994.??.??,0-1,,2530,
Manresa op,1994.??.??,0-1,,2430,
Manresa op,1994.??.??,1-0,2440,,
Manresa op,1994.??.??,1-0,2525,,
Manresa op,1994.??.??,0-1,,2261,
Manresa op,1994.??.??,1-0,2135,,
Manresa op,1994.??.??,1-0,2530,,
Manresa op,1994.??.??,0-1,2245,2525,
Manresa op,1994.??.??,0-1,,2440,
Manresa op,1994.??.??,1-0,2430,,
Manresa op,1994.??.??,0-1,,2430,
Manresa op,1994.??.??,1-0,2440,,
Manresa op,1994.??.??,0-1,,2310,
Manresa op,1994.??.??,1-0,2525,2135,
Manresa op,1994.??.??,0-1,,2430,
Manresa op,1994.??.??,1/2-1/2,2530,2440,
Manresa op,1994.??.??,1-0,2430,2525,
Manresa op,1994.??.??,1/2-1/2,,2530,
Manresa op,1994.??.??,1/2-1/2,,2261,
Manresa op,1994.??.??,1-0,2440,2430,
Manresa op,1994.??.??,1-0,2430,2310,
Manresa op,1994.??.??,1-0,2525,,
Manresa op,1994.??.??,0-1,2250,2525,
Manresa op,1994.??.??,1/2-1/2,2440,2430,
Manresa op,1994.??.??,1-0,2530,,
Manresa op,1994.??.??,1-0,2430,2380,
Manresa op,1994.??.??,1-0,2430,2430,
Manresa op,1994.??.??,0-1,2135,2530,
Manresa op,1994.??.??,0-1,2525,2440,
Manresa op,1994.??.??,0-1,2250,2430,
Manresa op,1994.??.??,1-0,2440,2245,
Manresa op,1994.??.??,1/2-1/2,2530,2525,
Marbach,1994.??.??,0-1,2210,2440,
Marbach,1994.??.??,0-1,2210,2420,
Marbach,1994.??.??,0-1,2210,2300,
Marbach,1994.??.??,0-1,2210,2395,
Marbach,1994.??.??,1/2-1/2,2210,2350,
Marbach,1994.??.??,1-0,2270,2210,
Marbach,1994.??.??,1-0,2270,2215,
Marbach,1994.??.??,1/2-1/2,2270,2420,
Marbach,1994.??.??,0-1,2270,2300,
Marbach,1994.??.??,1-0,2270,2250,
Marbach,1994.??.??,1-0,2315,2210,
Marbach,1994.??.??,0-1,2315,2270,
Marbach,1994.??.??,0-1,2315,2215,
Marbach,1994.??.??,0-1,2315,2420,
Marbach,1994.??.??,1/2-1/2,2315,2300,
Marbach,1994.??.??,1/2-1/2,2315,2250,
Marbach,1994.??.??,1-0,2305,2210,
Marbach,1994.??.??,0-1,2305,2270,
Marbach,1994.??.??,1-0,2305,2315,
Marbach,1994.??.??,1-0,2305,2215,
Marbach,1994.??.??,1/2-1/2,2305,2300,
Marbach,1994.??.??,1/2-1/2,2215,2210,
Marbach,1994.??.??,0-1,2215,2440,
Marbach,1994.??.??,1/2-1/2,2215,2420,
Marbach,1994.??.??,0-1,2215,2300,
Marbach,1994.??.??,0-1,2215,2395,
Marbach,1994.??.??,1/2-1/2,2215,2250,
Marbach,1994.??.??,1/2-1/2,2440,2315,
Marbach,1994.??.??,1/2-1/2,2440,2305,
Marbach,1994.??.??,0-1,2440,2520,
Marbach,1994.??.??,1/2-1/2,2440,2395,
Marbach,1994.??.??,1/2-1/2,2440,2350,
Marbach,1994.??.??,1-0,2440,2250,
Marbach,1994.??.??,1/2-1/2,2420,2305,
Marbach,1994.??.??,1/2-1/2,2420,2440,
Marbach,1994.??.??,1/2-1/2,2420,2520,
Marbach,1994.??.??,1/2-1/2,2420,2395,
Marbach,1994.??.??,1-0,2420,2350,
Marbach,1994.??.??,1/2-1/2,2420,2250,
Marbach,1994.??.??,1-0,2520,2210,
Marbach,1994.??.??,1/2-1/2,2520,2270,
Marbach,1994.??.??,1-0,2520,2315,
Marbach,1994.??.??,1-0,2520,2305,
Marbach,1994.??.??,1-0,2520,2215,
Marbach,1994.??.??,1/2-1/2,2300,2440,
Marbach,1994.??.??,1/2-1/2,2300,2420,
Marbach,1994.??.??,0-1,2300,2520,
Marbach,1994.??.??,1/2-1/2,2300,2395,
Marbach,1994.??.??,0-1,2300,2350,
Marbach,1994.??.??,1-0,2395,2270,
Marbach,1994.??.??,1/2-1/2,2395,2315,
Marbach,1994.??.??,1/2-1/2,2395,2305,
Marbach,1994.??.??,1/2-1/2,2395,2520,
Marbach,1994.??.??,1-0,2395,2350,
Marbach,1994.??.??,1-0,2395,2250,
Marbach,1994.??.??,1-0,2350,2270,
Marbach,1994.??.??,1/2-1/2,2350,2315,
Marbach,1994.??.??,1-0,2350,2305,
Marbach,1994.??.??,1/2-1/2,2350,2520,
Marbach,1994.??.??,1-0,2250,2210,
Marbach,1994.??.??,0-1,2250,2305,
Marbach,1994.??.??,0-1,2250,2520,
Marbach,1994.??.??,1/2-1/2,2250,2300,
Marbach,1994.??.??,0-1,2250,2350,
Marcigny,1994.??.??,1-0,2590,2500,
Marijampole op,1994.??.??,0-1,,2105,
Marijampole op,1994.??.??,0-1,,,
Marijampole op,1994.??.??,0-1,,2180,
Marijampole op,1994.??.??,1-0,2165,,
Marijampole op,1994.??.??,1-0,2225,,
Marijampole op,1994.??.??,1-0,2345,,
Marijampole op,1994.??.??,0-1,,2380,
Marijampole op,1994.??.??,0-1,,2015,
Marijampole op,1994.??.??,0-1,,2315,
Marijampole op,1994.??.??,1-0,,,
Marijampole op,1994.??.??,0-1,,2265,
Marijampole op,1994.??.??,0-1,,2100,
Marijampole op,1994.??.??,0-1,,,
Marijampole op,1994.??.??,0-1,,,
Marijampole op,1994.??.??,0-1,2275,2160,
Marijampole op,1994.??.??,0-1,,2370,
Marijampole op,1994.??.??,1-0,,,
Marijampole op,1994.??.??,1-0,2025,2240,
Marijampole op,1994.??.??,1-0,2415,,
Marijampole op,1994.??.??,1-0,2185,,
Marijampole op,1994.??.??,1-0,2125,,
Marijampole op,1994.??.??,1-0,,,
Marijampole op,1994.??.??,0-1,,,
Marijampole op,1994.??.??,1-0,2280,,
Marijampole op,1994.??.??,0-1,,2065,
Marijampole op,1994.??.??,1-0,2380,,
Marijampole op,1994.??.??,1-0,,,
Marijampole op,1994.??.??,0-1,,2195,
Marijampole op,1994.??.??,1-0,2080,,
Marijampole op,1994.??.??,1-0,,,
Marijampole op,1994.??.??,1-0,,,
Marijampole op,1994.??.??,1-0,,,
Marijampole op,1994.??.??,0-1,,,
Marijampole op,1994.??.??,0-1,,2125,
Marijampole op,1994.??.??,0-1,,,
Marijampole op,1994.??.??,1-0,2100,,
Marijampole op,1994.??.??,0-1,,2105,
Marijampole op,1994.??.??,1-0,,2215,
Marijampole op,1994.??.??,0-1,,,
Marijampole op,1994.??.??,0-1,,2250,
Marijampole op,1994.??.??,1-0,2195,,
Marijampole op,1994.??.??,1-0,2015,,
Marijampole op,1994.??.??,1/2-1/2,,,
Marijampole op,1994.??.??,0-1,,2280,
Marijampole op,1994.??.??,0-1,,2225,
Marijampole op,1994.??.??,1/2-1/2,2160,,
Marijampole op,1994.??.??,0-1,,2345,
Marijampole op,1994.??.??,0-1,,,
Marijampole op,1994.??.??,0-1,,,
Marijampole op,1994.??.??,1-0,2240,,
Marijampole op,1994.??.??,1-0,2105,,
Marijampole op,1994.??.??,1-0,2370,,
Marijampole op,1994.??.??,0-1,,2185,
Marijampole op,1994.??.??,0-1,,2165,
Marijampole op,1994.??.??,1/2-1/2,,2415,
Marijampole op,1994.??.??,1-0,2065,,
Marijampole op,1994.??.??,1/2-1/2,2180,,
Marijampole op,1994.??.??,0-1,2380,2005,
Marijampole op,1994.??.??,0-1,,,
Marijampole op,1994.??.??,1-0,2315,,
Marijampole op,1994.??.??,0-1,,2380,
Marijampole op,1994.??.??,0-1,,,
Marijampole op,1994.??.??,0-1,2250,,
Marijampole op,1994.??.??,0-1,,2160,
Marijampole op,1994.??.??,0-1,,2195,
Marijampole op,1994.??.??,1-0,,,
Marijampole op,1994.??.??,1-0,2165,,
Marijampole op,1994.??.??,1-0,,,
Marijampole op,1994.??.??,1-0,,,
Marijampole op,1994.??.??,1-0,2225,2065,
Marijampole op,1994.??.??,0-1,2345,2105,
Marijampole op,1994.??.??,1/2-1/2,,,
Marijampole op,1994.??.??,0-1,,,
Marijampole op,1994.??.??,0-1,,,
Marijampole op,1994.??.??,1-0,,,
Marijampole op,1994.??.??,0-1,2275,,
Marijampole op,1994.??.??,0-1,,,
Marijampole op,1994.??.??,0-1,,,
Marijampole op,1994.??.??,1-0,,,
Marijampole op,1994.??.??,1-0,,,
Marijampole op,1994.??.??,0-1,2025,2315,
Marijampole op,1994.??.??,0-1,,2380,
Marijampole op,1994.??.??,1-0,2415,,
Marijampole op,1994.??.??,0-1,2105,2370,
Marijampole op,1994.??.??,0-1,2240,,
Marijampole op,1994.??.??,0-1,2005,2265,
Marijampole op,1994.??.??,1-0,2185,2015,
Marijampole op,1994.??.??,1-0,2280,2100,
Marijampole op,1994.??.??,1-0,2380,2125,
Marijampole op,1994.??.??,0-1,,,
Marijampole op,1994.??.??,1-0,2080,,
Marijampole op,1994.??.??,1/2-1/2,,2005,
Marijampole op,1994.??.??,0-1,,,
Marijampole op,1994.??.??,0-1,,2345,
Marijampole op,1994.??.??,1-0,,,
Marijampole op,1994.??.??,0-1,2100,,
Marijampole op,1994.??.??,0-1,,2080,
Marijampole op,1994.??.??,0-1,,2025,
Marijampole op,1994.??.??,1-0,,,
Marijampole op,1994.??.??,1/2-1/2,2195,2380,
Marijampole op,1994.??.??,1/2-1/2,2015,,
Marijampole op,1994.??.??,0-1,,2215,
Marijampole op,1994.??.??,1/2-1/2,,,
Marijampole op,1994.??.??,1/2-1/2,,,
Marijampole op,1994.??.??,0-1,2160,2415,
Marijampole op,1994.??.??,1-0,,,
Marijampole op,1994.??.??,1-0,,,
Marijampole op,1994.??.??,0-1,,,
Marijampole op,1994.??.??,0-1,,,
Marijampole op,1994.??.??,1/2-1/2,2105,2280,
Marijampole op,1994.??.??,1/2-1/2,2370,2225,
Marijampole op,1994.??.??,0-1,,,
Marijampole op,1994.??.??,1/2-1/2,,,
Marijampole op,1994.??.??,1/2-1/2,,,
Marijampole op,1994.??.??,1-0,,,
Marijampole op,1994.??.??,1-0,2065,,
Marijampole op,1994.??.??,1/2-1/2,2180,,
Marijampole op,1994.??.??,1-0,2380,,
Marijampole op,1994.??.??,1-0,2265,2165,
Marijampole op,1994.??.??,1-0,2315,2185,
Marijampole op,1994.??.??,1/2-1/2,,,
Marijampole op,1994.??.??,1/2-1/2,,2180,
Marijampole op,1994.??.??,0-1,2250,,
Marijampole op,1994.??.??,0-1,,,
Marijampole op,1994.??.??,1-0,2165,,
Marijampole op,1994.??.??,1/2-1/2,,2125,
Marijampole op,1994.??.??,1-0,,,
Marijampole op,1994.??.??,0-1,2225,,
Marijampole op,1994.??.??,1/2-1/2,2345,2065,
Marijampole op,1994.??.??,0-1,,2100,
Marijampole op,1994.??.??,0-1,,,
Marijampole op,1994.??.??,0-1,,,
Marijampole op,1994.??.??,1-0,,,
Marijampole op,1994.??.??,1-0,,,
Marijampole op,1994.??.??,0-1,,,
Marijampole op,1994.??.??,1-0,,,
Marijampole op,1994.??.??,0-1,2025,2380,
Marijampole op,1994.??.??,0-1,,,
Marijampole op,1994.??.??,1-0,2415,2195,
Marijampole op,1994.??.??,0-1,2185,,
Marijampole op,1994.??.??,0-1,,2105,
Marijampole op,1994.??.??,1/2-1/2,,,
Marijampole op,1994.??.??,1/2-1/2,2280,2370,
Marijampole op,1994.??.??,0-1,2265,2315,
Marijampole op,1994.??.??,1-0,,,
Marijampole op,1994.??.??,0-1,,2235,
Marijampole op,1994.??.??,1-0,2380,2105,
Marijampole op,1994.??.??,1/2-1/2,,2160,
Marijampole op,1994.??.??,0-1,,,
Marijampole op,1994.??.??,1-0,2080,,
Marijampole op,1994.??.??,1-0,,,
Marijampole op,1994.??.??,0-1,,2275,
Marijampole op,1994.??.??,1/2-1/2,,,
Marijampole op,1994.??.??,1-0,,,
Marijampole op,1994.??.??,0-1,2100,,
Marijampole op,1994.??.??,1-0,,,
Marijampole op,1994.??.??,1/2-1/2,,2280,
Marijampole op,1994.??.??,1-0,2195,2080,
Marijampole op,1994.??.??,1-0,,,
Marijampole op,1994.??.??,0-1,,,
Marijampole op,1994.??.??,0-1,,2225,
Marijampole op,1994.??.??,1-0,,2215,
Marijampole op,1994.??.??,0-1,,,
Marijampole op,1994.??.??,0-1,,,
Marijampole op,1994.??.??,1-0,2160,,
Marijampole op,1994.??.??,1-0,,2235,
Marijampole op,1994.??.??,0-1,,,
Marijampole op,1994.??.??,0-1,,,
Marijampole op,1994.??.??,1-0,,,
Marijampole op,1994.??.??,1-0,2105,,
Marijampole op,1994.??.??,1-0,2105,,
Marijampole op,1994.??.??,1-0,2370,2165,
Marijampole op,1994.??.??,1-0,,,
Marijampole op,1994.??.??,1-0,,,
Marijampole op,1994.??.??,1-0,2125,2005,
Marijampole op,1994.??.??,1/2-1/2,,2380,
Marijampole op,1994.??.??,1/2-1/2,2065,,
Marijampole op,1994.??.??,1/2-1/2,2180,,
Marijampole op,1994.??.??,1-0,2380,2265,
Marijampole op,1994.??.??,1/2-1/2,2315,2415,
Marijampole op,1994.??.??,1-0,,2345,
Marijampole op,1994.??.??,0-1,,2100,
Marijampole op,1994.??.??,1/2-1/2,,2180,
Marijampole op,1994.??.??,1-0,,,
Marijampole op,1994.??.??,1-0,,,
Marijampole op,1994.??.??,1-0,2165,,
Marijampole op,1994.??.??,1/2-1/2,,2160,
Marijampole op,1994.??.??,0-1,,2065,
Marijampole op,1994.??.??,1-0,2225,2105,
Marijampole op,1994.??.??,1-0,2345,,
Marijampole op,1994.??.??,1-0,,,
Marijampole op,1994.??.??,1/2-1/2,,,
Marijampole op,1994.??.??,1-0,2275,,
Marijampole op,1994.??.??,0-1,,,
Marijampole op,1994.??.??,1-0,,,
Marijampole op,1994.??.??,1-0,2025,,
Marijampole op,1994.??.??,1/2-1/2,2415,2370,
Marijampole op,1994.??.??,1-0,2005,,
Marijampole op,1994.??.??,1-0,2185,,
Marijampole op,1994.??.??,1/2-1/2,2125,,
Marijampole op,1994.??.??,1/2-1/2,,,
Marijampole op,1994.??.??,1-0,,,
Marijampole op,1994.??.??,1-0,2280,2015,
Marijampole op,1994.??.??,0-1,,2380,
Marijampole op,1994.??.??,1/2-1/2,,,
Marijampole op,1994.??.??,1-0,,,
Marijampole op,1994.??.??,1-0,2265,,
Marijampole op,1994.??.??,1-0,2380,2315,
Marijampole op,1994.??.??,1-0,,,
Marijampole op,1994.??.??,1-0,,2105,
Marijampole op,1994.??.??,1/2-1/2,,2195,
Marijampole op,1994.??.??,0-1,,2345,
Marijampole op,1994.??.??,1-0,,,
Marijampole op,1994.??.??,1/2-1/2,,,
Marijampole op,1994.??.??,1/2-1/2,,,
Marijampole op,1994.??.??,1-0,,,
Marijampole op,1994.??.??,1-0,2100,2235,
Marijampole op,1994.??.??,1-0,,,
Marijampole op,1994.??.??,0-1,,,
Marijampole op,1994.??.??,1/2-1/2,,2215,
Marijampole op,1994.??.??,0-1,,,
Marijampole op,1994.??.??,1-0,2195,,
Marijampole op,1994.??.??,1/2-1/2,,,
Marijampole op,1994.??.??,0-1,,,
Marijampole op,1994.??.??,1-0,,,
Marijampole op,1994.??.??,1-0,,,
Marijampole op,1994.??.??,1-0,,2275,
Marijampole op,1994.??.??,1/2-1/2,,,
Marijampole op,1994.??.??,0-1,,,
Marijampole op,1994.??.??,0-1,,2025,
Marijampole op,1994.??.??,1-0,2105,,
Marijampole op,1994.??.??,1-0,2105,,
Marijampole op,1994.??.??,1/2-1/2,2370,2265,
Marijampole op,1994.??.??,1-0,,,
Marijampole op,1994.??.??,1-0,2185,,
Marijampole op,1994.??.??,0-1,,,
Marijampole op,1994.??.??,0-1,2280,2415,
Marijampole op,1994.??.??,1-0,2065,2125,
Marijampole op,1994.??.??,0-1,2380,2380,
Marijampole op,1994.??.??,0-1,2080,2165,
Marijampole op,1994.??.??,0-1,2315,2225,
Marijampole op,1994.??.??,1/2-1/2,,,
Marijampole op,1994.??.??,1/2-1/2,,,
Marijampole op,1994.??.??,1/2-1/2,,,
Marijampole op,1994.??.??,1-0,2250,,
Marijampole op,1994.??.??,0-1,,,
Marijampole op,1994.??.??,1-0,,,
Marijampole op,1994.??.??,0-1,2165,2195,
Marijampole op,1994.??.??,1/2-1/2,,2100,
Marijampole op,1994.??.??,1/2-1/2,2225,2380,
Marijampole op,1994.??.??,1-0,2345,2185,
Marijampole op,1994.??.??,1/2-1/2,,,
Marijampole op,1994.??.??,1-0,,,
Marijampole op,1994.??.??,1/2-1/2,,,
Marijampole op,1994.??.??,1/2-1/2,2215,,
Marijampole op,1994.??.??,1-0,,,
Marijampole op,1994.??.??,0-1,2235,,
Marijampole op,1994.??.??,0-1,2275,,
Marijampole op,1994.??.??,1/2-1/2,,,
Marijampole op,1994.??.??,1-0,,,
Marijampole op,1994.??.??,1-0,,,
Marijampole op,1994.??.??,0-1,,,
Marijampole op,1994.??.??,1-0,2025,,
Marijampole op,1994.??.??,0-1,2005,2280,
Marijampole op,1994.??.??,1-0,2125,2015,
Marijampole op,1994.??.??,1/2-1/2,,,
Marijampole op,1994.??.??,1/2-1/2,,,
Marijampole op,1994.??.??,0-1,,2370,
Marijampole op,1994.??.??,1/2-1/2,2180,,
Marijampole op,1994.??.??,1/2-1/2,,,
Marijampole op,1994.??.??,0-1,2265,2105,
Marijampole op,1994.??.??,1/2-1/2,2380,2415,
Marijampole op,1994.??.??,0-1,,2160,
Marijampole op,1994.??.??,1/2-1/2,2315,2065,
Marijampole op,1994.??.??,1/2-1/2,,2105,
Maromme op,1994.??.??,1-0,,2445,
Maromme op,1994.??.??,0-1,2405,2465,
Maromme op,1994.??.??,1-0,2405,,
Maromme op,1994.??.??,1/2-1/2,2405,2445,
Maromme op,1994.??.??,0-1,2175,,
Maromme op,1994.??.??,1-0,,,
Maromme op,1994.??.??,0-1,,2445,
Maromme op,1994.??.??,1-0,2390,,
Maromme op,1994.??.??,1-0,2390,,
Maromme op,1994.??.??,1/2-1/2,2390,2490,
Maromme op,1994.??.??,1/2-1/2,2390,,
Maromme op,1994.??.??,0-1,,2380,
Maromme op,1994.??.??,0-1,,2455,
Maromme op,1994.??.??,1/2-1/2,2290,2490,
Maromme op,1994.??.??,1-0,2290,,
Maromme op,1994.??.??,0-1,2330,,
Maromme op,1994.??.??,1-0,2380,2330,
Maromme op,1994.??.??,1-0,2380,,
Maromme op,1994.??.??,0-1,2380,2525,
Maromme op,1994.??.??,1-0,2380,,
Maromme op,1994.??.??,0-1,,2350,
Maromme op,1994.??.??,1-0,,,
Maromme op,1994.??.??,0-1,,2535,
Maromme op,1994.??.??,1-0,,,
Maromme op,1994.??.??,1-0,,,
Maromme op,1994.??.??,0-1,,2190,
Maromme op,1994.??.??,0-1,2235,2405,
Maromme op,1994.??.??,1-0,,,
Maromme op,1994.??.??,0-1,,2290,
Maromme op,1994.??.??,1-0,2285,2285,
Maromme op,1994.??.??,0-1,2285,2445,
Maromme op,1994.??.??,0-1,,2470,
Maromme op,1994.??.??,0-1,,,
Maromme op,1994.??.??,1/2-1/2,2470,2525,
Maromme op,1994.??.??,1-0,2470,,
Maromme op,1994.??.??,1-0,2470,,
Maromme op,1994.??.??,0-1,,2455,
Maromme op,1994.??.??,0-1,,,
Maromme op,1994.??.??,1-0,,,
Maromme op,1994.??.??,1-0,2410,,
Maromme op,1994.??.??,0-1,2410,2495,
Maromme op,1994.??.??,1-0,2410,,
Maromme op,1994.??.??,1/2-1/2,2455,2470,
Maromme op,1994.??.??,1-0,2455,2190,
Maromme op,1994.??.??,0-1,,2175,
Maromme op,1994.??.??,1-0,2490,2285,
Maromme op,1994.??.??,1-0,2490,,
Maromme op,1994.??.??,1/2-1/2,2490,2285,
Maromme op,1994.??.??,1-0,2490,2230,
Maromme op,1994.??.??,0-1,2395,,
Maromme op,1994.??.??,0-1,,,
Maromme op,1994.??.??,0-1,,2470,
Maromme op,1994.??.??,1/2-1/2,2465,2390,
Maromme op,1994.??.??,1-0,2465,,
Maromme op,1994.??.??,1/2-1/2,2465,2285,
Maromme op,1994.??.??,1-0,2535,2175,
Maromme op,1994.??.??,1-0,2535,2390,
Maromme op,1994.??.??,0-1,2535,2455,
Maromme op,1994.??.??,1/2-1/2,2525,2405,
Maromme op,1994.??.??,1-0,2525,,
Maromme op,1994.??.??,1-0,2525,,
Maromme op,1994.??.??,1-0,,,
Maromme op,1994.??.??,1-0,,2230,
Maromme op,1994.??.??,0-1,,2495,
Maromme op,1994.??.??,1/2-1/2,2350,2235,
Maromme op,1994.??.??,1-0,,,
Maromme op,1994.??.??,1-0,,,
Maromme op,1994.??.??,0-1,2190,2525,
Maromme op,1994.??.??,0-1,2190,2445,
Maromme op,1994.??.??,1-0,,,
Maromme op,1994.??.??,1-0,,2395,
Maromme op,1994.??.??,0-1,,,
Maromme op,1994.??.??,1-0,2190,,
Maromme op,1994.??.??,1/2-1/2,2190,2470,
Maromme op,1994.??.??,0-1,2290,2355,
Maromme op,1994.??.??,1-0,,,
Maromme op,1994.??.??,1-0,,2290,
Maromme op,1994.??.??,0-1,,2525,
Maromme op,1994.??.??,1-0,,,
Maromme op,1994.??.??,0-1,,2405,
Maromme op,1994.??.??,0-1,,2535,
Maromme op,1994.??.??,1-0,2445,2290,
Maromme op,1994.??.??,1-0,2445,,
Maromme op,1994.??.??,1/2-1/2,2445,2470,
Maromme op,1994.??.??,1-0,2445,2470,
Maromme op,1994.??.??,0-1,,2230,
Maromme op,1994.??.??,1-0,,,
Maromme op,1994.??.??,1/2-1/2,,2190,
Maromme op,1994.??.??,1-0,,,
Maromme op,1994.??.??,1/2-1/2,2355,2290,
Maromme op,1994.??.??,1-0,2355,,
Maromme op,1994.??.??,1-0,2355,,
Maromme op,1994.??.??,1-0,2495,,
Maromme op,1994.??.??,1/2-1/2,2495,2535,
Maromme op,1994.??.??,1-0,2495,,
Maromme op,1994.??.??,1-0,2235,2405,
Maromme op,1994.??.??,0-1,2235,2535,
Maromme op,1994.??.??,1/2-1/2,2235,2470,
Maromme op,1994.??.??,1-0,2235,,
Maromme op,1994.??.??,0-1,2270,2470,
Maromme op,1994.??.??,0-1,2115,2285,
Maromme op,1994.??.??,1/2-1/2,2115,,
Maromme op,1994.??.??,0-1,,2525,
Maromme op,1994.??.??,1-0,2445,,
Maromme op,1994.??.??,1-0,2445,,
Maromme op,1994.??.??,1/2-1/2,2525,2410,
Maromme op,1994.??.??,1/2-1/2,2525,2495,
Maromme op,1994.??.??,0-1,2435,2445,
Maromme op,1994.??.??,0-1,,2490,
Maromme op,1994.??.??,1-0,,,
Maromme op,1994.??.??,1-0,,,
Maromme op,1994.??.??,0-1,,2390,
Maromme op,1994.??.??,0-1,,,
Maromme op,1994.??.??,1-0,,2175,
Maromme op,1994.??.??,1-0,,2380,
Maromme op,1994.??.??,0-1,,2235,
Maromme op,1994.??.??,0-1,,2465,
Maromme op,1994.??.??,1/2-1/2,,2495,
Maromme op,1994.??.??,1-0,2470,,
Maromme op,1994.??.??,0-1,,2465,
Maromme op,1994.??.??,0-1,,2350,
Maromme op,1994.??.??,0-1,,2410,
Massy op,1994.??.??,1-0,2410,2275,
Mecklenburg VP LL 9495,1994.??.??,1/2-1/2,1860,1970,
Mecklenburg VP LL 9495,1994.??.??,1/2-1/2,1945,1995,
Mecklenburg VP LL 9495,1995.??.??,0-1,1615,1815,
Mecklenburg VP LL 9495,1995.??.??,0-1,1935,1930,
Mecklenburg VP LL 9495,1995.??.??,1/2-1/2,1935,,
Mecklenburg VP LL 9495,1995.??.??,1-0,2010,2035,
Mecklenburg VP LL 9495,1995.??.??,1/2-1/2,2010,2270,
Mecklenburg VP LL 9495,1995.??.??,1-0,2010,1965,
Mecklenburg VP LL 9495,1995.??.??,1/2-1/2,2010,2030,
Mecklenburg VP LL 9495,1995.??.??,0-1,2120,2180,
Mecklenburg VP LL 9495,1995.??.??,1/2-1/2,2120,1970,
Mecklenburg VP LL 9495,1995.??.??,1-0,2115,2030,
Mecklenburg VP LL 9495,1995.??.??,1/2-1/2,2115,2155,
Mecklenburg VP LL 9495,1995.??.??,1-0,2075,1960,
Mecklenburg VP LL 9495,1995.??.??,1-0,2075,2095,
Mecklenburg VP LL 9495,1995.??.??,1-0,2075,1900,
Mecklenburg VP LL 9495,1995.??.??,1/2-1/2,2075,2110,
Mecklenburg VP LL 9495,1995.??.??,1/2-1/2,2100,1930,
Mecklenburg VP LL 9495,1995.??.??,1-0,2100,2060,
Mecklenburg VP LL 9495,1995.??.??,0-1,1680,,
Mecklenburg VP LL 9495,1995.??.??,0-1,1745,2050,
Mecklenburg VP LL 9495,1995.??.??,0-1,2005,2010,
Mecklenburg VP LL 9495,1995.??.??,1/2-1/2,2005,2015,
Mecklenburg VP LL 9495,1995.??.??,1/2-1/2,2005,2060,
Mecklenburg VP LL 9495,1995.??.??,1-0,2030,1945,
Mecklenburg VP LL 9495,1995.??.??,1/2-1/2,2030,2075,
Mecklenburg VP LL 9495,1995.??.??,0-1,1940,1970,
Mecklenburg VP LL 9495,1995.??.??,0-1,1940,1885,
Mecklenburg VP LL 9495,1995.??.??,1-0,1940,1990,
Mecklenburg VP LL 9495,1995.??.??,1-0,1910,1960,
Mecklenburg VP LL 9495,1995.??.??,0-1,2010,2180,
Mecklenburg VP LL 9495,1995.??.??,1-0,2010,2120,
Mecklenburg VP LL 9495,1995.??.??,1/2-1/2,2010,2060,
Mecklenburg VP LL 9495,1995.??.??,1/2-1/2,1795,1850,
Mecklenburg VP LL 9495,1995.??.??,1/2-1/2,2010,1920,
