Event,Date,Result,WhiteElo,BlackElo,ECO,TimeControl
Amber-blindfold 19th,2010.03.20,1-0,2790,2782,D40,
Amber-blindfold 19th,2010.03.20,0-1,2737,2725,E05,
Amber-blindfold 19th,2010.03.21,1/2-1/2,2782,2750,E03,
Amber-blindfold 19th,2010.03.21,0-1,2813,2790,D24,
Amber-blindfold 19th,2010.03.21,1/2-1/2,2748,2713,B96,
Amber-blindfold 19th,2010.03.21,0-1,2725,2756,B90,
Amber-blindfold 19th,2010.03.21,1/2-1/2,2651,2740,B61,
Amber-blindfold 19th,2010.03.21,1-0,2750,2737,D11,
Amber-blindfold 19th,2010.03.23,1/2-1/2,2713,2813,E05,
Amber-blindfold 19th,2010.03.23,1/2-1/2,2740,2748,B82,
Amber-blindfold 19th,2010.03.23,1/2-1/2,2750,2725,D16,
Amber-blindfold 19th,2010.03.23,1-0,2756,2651,A11,
Amber-blindfold 19th,2010.03.23,1/2-1/2,2790,2750,D80,
Amber-blindfold 19th,2010.03.23,1-0,2737,2782,D85,
Amber-blindfold 19th,2010.03.24,1-0,2782,2756,A29,
Amber-blindfold 19th,2010.03.24,1-0,2813,2737,C78,
Amber-blindfold 19th,2010.03.24,1/2-1/2,2748,2790,C42,
Amber-blindfold 19th,2010.03.24,1/2-1/2,2725,2740,B87,
Amber-blindfold 19th,2010.03.24,1/2-1/2,2651,2713,C45,
Amber-blindfold 19th,2010.03.24,1/2-1/2,2750,2750,D45,
Amber-blindfold 19th,2010.03.25,0-1,2713,2782,D13,
Amber-blindfold 19th,2010.03.25,1/2-1/2,2740,2750,C91,
Amber-blindfold 19th,2010.03.25,1/2-1/2,2750,2748,E11,
Amber-blindfold 19th,2010.03.25,1-0,2756,2813,E70,
Amber-blindfold 19th,2010.03.25,1-0,2790,2725,E15,
Amber-blindfold 19th,2010.03.25,1/2-1/2,2737,2651,D10,
EU-ch 11th playoff Medals,2010.03.18,0-1,2652,2704,D26,
EU-ch 11th playoff Medals,2010.03.18,1/2-1/2,2704,2652,A37,
EU-ch 11th playoffs,2010.03.18,1-0,2653,2668,D02,
EU-ch 11th playoffs,2010.03.18,0-1,2649,2703,D02,
EU-ch 11th playoffs,2010.03.18,0-1,2708,2708,B80,
EU-ch 11th playoffs,2010.03.18,1-0,2681,2651,B90,
EU-ch 11th playoffs,2010.03.18,1-0,2680,2639,E94,
EU-ch 11th playoffs,2010.03.18,1-0,2643,2657,B53,
EU-ch 11th playoffs,2010.03.18,1-0,2642,2678,B53,
EU-ch 11th playoffs,2010.03.18,1-0,2678,2642,C14,
EU-ch 11th playoffs,2010.03.18,1/2-1/2,2703,2649,B07,
EU-ch 11th playoffs,2010.03.18,1/2-1/2,2651,2681,E55,
EU-ch 11th playoffs,2010.03.18,1/2-1/2,2668,2653,C13,
EU-ch 11th playoffs,2010.03.18,1-0,2639,2680,A29,
EU-ch 11th playoffs,2010.03.18,1/2-1/2,2708,2708,B53,
EU-ch 11th playoffs,2010.03.18,1-0,2657,2643,C03,
EU-ch 11th playoffs,2010.03.18,1/2-1/2,2680,2639,A41,
EU-ch 11th playoffs,2010.03.18,0-1,2643,2657,B53,
EU-ch 11th playoffs,2010.03.18,0-1,2642,2678,C38,
EU-ch 11th playoffs,2010.03.18,0-1,2678,2642,A43,
EU-ch 11th playoffs,2010.03.18,1-0,2639,2680,C01,
EU-ch 11th playoffs,2010.03.18,0-1,2657,2643,C01,
EU-ch 11th playoffs,2010.03.18,1-0,2643,2657,B53,
EU-ch 11th playoffs,2010.03.18,1-0,2642,2678,C00,
Agzamov Memorial 04th,2010.03.30,1/2-1/2,2653,2648,D31,
FRA-chT Top 16 GpA,2010.03.28,1/2-1/2,2750,2714,E04,
FRA-chT Top 16 GpA,2010.04.30,1/2-1/2,2714,2663,C10,
FRA-chT Top 16 GpA,2010.05.01,1/2-1/2,2663,2727,D74,
FRA-chT Top 16 GpB,2010.03.26,1/2-1/2,2725,2660,E07,
FRA-chT Top 16 GpB,2010.03.27,1/2-1/2,2684,2670,C67,
FRA-chT Top 16 GpB,2010.03.28,1/2-1/2,2660,2684,D37,
FRA-chT Top 16 GpB,2010.04.29,1/2-1/2,2684,2639,C64,
FRA-chT Top 16 GpB,2010.04.30,0-1,2725,2639,D41,
FRA-chT Top 16 GpB,2010.05.01,1/2-1/2,2748,2639,D16,
FRA-chT Top 16 GpB,2010.05.01,1/2-1/2,2639,2660,E34,
La Roda op 37th,2010.04.04,1/2-1/2,2643,2641,D31,
RUS-chT 17th,2010.04.01,1/2-1/2,2750,2737,D79,
RUS-chT 17th,2010.04.01,1/2-1/2,2667,2657,D71,
RUS-chT 17th,2010.04.01,1/2-1/2,2667,2680,D46,
RUS-chT 17th,2010.04.01,0-1,2705,2725,C93,
RUS-chT 17th,2010.04.01,1/2-1/2,2655,2665,A28,
RUS-chT 17th,2010.04.01,1/2-1/2,2715,2684,E05,
RUS-chT 17th,2010.04.02,1-0,2656,2756,B90,
RUS-chT 17th,2010.04.02,1/2-1/2,2700,2674,A38,
RUS-chT 17th,2010.04.02,0-1,2684,2701,C88,
RUS-chT 17th,2010.04.02,0-1,2736,2705,D31,
RUS-chT 17th,2010.04.02,1/2-1/2,2667,2667,C13,
RUS-chT 17th,2010.04.02,1/2-1/2,2737,2749,A29,
RUS-chT 17th,2010.04.03,1/2-1/2,2750,2656,D76,
RUS-chT 17th,2010.04.04,1/2-1/2,2680,2697,D45,
RUS-chT 17th,2010.04.04,0-1,2756,2750,D43,
RUS-chT 17th,2010.04.04,1/2-1/2,2725,2725,C67,
RUS-chT 17th,2010.04.04,1/2-1/2,2721,2715,E35,
RUS-chT 17th,2010.04.04,1/2-1/2,2684,2710,C19,
RUS-chT 17th,2010.04.04,1/2-1/2,2640,2655,B51,
RUS-chT 17th,2010.04.04,1/2-1/2,2657,2643,A33,
RUS-chT 17th,2010.04.04,1-0,2709,2674,C78,
RUS-chT 17th,2010.04.04,1-0,2737,2748,D11,
RUS-chT 17th,2010.04.04,1/2-1/2,2750,2705,A28,
RUS-chT 17th,2010.04.04,0-1,2656,2736,C67,
RUS-chT 17th,2010.04.05,0-1,2725,2736,B12,
RUS-chT 17th,2010.04.05,1/2-1/2,2697,2700,C07,
RUS-chT 17th,2010.04.05,1/2-1/2,2701,2721,D12,
RUS-chT 17th,2010.04.05,1/2-1/2,2749,2756,E05,
RUS-chT 17th,2010.04.07,1/2-1/2,2700,2680,A28,
RUS-chT 17th,2010.04.07,0-1,2736,2725,E05,
RUS-chT 17th,2010.04.07,1/2-1/2,2750,2749,D94,
RUS-chT 17th,2010.04.07,1-0,2660,2667,D15,
RUS-chT 17th,2010.04.07,1/2-1/2,2652,2665,A06,
RUS-chT 17th,2010.04.07,1-0,2715,2701,A63,
RUS-chT 17th,2010.04.07,1/2-1/2,2656,2748,B43,
RUS-chT 17th,2010.04.08,1-0,2748,2756,B97,
RUS-chT 17th,2010.04.08,1/2-1/2,2725,2750,D78,
RUS-chT 17th,2010.04.08,1/2-1/2,2697,2709,B22,
RUS-chT 17th,2010.04.08,0-1,2710,2721,D15,
RUS-chT 17th,2010.04.09,1/2-1/2,2640,2652,B70,
RUS-chT 17th,2010.04.09,1/2-1/2,2750,2748,D23,
RUS-chT 17th,2010.04.09,1/2-1/2,2667,2643,E11,
RUS-chT 17th,2010.04.09,1/2-1/2,2709,2680,B52,
RUS-chT 17th,2010.04.09,1/2-1/2,2750,2725,C47,
RUS-chT 17th,2010.04.09,1/2-1/2,2715,2710,B83,
RUS-chT 17th,2010.04.09,1/2-1/2,2656,2737,C65,
RUS-chT 17th,2010.04.10,0-1,2684,2721,C67,
RUS-chT 17th,2010.04.10,0-1,2725,2705,D43,
RUS-chT 17th,2010.04.10,1/2-1/2,2737,2756,E36,
RUS-chT 17th,2010.04.10,1-0,2697,2667,C45,
RUS-chT 17th,2010.04.10,0-1,2645,2640,E13,
RUS-chT 17th,2010.04.10,1/2-1/2,2748,2749,D10,
RUS-chT 17th,2010.04.10,1/2-1/2,2667,2709,B46,
RUS-chT 17th,2010.04.10,1/2-1/2,2701,2750,D91,
RUS-chT 17th,2010.04.10,1/2-1/2,2710,2700,E36,
RUS-chT 17th,2010.04.10,1/2-1/2,2643,2668,B30,
CHN-chT 6th,2010.04.17,1/2-1/2,2704,2650,C67,
CHN-chT 6th,2010.06.07,1/2-1/2,2715,2650,D87,
CHN-chT 6th,2010.06.08,0-1,2642,2715,A32,
CHN-chT 6th,2010.06.08,1-0,2650,2682,D10,
CHN-chT 6th,2010.06.09,1/2-1/2,2667,2721,D15,
CHN-chT 6th,2010.07.25,1-0,2749,2650,E62,
CHN-chT 6th,2010.10.13,1/2-1/2,2667,2715,B51,
CHN-chT 6th,2010.10.13,1/2-1/2,2749,2682,D94,
CHN-chT 6th,2010.10.14,0-1,2682,2650,A33,
CHN-chT 6th,2010.10.15,1/2-1/2,2704,2715,C11,
CHN-chT 6th,2010.11.03,1-0,2749,2650,A11,
Asian Continental op 09th,2010.04.27,0-1,2665,2667,D15,
Asian Continental op 09th,2010.04.28,1-0,2650,2686,D26,
Asian Continental op 09th,2010.04.29,1/2-1/2,2665,2650,C67,
Prague Cez Trophy m,2010.04.22,1/2-1/2,2708,2682,C83,
Prague Cez Trophy m,2010.04.22,1-0,2682,2708,C95,
Prague Cez Trophy m,2010.04.22,0-1,2708,2682,A33,
Prague Cez Trophy m,2010.04.23,1-0,2682,2708,C95,
Prague Cez Trophy m,2010.04.23,0-1,2708,2682,E13,
Prague Cez Trophy m,2010.04.23,0-1,2682,2708,B46,
Prague Cez Trophy m,2010.04.24,0-1,2708,2682,E12,
Prague Cez Trophy m,2010.04.24,1/2-1/2,2682,2708,C19,
World-ch Anand-Topalov +3-2=7,2010.04.24,1-0,2805,2787,D87,
World-ch Anand-Topalov +3-2=7,2010.04.25,1-0,2787,2805,E04,
World-ch Anand-Topalov +3-2=7,2010.04.27,1/2-1/2,2805,2787,D17,
World-ch Anand-Topalov +3-2=7,2010.04.28,1-0,2787,2805,E04,
World-ch Anand-Topalov +3-2=7,2010.04.30,1/2-1/2,2805,2787,D17,
World-ch Anand-Topalov +3-2=7,2010.05.01,1/2-1/2,2787,2805,E04,
World-ch Anand-Topalov +3-2=7,2010.05.03,1/2-1/2,2787,2805,E11,
World-ch Anand-Topalov +3-2=7,2010.05.04,1-0,2805,2787,D17,
World-ch Anand-Topalov +3-2=7,2010.05.06,1/2-1/2,2787,2805,E54,
World-ch Anand-Topalov +3-2=7,2010.05.07,1/2-1/2,2805,2787,D87,
World-ch Anand-Topalov +3-2=7,2010.05.09,1/2-1/2,2787,2805,A29,
World-ch Anand-Topalov +3-2=7,2010.05.11,0-1,2805,2787,D56,
Baku Presidents Cup,2010.04.29,1-0,2702,2740,A48,
Baku Presidents Cup,2010.04.29,1-0,2790,2639,A34,
Baku Presidents Cup,2010.04.29,1-0,2760,2682,E15,
Baku Presidents Cup,2010.04.29,1-0,2760,2790,D38,
Baku Presidents Cup,2010.04.29,1/2-1/2,2682,2740,B32,
Baku Presidents Cup,2010.04.29,1/2-1/2,2650,2702,B80,
Baku Presidents Cup,2010.04.30,1-0,2702,2639,B08,
Baku Presidents Cup,2010.04.30,1/2-1/2,2790,2682,D32,
Baku Presidents Cup,2010.04.30,1-0,2740,2650,B94,
Baku Presidents Cup,2010.04.30,1/2-1/2,2639,2740,B32,
Baku Presidents Cup,2010.04.30,0-1,2760,2702,D15,
Baku Presidents Cup,2010.04.30,1/2-1/2,2682,2650,C07,
Baku Presidents Cup,2010.04.30,0-1,2702,2790,A45,
Baku Presidents Cup,2010.04.30,1/2-1/2,2740,2760,D37,
Baku Presidents Cup,2010.04.30,1-0,2650,2639,B31,
Baku Presidents Cup,2010.05.01,1-0,2790,2740,E94,
Baku Presidents Cup,2010.05.01,1-0,2760,2650,D85,
Baku Presidents Cup,2010.05.01,0-1,2682,2639,B38,
Baku Presidents Cup,2010.05.01,1/2-1/2,2702,2682,A03,
Baku Presidents Cup,2010.05.01,0-1,2639,2760,A49,
Baku Presidents Cup,2010.05.01,0-1,2650,2790,C48,
ITA-chT 42nd,2010.04.30,1-0,2680,2737,E01,
ITA-chT 42nd,2010.04.30,1/2-1/2,2708,2680,B33,
ITA-chT 42nd,2010.05.01,1-0,2737,2708,C67,
Sarajevo Bosna op 40th,2010.05.10,1/2-1/2,2640,2672,E20,
Sarajevo Bosna op 40th,2010.05.11,1-0,2677,2640,C92,
Sarajevo Bosna op 40th,2010.05.12,1/2-1/2,2640,2640,E20,
Sarajevo Bosna op 40th,2010.05.12,1-0,2722,2677,B33,
Sarajevo Bosna op 40th,2010.05.13,0-1,2668,2722,B30,
Sarajevo Bosna op 40th,2010.05.13,1-0,2653,2640,B50,
Sarajevo Bosna op 40th,2010.05.14,1/2-1/2,2722,2677,E08,
Lublin 2nd,2010.05.16,1-0,2667,2680,D03,
Lublin 2nd,2010.05.17,1/2-1/2,2667,2644,D27,
Lublin 2nd,2010.05.18,0-1,2644,2680,B53,
Astrakhan FIDE GP,2010.05.10,1/2-1/2,2694,2741,C42,
Astrakhan FIDE GP,2010.05.10,1/2-1/2,2700,2740,D78,
Astrakhan FIDE GP,2010.05.10,1/2-1/2,2751,2735,D91,
Astrakhan FIDE GP,2010.05.10,1-0,2734,2741,C88,
Astrakhan FIDE GP,2010.05.10,1/2-1/2,2669,2733,C65,
Astrakhan FIDE GP,2010.05.10,1/2-1/2,2763,2725,E20,
Astrakhan FIDE GP,2010.05.10,1/2-1/2,2752,2735,E04,
Astrakhan FIDE GP,2010.05.11,1-0,2751,2694,D46,
Astrakhan FIDE GP,2010.05.11,1-0,2741,2763,D74,
Astrakhan FIDE GP,2010.05.11,1/2-1/2,2741,2752,A00,
Astrakhan FIDE GP,2010.05.11,1/2-1/2,2725,2734,A67,
Astrakhan FIDE GP,2010.05.11,1-0,2735,2700,A70,
Astrakhan FIDE GP,2010.05.11,1/2-1/2,2740,2669,C45,
Astrakhan FIDE GP,2010.05.11,0-1,2735,2733,C67,
Astrakhan FIDE GP,2010.05.12,1/2-1/2,2694,2735,A34,
Astrakhan FIDE GP,2010.05.12,1/2-1/2,2700,2741,C42,
Astrakhan FIDE GP,2010.05.12,1/2-1/2,2734,2741,C42,
Astrakhan FIDE GP,2010.05.12,1/2-1/2,2669,2735,C78,
Astrakhan FIDE GP,2010.05.12,1/2-1/2,2763,2751,D38,
Astrakhan FIDE GP,2010.05.12,1/2-1/2,2733,2740,D78,
Astrakhan FIDE GP,2010.05.12,1/2-1/2,2752,2725,E05,
Astrakhan FIDE GP,2010.05.13,1/2-1/2,2694,2763,C95,
Astrakhan FIDE GP,2010.05.13,1/2-1/2,2751,2734,A61,
Astrakhan FIDE GP,2010.05.13,1/2-1/2,2741,2752,D94,
Astrakhan FIDE GP,2010.05.13,0-1,2741,2669,D40,
Astrakhan FIDE GP,2010.05.13,1/2-1/2,2725,2700,E18,
Astrakhan FIDE GP,2010.05.13,1/2-1/2,2735,2733,C67,
Astrakhan FIDE GP,2010.05.13,1/2-1/2,2735,2740,A16,
Astrakhan FIDE GP,2010.05.14,1/2-1/2,2700,2741,C24,
Astrakhan FIDE GP,2010.05.14,1/2-1/2,2734,2694,C99,
Astrakhan FIDE GP,2010.05.14,1/2-1/2,2669,2725,C67,
Astrakhan FIDE GP,2010.05.14,1/2-1/2,2763,2735,D97,
Astrakhan FIDE GP,2010.05.14,0-1,2733,2741,D46,
Astrakhan FIDE GP,2010.05.14,1/2-1/2,2740,2735,D39,
Astrakhan FIDE GP,2010.05.14,0-1,2752,2751,D12,
Astrakhan FIDE GP,2010.05.16,0-1,2694,2752,C42,
Astrakhan FIDE GP,2010.05.16,0-1,2751,2700,E17,
Astrakhan FIDE GP,2010.05.16,0-1,2741,2669,D46,
Astrakhan FIDE GP,2010.05.16,1/2-1/2,2741,2740,A16,
Astrakhan FIDE GP,2010.05.16,1-0,2725,2733,D85,
Astrakhan FIDE GP,2010.05.16,1/2-1/2,2763,2734,D15,
Astrakhan FIDE GP,2010.05.16,1/2-1/2,2735,2735,C67,
Astrakhan FIDE GP,2010.05.17,1-0,2700,2694,C97,
Astrakhan FIDE GP,2010.05.17,1/2-1/2,2734,2735,C95,
Astrakhan FIDE GP,2010.05.17,0-1,2669,2751,B12,
Astrakhan FIDE GP,2010.05.17,1/2-1/2,2735,2741,C75,
Astrakhan FIDE GP,2010.05.17,1/2-1/2,2733,2741,D12,
Astrakhan FIDE GP,2010.05.17,1/2-1/2,2740,2725,E11,
Astrakhan FIDE GP,2010.05.17,1/2-1/2,2752,2763,E68,
Astrakhan FIDE GP,2010.05.18,1-0,2694,2669,D94,
Astrakhan FIDE GP,2010.05.18,0-1,2751,2733,E01,
Astrakhan FIDE GP,2010.05.18,1/2-1/2,2734,2752,A14,
Astrakhan FIDE GP,2010.05.18,1/2-1/2,2741,2740,E92,
Astrakhan FIDE GP,2010.05.18,1/2-1/2,2725,2735,E58,
Astrakhan FIDE GP,2010.05.18,1-0,2763,2700,E15,
Astrakhan FIDE GP,2010.05.18,1/2-1/2,2735,2741,C42,
Astrakhan FIDE GP,2010.05.19,1/2-1/2,2700,2734,B53,
Astrakhan FIDE GP,2010.05.19,0-1,2669,2763,B40,
Astrakhan FIDE GP,2010.05.19,1/2-1/2,2741,2725,A30,
Astrakhan FIDE GP,2010.05.19,1/2-1/2,2735,2741,C42,
Astrakhan FIDE GP,2010.05.19,1/2-1/2,2733,2694,D23,
Astrakhan FIDE GP,2010.05.19,0-1,2740,2751,D38,
Astrakhan FIDE GP,2010.05.19,1/2-1/2,2752,2735,E61,
Astrakhan FIDE GP,2010.05.21,0-1,2694,2740,B32,
Astrakhan FIDE GP,2010.05.21,1-0,2751,2735,D31,
Astrakhan FIDE GP,2010.05.21,1-0,2734,2669,C97,
Astrakhan FIDE GP,2010.05.21,1/2-1/2,2741,2741,D85,
Astrakhan FIDE GP,2010.05.21,1/2-1/2,2763,2733,E05,
Astrakhan FIDE GP,2010.05.21,1/2-1/2,2735,2725,E11,
Astrakhan FIDE GP,2010.05.21,1/2-1/2,2752,2700,A62,
Astrakhan FIDE GP,2010.05.22,1/2-1/2,2700,2735,B83,
Astrakhan FIDE GP,2010.05.22,1/2-1/2,2669,2752,C42,
Astrakhan FIDE GP,2010.05.22,1/2-1/2,2741,2751,E16,
Astrakhan FIDE GP,2010.05.22,1/2-1/2,2725,2741,C42,
Astrakhan FIDE GP,2010.05.22,1/2-1/2,2735,2694,C83,
Astrakhan FIDE GP,2010.05.22,1-0,2733,2734,E20,
Astrakhan FIDE GP,2010.05.22,1-0,2740,2763,C68,
Astrakhan FIDE GP,2010.05.23,1-0,2694,2741,D39,
Astrakhan FIDE GP,2010.05.23,1-0,2700,2669,D23,
Astrakhan FIDE GP,2010.05.23,1/2-1/2,2751,2725,E05,
Astrakhan FIDE GP,2010.05.23,1/2-1/2,2734,2740,B23,
Astrakhan FIDE GP,2010.05.23,1-0,2763,2735,E20,
Astrakhan FIDE GP,2010.05.23,1-0,2735,2741,C48,
Astrakhan FIDE GP,2010.05.23,1/2-1/2,2752,2733,D72,
Astrakhan FIDE GP,2010.05.24,1/2-1/2,2741,2751,E58,
Astrakhan FIDE GP,2010.05.24,1-0,2669,2735,D78,
Astrakhan FIDE GP,2010.05.24,1/2-1/2,2741,2763,A20,
Astrakhan FIDE GP,2010.05.24,1/2-1/2,2725,2694,D17,
Astrakhan FIDE GP,2010.05.24,1-0,2735,2734,A31,
Astrakhan FIDE GP,2010.05.24,1/2-1/2,2733,2700,D38,
Astrakhan FIDE GP,2010.05.24,1/2-1/2,2740,2752,C42,
Amsterdam Euwe m1,2010.05.13,1/2-1/2,2685,2642,C34,
Amsterdam Euwe m1,2010.05.14,1/2-1/2,2642,2685,A62,
Amsterdam Euwe m1,2010.05.15,1-0,2685,2642,D01,
Amsterdam Euwe m1,2010.05.16,1-0,2642,2685,D07,
UKR-chT 17th,2010.05.16,1/2-1/2,2669,2715,E20,
UKR-chT 17th,2010.05.17,1/2-1/2,2715,2663,A36,
GER CupT,2010.05.15,1/2-1/2,2704,2686,C45,
USA-ch,2010.05.16,1/2-1/2,2702,2733,E97,
USA-ch,2010.05.17,1/2-1/2,2733,2699,C29,
USA-ch,2010.05.19,1/2-1/2,2699,2702,D94,
All China Games 4th,2010.05.19,1/2-1/2,2652,2681,D11,
All China Games 4th,2010.05.20,0-1,2681,2667,D17,
CRO-Cup 19th,2010.05.22,1-0,2684,2667,C10,
USA-ch Quads,2010.05.22,1/2-1/2,2733,2702,D15,
USA-ch Quads,2010.05.23,1-0,2702,2699,C69,
USA-ch Quads,2010.05.24,1/2-1/2,2699,2733,E18,
CHN-ch,2010.05.28,1/2-1/2,2652,2667,D14,
CHN-ch,2010.05.29,1/2-1/2,2652,2681,D94,
CHN-ch,2010.05.31,1/2-1/2,2681,2667,D45,
CHN-ch,2010.06.01,0-1,2652,2722,D39,
CHN-ch,2010.06.02,1/2-1/2,2722,2681,D17,
CHN-ch,2010.06.04,1-0,2722,2667,D15,
World Cup ACP 4th,2010.05.27,1/2-1/2,2710,2742,D36,
World Cup ACP 4th,2010.05.27,1-0,2725,2669,C68,
World Cup ACP 4th,2010.05.27,0-1,2669,2751,D38,
World Cup ACP 4th,2010.05.27,0-1,2704,2760,B90,
World Cup ACP 4th,2010.05.27,1-0,2717,2686,C50,
World Cup ACP 4th,2010.05.27,1/2-1/2,2751,2669,D07,
World Cup ACP 4th,2010.05.27,1-0,2760,2704,B76,
World Cup ACP 4th,2010.05.27,0-1,2669,2725,A07,
World Cup ACP 4th,2010.05.27,1/2-1/2,2686,2717,B81,
World Cup ACP 4th,2010.05.27,1/2-1/2,2742,2710,C65,
World Cup ACP 4th,2010.05.27,1-0,2742,2710,C48,
World Cup ACP 4th,2010.05.27,1-0,2710,2742,E20,
World Cup ACP 4th,2010.05.27,1-0,2742,2710,C48,
World Cup ACP 4th,2010.05.28,1/2-1/2,2751,2725,D37,
World Cup ACP 4th,2010.05.28,1-0,2760,2717,D15,
World Cup ACP 4th,2010.05.28,1-0,2742,2739,C67,
World Cup ACP 4th,2010.05.28,1-0,2725,2751,B12,
World Cup ACP 4th,2010.05.28,1-0,2739,2742,C68,
World Cup ACP 4th,2010.05.28,1/2-1/2,2717,2760,C42,
World Cup ACP 4th,2010.05.28,1-0,2742,2739,C92,
World Cup ACP 4th,2010.05.28,1-0,2739,2742,C68,
World Cup ACP 4th,2010.05.28,0-1,2742,2739,C92,
World Cup ACP 4th,2010.05.28,0-1,2739,2760,B90,
World Cup ACP 4th,2010.05.28,0-1,2760,2739,D13,
World Cup ACP 4th,2010.05.28,1-0,2739,2760,B53,
World Cup ACP 4th,2010.05.28,1/2-1/2,2760,2739,E15,
World Cup ACP 4th,2010.05.29,1/2-1/2,2725,2739,E05,
World Cup ACP 4th,2010.05.29,1/2-1/2,2739,2725,C67,
World Cup ACP 4th,2010.05.29,1/2-1/2,2725,2739,E05,
World Cup ACP 4th,2010.05.29,1/2-1/2,2739,2725,C65,
World Cup ACP 4th,2010.05.29,1/2-1/2,2725,2739,E05,
World Cup ACP 4th,2010.05.29,1/2-1/2,2739,2725,C54,
World Cup ACP 4th,2010.05.29,1-0,2739,2725,C65,
Poikovsky Karpov 11th,2010.06.02,1-0,2668,2654,C64,
Poikovsky Karpov 11th,2010.06.02,1/2-1/2,2715,2739,D15,
Poikovsky Karpov 11th,2010.06.02,1/2-1/2,2686,2707,C10,
Poikovsky Karpov 11th,2010.06.02,1/2-1/2,2699,2704,D45,
Poikovsky Karpov 11th,2010.06.02,0-1,2704,2674,C07,
Poikovsky Karpov 11th,2010.06.02,1/2-1/2,2661,2725,D31,
Poikovsky Karpov 11th,2010.06.03,1-0,2725,2715,D54,
Poikovsky Karpov 11th,2010.06.03,1-0,2739,2686,C67,
Poikovsky Karpov 11th,2010.06.03,1/2-1/2,2704,2654,C64,
Poikovsky Karpov 11th,2010.06.03,1/2-1/2,2699,2704,D20,
Poikovsky Karpov 11th,2010.06.03,1/2-1/2,2674,2661,D93,
Poikovsky Karpov 11th,2010.06.03,1/2-1/2,2707,2668,E54,
Poikovsky Karpov 11th,2010.06.04,1/2-1/2,2668,2739,B90,
Poikovsky Karpov 11th,2010.06.04,1/2-1/2,2715,2674,A18,
Poikovsky Karpov 11th,2010.06.04,1/2-1/2,2686,2725,C67,
Poikovsky Karpov 11th,2010.06.04,1/2-1/2,2704,2704,C65,
Poikovsky Karpov 11th,2010.06.04,1/2-1/2,2654,2707,E46,
Poikovsky Karpov 11th,2010.06.04,1-0,2661,2699,C78,
Poikovsky Karpov 11th,2010.06.05,1-0,2725,2668,E13,
Poikovsky Karpov 11th,2010.06.05,1-0,2739,2654,C92,
Poikovsky Karpov 11th,2010.06.05,1/2-1/2,2704,2707,C11,
Poikovsky Karpov 11th,2010.06.05,1/2-1/2,2699,2715,D56,
Poikovsky Karpov 11th,2010.06.05,1/2-1/2,2674,2686,D39,
Poikovsky Karpov 11th,2010.06.05,1/2-1/2,2704,2661,B84,
Poikovsky Karpov 11th,2010.06.06,1/2-1/2,2668,2674,C10,
Poikovsky Karpov 11th,2010.06.06,1/2-1/2,2715,2704,D27,
Poikovsky Karpov 11th,2010.06.06,1/2-1/2,2686,2699,C88,
Poikovsky Karpov 11th,2010.06.06,1-0,2654,2725,E46,
Poikovsky Karpov 11th,2010.06.06,1/2-1/2,2661,2704,C67,
Poikovsky Karpov 11th,2010.06.06,1-0,2707,2739,E55,
Poikovsky Karpov 11th,2010.06.07,1-0,2725,2707,D45,
Poikovsky Karpov 11th,2010.06.07,1/2-1/2,2704,2739,C67,
Poikovsky Karpov 11th,2010.06.07,1/2-1/2,2699,2668,E32,
Poikovsky Karpov 11th,2010.06.07,1-0,2674,2654,D15,
Poikovsky Karpov 11th,2010.06.07,1/2-1/2,2704,2686,C45,
Poikovsky Karpov 11th,2010.06.07,1/2-1/2,2661,2715,B65,
Poikovsky Karpov 11th,2010.06.09,1/2-1/2,2668,2704,B46,
Poikovsky Karpov 11th,2010.06.09,1-0,2715,2704,C42,
Poikovsky Karpov 11th,2010.06.09,1/2-1/2,2739,2725,C67,
Poikovsky Karpov 11th,2010.06.09,1-0,2686,2661,B90,
Poikovsky Karpov 11th,2010.06.09,1/2-1/2,2654,2699,D37,
Poikovsky Karpov 11th,2010.06.09,1/2-1/2,2707,2674,E34,
Poikovsky Karpov 11th,2010.06.10,1/2-1/2,2715,2686,E49,
Poikovsky Karpov 11th,2010.06.10,0-1,2704,2725,B30,
Poikovsky Karpov 11th,2010.06.10,1/2-1/2,2699,2707,D38,
Poikovsky Karpov 11th,2010.06.10,0-1,2674,2739,E15,
Poikovsky Karpov 11th,2010.06.10,0-1,2704,2654,C45,
Poikovsky Karpov 11th,2010.06.10,1/2-1/2,2661,2668,B19,
Poikovsky Karpov 11th,2010.06.11,1-0,2668,2715,B12,
Poikovsky Karpov 11th,2010.06.11,1/2-1/2,2725,2674,A16,
Poikovsky Karpov 11th,2010.06.11,1/2-1/2,2739,2699,C78,
Poikovsky Karpov 11th,2010.06.11,1/2-1/2,2686,2704,C67,
Poikovsky Karpov 11th,2010.06.11,0-1,2654,2661,D89,
Poikovsky Karpov 11th,2010.06.11,1-0,2707,2704,D21,
Poikovsky Karpov 11th,2010.06.12,1/2-1/2,2715,2654,C54,
Poikovsky Karpov 11th,2010.06.12,1/2-1/2,2704,2674,B12,
Poikovsky Karpov 11th,2010.06.12,0-1,2686,2668,B14,
Poikovsky Karpov 11th,2010.06.12,1-0,2699,2725,D45,
Poikovsky Karpov 11th,2010.06.12,1/2-1/2,2704,2739,C45,
Poikovsky Karpov 11th,2010.06.12,0-1,2661,2707,C10,
Poikovsky Karpov 11th,2010.06.13,1-0,2668,2704,C42,
